"ID","LANGUAGE","ENGLISH","FORM","COMMENTS","SOURCE"
"Heggarty-2005-150-100","CuzquenoAntiguo","green","","","holguin1608"
"Heggarty-2005-150-100","Huallaga","green","verde","","heggarty2005"
"Heggarty-2005-150-100","Huanca","green","birdi","","cerron2018"
"Heggarty-2005-150-100","Huancane","green","č'uχña","","heggarty2005"
"Heggarty-2005-150-100","Huangascar","green","","","shimelman2017"
"Heggarty-2005-150-100","HuarazHuailas","green","beri",,"parkerchavez1976"
"Heggarty-2005-150-100","Imbabura","green","birdi","","gomez2009"
"Heggarty-2005-150-100","Inkawasi","green","čiχyaχ","","heggarty2005"
"Heggarty-2005-150-100","Iruhito","green","","","cerron2016"
"Heggarty-2005-150-100","Jaqaru","green","verde"," (wirdi)","heggarty2005"
"Heggarty-2005-150-100","Kawki","green","čikya","","heggarty2005"
"Heggarty-2005-150-100","Lamas","green","chikjak","","taylor2006"
"Heggarty-2005-150-100","Laraos","green","verde","","heggarty2005"
"Heggarty-2005-150-100","Lincha-Tana","green","","","shimelman2017"
"Heggarty-2005-150-100","Maragua","green","q'umir","","heggarty2005"
"Heggarty-2005-150-100","Napo","green","birdi","","orrwrisley1981"
"Heggarty-2005-150-100","Pacaraos","green","berdi","esp","adelaar1982"
"Heggarty-2005-150-100","Pastaza","green","quillu","","landerman1973"
"Heggarty-2005-150-100","Pocona","green","q'umir","","heggarty2005"
"Heggarty-2005-150-100","Puki","green","č'uχña","","heggarty2005"
"Heggarty-2005-150-100","Puno","green","q'umir","","heggarty2005"
"Heggarty-2005-150-100","Putumayo","green","","solo de arbol: chahua","tandioy1978"
"Heggarty-2005-150-100","Raimondi","green","berdi",,"parkerchavez1976"
"Heggarty-2005-150-100","SanPedro","green","","","shimelman2017"
"Heggarty-2005-150-100","Santiagueno","green","qomer","","juanatey2021"
"Heggarty-2005-150-100","SantoTomas","green","ococya","","santotomas1951"
"Heggarty-2005-150-100","Serena","green","verde","","heggarty2005"
"Heggarty-2005-150-100","Sullkatiti","green","č'uχña","","heggarty2005"
"Heggarty-2005-150-100","Taquile","green","q'umir","","heggarty2005"
"Heggarty-2005-150-100","Tarma","green","","","adelaar1977"
"Heggarty-2005-150-100","Troje","green","verde","","heggarty2005"
"Heggarty-2005-150-100","Tsimu","green","","","cerron2016"
"Heggarty-2005-150-100","Wari","green","cheqlla",,"parkerchavez1976"
"Heggarty-2005-150-100","Yanac","green","tsiqyaq","","heggarty2005"
"Heggarty-2005-150-101","Anonimo","yellow","quello, carhua ","","valera1586"
"Heggarty-2005-150-101","Apuri","yellow","qarwa","","shimelman2017"
"Heggarty-2005-150-101","Apurimac","yellow","paru","","camacho2007"
"Heggarty-2005-150-101","Arma","yellow","qillu","","galvez2003"
"Heggarty-2005-150-101","Atalla","yellow","χiλu","","heggarty2005"
"Heggarty-2005-150-101","Ayacucho","yellow","qellu","","soto1976"
"Heggarty-2005-150-101","Bobonaza","yellow","quillu","","orrwrisley1981"
"Heggarty-2005-150-101","Cacra-Hongos","yellow","qarwa","","shimelman2017"
"Heggarty-2005-150-101","Chachapoyas","yellow","killu","","taylor2006"
"Heggarty-2005-150-101","Chacpar","yellow","ġaλwa.š","","heggarty2005"
"Heggarty-2005-150-101","Chetilla","yellow","qarwa","","heggarty2005"
"Heggarty-2005-150-101","Chipaya","yellow","q'iλu","","heggarty2005"
"Heggarty-2005-150-101","Curva","yellow","q'iλu","","heggarty2005"
"Heggarty-2005-150-101","Cuzco","yellow","q'iλu","","heggarty2005"
"Heggarty-2005-150-101","CuzquenoAntiguo","yellow","qqello, ccarhua ","","holguin1608"
"Heggarty-2005-150-101","Huallaga","yellow","qarwa.š","","heggarty2005"
"Heggarty-2005-150-101","Huanca","yellow","alwa, halwa","","cerron2018"
"Heggarty-2005-150-101","Huanca","yellow","tunʔuŝ","","cerron2018"
"Heggarty-2005-150-101","Huancane","yellow","q'iλu","","heggarty2005"
"Heggarty-2005-150-101","Huangascar","yellow","qarwa","","shimelman2017"
"Heggarty-2005-150-101","HuarazHuailas","yellow","qarwash",,"parkerchavez1976"
"Heggarty-2005-150-101","Imbabura","yellow","killu","","gomez2009"
"Heggarty-2005-150-101","Inkawasi","yellow","χarwa","","heggarty2005"
"Heggarty-2005-150-101","Iruhito","yellow","k’élyu","","cerron2016"
"Heggarty-2005-150-101","Jaqaru","yellow","tyuyu","","heggarty2005"
"Heggarty-2005-150-101","Kawki","yellow","qar.wa","","heggarty2005"
"Heggarty-2005-150-101","Lamas","yellow","killu","","taylor2006"
"Heggarty-2005-150-101","Laraos","yellow","qarwa.š","","heggarty2005"
"Heggarty-2005-150-101","Lincha-Tana","yellow","qarwa","","shimelman2017"
"Heggarty-2005-150-101","Maragua","yellow","q'iλu","","heggarty2005"
"Heggarty-2005-150-101","Napo","yellow","quillu","","orrwrisley1981"
"Heggarty-2005-150-101","Pacaraos","yellow","qarwa","","adelaar1982"
"Heggarty-2005-150-101","Pastaza","yellow","quillu","","landerman1973"
"Heggarty-2005-150-101","Pocona","yellow","q'iλu","","heggarty2005"
"Heggarty-2005-150-101","Puki","yellow","q'iλu","","heggarty2005"
"Heggarty-2005-150-101","Puno","yellow","q'iλu","","heggarty2005"
"Heggarty-2005-150-101","Putumayo","yellow","quillu","","tandioy1978"
"Heggarty-2005-150-101","Raimondi","yellow","qarwash",,"parkerchavez1976"
"Heggarty-2005-150-101","SanPedro","yellow","qarwa","","shimelman2017"
"Heggarty-2005-150-101","Santiagueno","yellow","qellu","","juanatey2021"
"Heggarty-2005-150-101","SantoTomas","yellow","quillo, quello","","santotomas1951"
"Heggarty-2005-150-101","Serena","yellow","kiλu","","heggarty2005"
"Heggarty-2005-150-101","Sullkatiti","yellow","q'iλu","","heggarty2005"
"Heggarty-2005-150-101","Taquile","yellow","q'iλu","","heggarty2005"
"Heggarty-2005-150-101","Tarma","yellow","tiri","SPC only","adelaar1977"
"Heggarty-2005-150-101","Troje","yellow","kižu","","heggarty2005"
"Heggarty-2005-150-101","Tsimu","yellow","pá:ku:","quechua, aymara","cerron2016"
"Heggarty-2005-150-101","Wari","yellow","qarwash",,"parkerchavez1976"
"Heggarty-2005-150-101","Yanac","yellow","qarwa","","heggarty2005"
"Heggarty-2005-150-102","Anonimo","big","hatun","","valera1586"
"Heggarty-2005-150-102","Apuri","big","hatun","","shimelman2017"
"Heggarty-2005-150-102","Apurimac","big","hatun","","camacho2007"
"Heggarty-2005-150-102","Arma","big","hatun","","galvez2003"
"Heggarty-2005-150-102","Atalla","big","hatun","","heggarty2005"
"Heggarty-2005-150-102","Ayacucho","big","hatun","","soto1976"
"Heggarty-2005-150-102","Bobonaza","big","jatun","","orrwrisley1981"
"Heggarty-2005-150-102","Cacra-Hongos","big","hatun","","shimelman2017"
"Heggarty-2005-150-102","Chachapoyas","big","atun","","taylor2006"
"Heggarty-2005-150-102","Chacpar","big","hatun","","heggarty2005"
"Heggarty-2005-150-102","Chetilla","big","atun","","heggarty2005"
"Heggarty-2005-150-102","Chipaya","big","mikta;","","heggarty2005"
"Heggarty-2005-150-102","Curva","big","athun","","heggarty2005"
"Heggarty-2005-150-102","Cuzco","big","hatun","","heggarty2005"
"Heggarty-2005-150-102","CuzquenoAntiguo","big","hatun","","holguin1608"
"Heggarty-2005-150-102","Huallaga","big","hatun","","heggarty2005"
"Heggarty-2005-150-102","Huanca","big","hatun","","cerron2018"
"Heggarty-2005-150-102","Huanca","big","apu","[desusado]","cerron2018"
"Heggarty-2005-150-102","Huancane","big","hač'a","","heggarty2005"
"Heggarty-2005-150-102","Huangascar","big","hatun","","shimelman2017"
"Heggarty-2005-150-102","HuarazHuailas","big","yashqa",,"parkerchavez1976"
"Heggarty-2005-150-102","Imbabura","big","jatun","","gomez2009"
"Heggarty-2005-150-102","Inkawasi","big","atun","","heggarty2005"
"Heggarty-2005-150-102","Iruhito","big","tsákua","puquina","cerron2016"
"Heggarty-2005-150-102","Jaqaru","big","axts'a","","heggarty2005"
"Heggarty-2005-150-102","Kawki","big","asĉ'a","","heggarty2005"
"Heggarty-2005-150-102","Lamas","big","atun","","taylor2006"
"Heggarty-2005-150-102","Laraos","big","hatun","","heggarty2005"
"Heggarty-2005-150-102","Lincha-Tana","big","hatun","","shimelman2017"
"Heggarty-2005-150-102","Maragua","big","hatun","","heggarty2005"
"Heggarty-2005-150-102","Napo","big","jatun","","orrwrisley1981"
"Heggarty-2005-150-102","Pacaraos","big","hatun","","adelaar1982"
"Heggarty-2005-150-102","Pastaza","big","atun","","landerman1973"
"Heggarty-2005-150-102","Pocona","big","hatun","","heggarty2005"
"Heggarty-2005-150-102","Puki","big","hač'a","","heggarty2005"
"Heggarty-2005-150-102","Puno","big","hatun","","heggarty2005"
"Heggarty-2005-150-102","Putumayo","big","atun","","tandioy1978"
"Heggarty-2005-150-102","Raimondi","big","",,"parkerchavez1976"
"Heggarty-2005-150-102","SanPedro","big","hatun","","shimelman2017"
"Heggarty-2005-150-102","Santiagueno","big","atun","","juanatey2021"
"Heggarty-2005-150-102","SantoTomas","big","atun","","santotomas1996"
"Heggarty-2005-150-102","Serena","big","atun","","heggarty2005"
"Heggarty-2005-150-102","Sullkatiti","big","hač'a","","heggarty2005"
"Heggarty-2005-150-102","Taquile","big","athun","","heggarty2005"
"Heggarty-2005-150-102","Tarma","big","xatun̊","","adelaar1977"
"Heggarty-2005-150-102","Troje","big","hatun","","heggarty2005"
"Heggarty-2005-150-102","Tsimu","big","tánsa","aymara","cerron2016"
"Heggarty-2005-150-102","Wari","big","yashqa",,"parkerchavez1976"
"Heggarty-2005-150-102","Yanac","big","atun","","heggarty2005"
"Heggarty-2005-150-103","Anonimo","high up","hanan, hanac","","valera1586"
"Heggarty-2005-150-103","Apuri","high up","hanay, witray","","shimelman2017"
"Heggarty-2005-150-103","Apurimac","high up","hanan","","camacho2007"
"Heggarty-2005-150-103","Arma","high up","hanay","","galvez2003"
"Heggarty-2005-150-103","Atalla","high up","hana.χ","","heggarty2005"
"Heggarty-2005-150-103","Ayacucho","high up","hanaq","","soto1976"
"Heggarty-2005-150-103","Bobonaza","high up","jahua","","orrwrisley1981"
"Heggarty-2005-150-103","Cacra-Hongos","high up","hanay, witray","","shimelman2017"
"Heggarty-2005-150-103","Chachapoyas","high up","anaj","","taylor2006"
"Heggarty-2005-150-103","Chacpar","high up","hana","","heggarty2005"
"Heggarty-2005-150-103","Chetilla","high up","ana.χ","","heggarty2005"
"Heggarty-2005-150-103","Chipaya","high up","tsewku","","heggarty2005"
"Heggarty-2005-150-103","Curva","high up","hana.χ","","heggarty2005"
"Heggarty-2005-150-103","Cuzco","high up","wiča.y","","heggarty2005"
"Heggarty-2005-150-103","CuzquenoAntiguo","high up","hanan, hanak","","holguin1608"
"Heggarty-2005-150-103","Huallaga","high up","hana","","heggarty2005"
"Heggarty-2005-150-103","Huanca","high up","janay","","cerron2018"
"Heggarty-2005-150-103","Huancane","high up","ala.ya","","heggarty2005"
"Heggarty-2005-150-103","Huangascar","high up","hanay, witray","","shimelman2017"
"Heggarty-2005-150-103","HuarazHuailas","high up","hana",,"parkerchavez1976"
"Heggarty-2005-150-103","Imbabura","high up","jatun","","gomez2009"
"Heggarty-2005-150-103","Inkawasi","high up","ana.χ","","heggarty2005"
"Heggarty-2005-150-103","Iruhito","high up","","","cerron2016"
"Heggarty-2005-150-103","Jaqaru","high up","ari.ya","","heggarty2005"
"Heggarty-2005-150-103","Kawki","high up","ari.ya","","heggarty2005"
"Heggarty-2005-150-103","Lamas","high up","anak","","taylor2006"
"Heggarty-2005-150-103","Laraos","high up","hana.y","","heggarty2005"
"Heggarty-2005-150-103","Lincha-Tana","high up","hanay, witray","","shimelman2017"
"Heggarty-2005-150-103","Maragua","high up","pata","","heggarty2005"
"Heggarty-2005-150-103","Napo","high up","jahua","","orrwrisley1981"
"Heggarty-2005-150-103","Pacaraos","high up","hana","","adelaar1982"
"Heggarty-2005-150-103","Pastaza","high up","awa","","landerman1973"
"Heggarty-2005-150-103","Pocona","high up","pata","","heggarty2005"
"Heggarty-2005-150-103","Puki","high up","ara.χa","","heggarty2005"
"Heggarty-2005-150-103","Puno","high up","wiča.y","","heggarty2005"
"Heggarty-2005-150-103","Putumayo","high up","ahuapi, huíchay","","tandioy1978"
"Heggarty-2005-150-103","Raimondi","high up","hana",,"parkerchavez1976"
"Heggarty-2005-150-103","SanPedro","high up","hanay, witray","","shimelman2017"
"Heggarty-2005-150-103","Santiagueno","high up","anaq","","juanatey2021"
"Heggarty-2005-150-103","SantoTomas","high up","hananc","","santotomas1951"
"Heggarty-2005-150-103","Serena","high up","ana.k","","heggarty2005"
"Heggarty-2005-150-103","Sullkatiti","high up","ala.ya, .χa","","heggarty2005"
"Heggarty-2005-150-103","Taquile","high up","hana.χ","","heggarty2005"
"Heggarty-2005-150-103","Tarma","high up","xana","","adelaar1977"
"Heggarty-2005-150-103","Troje","high up","hana.x","","heggarty2005"
"Heggarty-2005-150-103","Tsimu","high up","","","cerron2016"
"Heggarty-2005-150-103","Wari","high up","hana",,"parkerchavez1976"
"Heggarty-2005-150-103","Yanac","high up","uma","","heggarty2005"
"Heggarty-2005-150-104","Anonimo","small","huchuy, huchuylla","","valera1586"
"Heggarty-2005-150-104","Apuri","small","taksa","","shimelman2017"
"Heggarty-2005-150-104","Apuri","small","uchuk","","shimelman2017"
"Heggarty-2005-150-104","Apuri","small","uchuklla","","shimelman2017"
"Heggarty-2005-150-104","Apurimac","small","chiki, chinki, chinli","","camacho2007"
"Heggarty-2005-150-104","Apurimac","small","huchuy, uchuy","","camacho2007"
"Heggarty-2005-150-104","Apurimac","small","taksa","","camacho2007"
"Heggarty-2005-150-104","Arma","small","taksa, uchuy","","galvez2003"
"Heggarty-2005-150-104","Atalla","small","taksa","","heggarty2005"
"Heggarty-2005-150-104","Ayacucho","small","taksa, uchuy","","soto1976"
"Heggarty-2005-150-104","Bobonaza","small","ichilla","","orrwrisley1981"
"Heggarty-2005-150-104","Cacra-Hongos","small","taksa","","shimelman2017"
"Heggarty-2005-150-104","Cacra-Hongos","small","uchuk","","shimelman2017"
"Heggarty-2005-150-104","Cacra-Hongos","small","uchuklla","","shimelman2017"
"Heggarty-2005-150-104","Chachapoyas","small","uchuaykka","","taylor2006"
"Heggarty-2005-150-104","Chacpar","small","ičik","","heggarty2005"
"Heggarty-2005-150-104","Chetilla","small","takša","","heggarty2005"
"Heggarty-2005-150-104","Chipaya","small","zqolta","","heggarty2005"
"Heggarty-2005-150-104","Curva","small","huč'uy","","heggarty2005"
"Heggarty-2005-150-104","Cuzco","small","huč'uy","","heggarty2005"
"Heggarty-2005-150-104","CuzquenoAntiguo","small","huchuy","","holguin1608"
"Heggarty-2005-150-104","Huallaga","small","ičik","","heggarty2005"
"Heggarty-2005-150-104","Huanca","small","utʃuk","","cerron2018"
"Heggarty-2005-150-104","Huanca","small","ta:kŝa","","cerron2018"
"Heggarty-2005-150-104","Huanca","small","akapa","(menudo)","cerron2018"
"Heggarty-2005-150-104","Huanca","small","uru","(en animados)","cerron2018"
"Heggarty-2005-150-104","Huancane","small","hisk'a","","heggarty2005"
"Heggarty-2005-150-104","Huangascar","small","taksa","","shimelman2017"
"Heggarty-2005-150-104","Huangascar","small","uchuk","","shimelman2017"
"Heggarty-2005-150-104","Huangascar","small","uchuklla","","shimelman2017"
"Heggarty-2005-150-104","HuarazHuailas","small","taksha",,"parkerchavez1976"
"Heggarty-2005-150-104","Imbabura","small","uchilla","","gomez2009"
"Heggarty-2005-150-104","Inkawasi","small","takša","","heggarty2005"
"Heggarty-2005-150-104","Iruhito","small","u:tšó:ñi","","cerron2016"
"Heggarty-2005-150-104","Jaqaru","small","utyitya, uxtyitya","","heggarty2005"
"Heggarty-2005-150-104","Kawki","small","ityitya","","heggarty2005"
"Heggarty-2005-150-104","Lamas","small","taksha","","taylor2006"
"Heggarty-2005-150-104","Laraos","small","učuy","","heggarty2005"
"Heggarty-2005-150-104","Lincha-Tana","small","taksa","","shimelman2017"
"Heggarty-2005-150-104","Lincha-Tana","small","uchuk","","shimelman2017"
"Heggarty-2005-150-104","Lincha-Tana","small","uchuklla","","shimelman2017"
"Heggarty-2005-150-104","Maragua","small","huč'uy","","heggarty2005"
"Heggarty-2005-150-104","Napo","small","ichilla","","orrwrisley1981"
"Heggarty-2005-150-104","Pacaraos","small","uchuk","","adelaar1982"
"Heggarty-2005-150-104","Pastaza","small","uchilla","","landerman1973"
"Heggarty-2005-150-104","Pocona","small","huč'uy","","heggarty2005"
"Heggarty-2005-150-104","Puki","small","sik'a","","heggarty2005"
"Heggarty-2005-150-104","Puno","small","huč'uy","","heggarty2005"
"Heggarty-2005-150-104","Putumayo","small","uchulla","","tandioy1978"
"Heggarty-2005-150-104","Raimondi","small","taksha",,"parkerchavez1976"
"Heggarty-2005-150-104","SanPedro","small","taksa","","shimelman2017"
"Heggarty-2005-150-104","SanPedro","small","uchuk","","shimelman2017"
"Heggarty-2005-150-104","SanPedro","small","uchuklla","","shimelman2017"
"Heggarty-2005-150-104","Santiagueno","small","utula","","juanatey2021"
"Heggarty-2005-150-104","SantoTomas","small","vchu","","santotomas1996"
"Heggarty-2005-150-104","Serena","small","iči.λa","","heggarty2005"
"Heggarty-2005-150-104","Sullkatiti","small","hisk'a","","heggarty2005"
"Heggarty-2005-150-104","Taquile","small","huč'uy","","heggarty2005"
"Heggarty-2005-150-104","Tarma","small","ičikla, takša","taksa for person, icikla for things","adelaar1977"
"Heggarty-2005-150-104","Troje","small","uči.ža","","heggarty2005"
"Heggarty-2005-150-104","Tsimu","small","ú:tšu-uaí:ka","","cerron2016"
"Heggarty-2005-150-104","Wari","small","taksha",,"parkerchavez1976"
"Heggarty-2005-150-104","Yanac","small","učuk, ičik","","heggarty2005"
"Heggarty-2005-150-105","Anonimo","young (female)","ʃipas","moça","valera1586"
"Heggarty-2005-150-105","Apuri","young (female)","","","shimelman2017"
"Heggarty-2005-150-105","Apurimac","young (female)","sipas","","camacho2007"
"Heggarty-2005-150-105","Arma","young (female)","sipas, pasña","","galvez2003"
"Heggarty-2005-150-105","Atalla","young (female)","sipa.s","","heggarty2005"
"Heggarty-2005-150-105","Ayacucho","young (female)","sipas, pasña","","soto1976"
"Heggarty-2005-150-105","Bobonaza","young (female)","malta","","orrwrisley1981"
"Heggarty-2005-150-105","Cacra-Hongos","young (female)","maqta","","shimelman2017"
"Heggarty-2005-150-105","Chachapoyas","young (female)","shipash","","taylor2006"
"Heggarty-2005-150-105","Chacpar","young (female)","hipa.š","","heggarty2005"
"Heggarty-2005-150-105","Chetilla","young (female)","šipa.š","","heggarty2005"
"Heggarty-2005-150-105","Chipaya","young (female)","tur(a)","","heggarty2005"
"Heggarty-2005-150-105","Curva","young (female)","sipa.s","","heggarty2005"
"Heggarty-2005-150-105","Cuzco","young (female)","sipa.s","","heggarty2005"
"Heggarty-2005-150-105","CuzquenoAntiguo","young (female)","ʃipas","","holguin1608"
"Heggarty-2005-150-105","Huallaga","young (female)","wanka.š","","heggarty2005"
"Heggarty-2005-150-105","Huanca","young (female)","lasak","","cerron2018"
"Heggarty-2005-150-105","Huanca","young (female)","wamla","(muchacha)","cerron2018"
"Heggarty-2005-150-105","Huancane","young (female)","tawaqa","","heggarty2005"
"Heggarty-2005-150-105","Huangascar","young (female)","","","shimelman2017"
"Heggarty-2005-150-105","HuarazHuailas","young (female)","",,"parkerchavez1976"
"Heggarty-2005-150-105","Imbabura","young (female)","warmi","","gomez2009"
"Heggarty-2005-150-105","Inkawasi","young (female)","šipa.š","","heggarty2005"
"Heggarty-2005-150-105","Iruhito","young (female)","","","cerron2016"
"Heggarty-2005-150-105","Jaqaru","young (female)","sipa.sa","","heggarty2005"
"Heggarty-2005-150-105","Kawki","young (female)","sipa.sa","","heggarty2005"
"Heggarty-2005-150-105","Lamas","young (female)","shipash","","taylor2006"
