"ID","LANGUAGE","ENGLISH","FORM","COMMENTS","SOURCE"
"Heggarty-2005-150-124","Huangascar","come, to","hamu-","","shimelman2017"
"Heggarty-2005-150-124","HuarazHuailas","come, to","shamuy",,"parkerchavez1976"
"Heggarty-2005-150-124","Imbabura","come, to","shamuna","","gomez2009"
"Heggarty-2005-150-124","Inkawasi","come, to","ša.mu.","","heggarty2005"
"Heggarty-2005-150-124","Iruhito","come, to","","","cerron2016"
"Heggarty-2005-150-124","Jaqaru","come, to","uxta.","","heggarty2005"
"Heggarty-2005-150-124","Kawki","come, to","uxta., usta.","","heggarty2005"
"Heggarty-2005-150-124","Lamas","come, to","shamu","","taylor2006"
"Heggarty-2005-150-124","Laraos","come, to","ha.mu.","","heggarty2005"
"Heggarty-2005-150-124","Lincha-Tana","come, to","hamu-","","shimelman2017"
"Heggarty-2005-150-124","Maragua","come, to","ha.mu.","","heggarty2005"
"Heggarty-2005-150-124","Napo","come, to","shamuna","","orrwrisley1981"
"Heggarty-2005-150-124","Pacaraos","come, to","sha-mu","","adelaar1982"
"Heggarty-2005-150-124","Pastaza","come, to","shamuna","","landerman1973"
"Heggarty-2005-150-124","Pocona","come, to","ha.mu.","","heggarty2005"
"Heggarty-2005-150-124","Puki","come, to","hutha.","","heggarty2005"
"Heggarty-2005-150-124","Puno","come, to","ha.mu.","","heggarty2005"
"Heggarty-2005-150-124","Putumayo","come, to","samu","","tandioy1978"
"Heggarty-2005-150-124","Raimondi","come, to","shamuy",,"parkerchavez1976"
"Heggarty-2005-150-124","SanPedro","come, to","hamu-","","shimelman2017"
"Heggarty-2005-150-124","Santiagueno","come, to","amuy","","juanatey2021"
"Heggarty-2005-150-124","SantoTomas","come, to","xamuni","","santotomas1951"
"Heggarty-2005-150-124","Serena","come, to","ša.mu.","","heggarty2005"
"Heggarty-2005-150-124","Sullkatiti","come, to","huta.","","heggarty2005"
"Heggarty-2005-150-124","Taquile","come, to","ha.mu.","","heggarty2005"
"Heggarty-2005-150-124","Tarma","come, to","šamu","","adelaar1977"
"Heggarty-2005-150-124","Troje","come, to","ša.mu.","","heggarty2005"
"Heggarty-2005-150-124","Tsimu","come, to","","","cerron2016"
"Heggarty-2005-150-124","Wari","come, to","shamuy",,"parkerchavez1976"
"Heggarty-2005-150-124","Yanac","come, to","ša.mu.","","heggarty2005"
"Heggarty-2005-150-125","Anonimo","walk, to","purini","","valera1586"
"Heggarty-2005-150-125","Apuri","walk, to","itri","","shimelman2017"
"Heggarty-2005-150-125","Apurimac","walk, to","puri","","camacho2007"
"Heggarty-2005-150-125","Arma","walk, to","puri, ichi","ichi: de bebes","galvez2003"
"Heggarty-2005-150-125","Atalla","walk, to","puri.","","heggarty2005"
"Heggarty-2005-150-125","Ayacucho","walk, to","puri, ichi","","soto1976"
"Heggarty-2005-150-125","Bobonaza","walk, to","purina","","orrwrisley1981"
"Heggarty-2005-150-125","Cacra-Hongos","walk, to","itri","","shimelman2017"
"Heggarty-2005-150-125","Chachapoyas","walk, to","puri","","taylor2006"
"Heggarty-2005-150-125","Chacpar","walk, to","puri.","","heggarty2005"
"Heggarty-2005-150-125","Chetilla","walk, to","puri.","","heggarty2005"
"Heggarty-2005-150-125","Chipaya","walk, to","oqh.z","","heggarty2005"
"Heggarty-2005-150-125","Curva","walk, to","puri.","","heggarty2005"
"Heggarty-2005-150-125","Cuzco","walk, to","puri.","","heggarty2005"
"Heggarty-2005-150-125","CuzquenoAntiguo","walk, to","purini","","holguin1608"
"Heggarty-2005-150-125","Huallaga","walk, to","puri.","","heggarty2005"
"Heggarty-2005-150-125","Huanca","walk, to","puliy","","cerron2018"
"Heggarty-2005-150-125","Huanca","walk, to","hapay","(andar a paso lento)","cerron2018"
"Heggarty-2005-150-125","Huanca","walk, to","tuŝtuy","(caminar a medio correr)","cerron2018"
"Heggarty-2005-150-125","Huancane","walk, to","sar.na.qa.","","heggarty2005"
"Heggarty-2005-150-125","Huangascar","walk, to","itri","","shimelman2017"
"Heggarty-2005-150-125","HuarazHuailas","walk, to","andar",,"parkerchavez1976"
"Heggarty-2005-150-125","Imbabura","walk, to","purina","","gomez2009"
"Heggarty-2005-150-125","Inkawasi","walk, to","puri.","","heggarty2005"
"Heggarty-2005-150-125","Iruhito","walk, to","","","cerron2016"
"Heggarty-2005-150-125","Jaqaru","walk, to","wasa.","","heggarty2005"
"Heggarty-2005-150-125","Kawki","walk, to","wasa.","","heggarty2005"
"Heggarty-2005-150-125","Lamas","walk, to","puri","","taylor2006"
"Heggarty-2005-150-125","Laraos","walk, to","puri.","","heggarty2005"
"Heggarty-2005-150-125","Lincha-Tana","walk, to","itri","","shimelman2017"
"Heggarty-2005-150-125","Maragua","walk, to","puri.","","heggarty2005"
"Heggarty-2005-150-125","Napo","walk, to","purina","","orrwrisley1981"
"Heggarty-2005-150-125","Pacaraos","walk, to","puri","","adelaar1982"
"Heggarty-2005-150-125","Pastaza","walk, to","purina","","landerman1973"
"Heggarty-2005-150-125","Pocona","walk, to","puri.","","heggarty2005"
"Heggarty-2005-150-125","Puki","walk, to","sar.na.qa.","","heggarty2005"
"Heggarty-2005-150-125","Puno","walk, to","puri.","","heggarty2005"
"Heggarty-2005-150-125","Putumayo","walk, to","puri","","tandioy1978"
"Heggarty-2005-150-125","Raimondi","walk, to","puriy",,"parkerchavez1976"
"Heggarty-2005-150-125","SanPedro","walk, to","itri","","shimelman2017"
"Heggarty-2005-150-125","Santiagueno","walk, to","puriy","","juanatey2021"
"Heggarty-2005-150-125","SantoTomas","walk, to","porini.gui","","santotomas1951"
"Heggarty-2005-150-125","Serena","walk, to","puri.","","heggarty2005"
"Heggarty-2005-150-125","Sullkatiti","walk, to","sar.na.qa.","","heggarty2005"
"Heggarty-2005-150-125","Taquile","walk, to","puri.","","heggarty2005"
"Heggarty-2005-150-125","Tarma","walk, to","puri","","adelaar1977"
"Heggarty-2005-150-125","Troje","walk, to","puri.","","heggarty2005"
"Heggarty-2005-150-125","Tsimu","walk, to","","","cerron2016"
"Heggarty-2005-150-125","Wari","walk, to","puriy",,"parkerchavez1976"
"Heggarty-2005-150-125","Yanac","walk, to","puri.","","heggarty2005"
"Heggarty-2005-150-126","Anonimo","stand, to","ʃayacuni","","valera1586"
"Heggarty-2005-150-126","Apuri","stand, to","saya","","shimelman2017"
"Heggarty-2005-150-126","Apurimac","stand, to","saya","","camacho2007"
"Heggarty-2005-150-126","Arma","stand, to","saya","","galvez2003"
"Heggarty-2005-150-126","Atalla","stand, to","sa.ya.","","heggarty2005"
"Heggarty-2005-150-126","Ayacucho","stand, to","saya","","soto1976"
"Heggarty-2005-150-126","Bobonaza","stand, to","shayarina","","orrwrisley1981"
"Heggarty-2005-150-126","Cacra-Hongos","stand, to","saya","","shimelman2017"
"Heggarty-2005-150-126","Chachapoyas","stand, to","shaya","","taylor2006"
"Heggarty-2005-150-126","Chacpar","stand, to","še:.","","heggarty2005"
"Heggarty-2005-150-126","Chetilla","stand, to","ša.ya.","","heggarty2005"
"Heggarty-2005-150-126","Chipaya","stand, to","zhaa-z","","heggarty2005"
"Heggarty-2005-150-126","Curva","stand, to","sa.ya.","","heggarty2005"
"Heggarty-2005-150-126","Cuzco","stand, to","sa.ya.","","heggarty2005"
"Heggarty-2005-150-126","CuzquenoAntiguo","stand, to","sayacuni","","holguin1608"
"Heggarty-2005-150-126","Huallaga","stand, to","ša.ya.","","heggarty2005"
"Heggarty-2005-150-126","Huanca","stand, to","sa:kuy, sa:kulay","","cerron2018"
"Heggarty-2005-150-126","Huancane","stand, to","sa.ya.","","heggarty2005"
"Heggarty-2005-150-126","Huangascar","stand, to","sayari","pararse","shimelman2017"
"Heggarty-2005-150-126","HuarazHuailas","stand, to","shaakuy",,"parkerchavez1976"
"Heggarty-2005-150-126","Imbabura","stand, to","shayarina","","gomez2009"
"Heggarty-2005-150-126","Inkawasi","stand, to","ša.ya.","","heggarty2005"
"Heggarty-2005-150-126","Iruhito","stand, to","","","cerron2016"
"Heggarty-2005-150-126","Jaqaru","stand, to","sa.ya.","","heggarty2005"
"Heggarty-2005-150-126","Kawki","stand, to","sa.ya.","","heggarty2005"
"Heggarty-2005-150-126","Lamas","stand, to","shaya","","taylor2006"
"Heggarty-2005-150-126","Laraos","stand, to","sa.ya.","","heggarty2005"
"Heggarty-2005-150-126","Lincha-Tana","stand, to","sayari","","shimelman2017"
"Heggarty-2005-150-126","Maragua","stand, to","sa.ya.","","heggarty2005"
"Heggarty-2005-150-126","Napo","stand, to","shayarina","","orrwrisley1981"
"Heggarty-2005-150-126","Pacaraos","stand, to","tratra","","adelaar1982"
"Heggarty-2005-150-126","Pastaza","stand, to","shayana","","landerman1973"
"Heggarty-2005-150-126","Pocona","stand, to","sa.ya.","","heggarty2005"
"Heggarty-2005-150-126","Puki","stand, to","sa.ya.","","heggarty2005"
"Heggarty-2005-150-126","Puno","stand, to","sa.ya.","","heggarty2005"
"Heggarty-2005-150-126","Putumayo","stand, to","sayacu","","tandioy1978"
"Heggarty-2005-150-126","Raimondi","stand, to","shaakuy",,"parkerchavez1976"
"Heggarty-2005-150-126","SanPedro","stand, to","sayari","","shimelman2017"
"Heggarty-2005-150-126","Santiagueno","stand, to","sayay","","juanatey2021"
"Heggarty-2005-150-126","SantoTomas","stand, to","ʃayacuni","","santotomas1951"
"Heggarty-2005-150-126","Serena","stand, to","ša.ya.","","heggarty2005"
"Heggarty-2005-150-126","Sullkatiti","stand, to","sa.ya.","","heggarty2005"
"Heggarty-2005-150-126","Taquile","stand, to","sa.ya.","","heggarty2005"
"Heggarty-2005-150-126","Tarma","stand, to","šaya","","adelaar1977"
"Heggarty-2005-150-126","Troje","stand, to","ša.ya.","","heggarty2005"
"Heggarty-2005-150-126","Tsimu","stand, to","","","cerron2016"
"Heggarty-2005-150-126","Wari","stand, to","shaakuy",,"parkerchavez1976"
"Heggarty-2005-150-126","Yanac","stand, to","ša:.","","heggarty2005"
"Heggarty-2005-150-127","Anonimo","sit, to","tiani, tiacuni, tiaycuni","","valera1586"
"Heggarty-2005-150-127","Apuri","sit, to","tiya","","shimelman2017"
"Heggarty-2005-150-127","Apurimac","sit, to","tiya","","camacho2007"
"Heggarty-2005-150-127","Apurimac","sit, to","pachi","","camacho2007"
"Heggarty-2005-150-127","Arma","sit, to","tiya","","galvez2003"
"Heggarty-2005-150-127","Atalla","sit, to","tiya.","","heggarty2005"
"Heggarty-2005-150-127","Ayacucho","sit, to","tiya","","soto1976"
"Heggarty-2005-150-127","Bobonaza","sit, to","tiarina","","orrwrisley1981"
"Heggarty-2005-150-127","Cacra-Hongos","sit, to","tiya","","shimelman2017"
"Heggarty-2005-150-127","Chachapoyas","sit, to","tiya","","taylor2006"
"Heggarty-2005-150-127","Chacpar","sit, to","hama.","","heggarty2005"
"Heggarty-2005-150-127","Chetilla","sit, to","tiya.","","heggarty2005"
"Heggarty-2005-150-127","Chipaya","sit, to","hul.z","","heggarty2005"
"Heggarty-2005-150-127","Curva","sit, to","tiya.","","heggarty2005"
"Heggarty-2005-150-127","Cuzco","sit, to","tiya.","","heggarty2005"
"Heggarty-2005-150-127","CuzquenoAntiguo","sit, to","tiyani","","holguin1608"
"Heggarty-2005-150-127","Huallaga","sit, to","hama.","","heggarty2005"
"Heggarty-2005-150-127","Huanca","sit, to","ta:kuy, ta:kulay","","cerron2018"
"Heggarty-2005-150-127","Huancane","sit, to","ut'.","","heggarty2005"
"Heggarty-2005-150-127","Huangascar","sit, to","tiya","sentarse","shimelman2017"
"Heggarty-2005-150-127","HuarazHuailas","sit, to","",,"parkerchavez1976"
"Heggarty-2005-150-127","Imbabura","sit, to","tiyarina","","gomez2009"
"Heggarty-2005-150-127","Inkawasi","sit, to","ta.","","heggarty2005"
"Heggarty-2005-150-127","Iruhito","sit, to","","","cerron2016"
"Heggarty-2005-150-127","Jaqaru","sit, to","uth. (.nuqu)","","heggarty2005"
"Heggarty-2005-150-127","Kawki","sit, to","šuka.","","heggarty2005"
"Heggarty-2005-150-127","Lamas","sit, to","tiya","","taylor2006"
"Heggarty-2005-150-127","Laraos","sit, to","tiya.","","heggarty2005"
"Heggarty-2005-150-127","Lincha-Tana","sit, to","tiya","sentarse","shimelman2017"
"Heggarty-2005-150-127","Maragua","sit, to","tiya.","","heggarty2005"
"Heggarty-2005-150-127","Napo","sit, to","tiarina","","orrwrisley1981"
"Heggarty-2005-150-127","Pacaraos","sit, to","kuka-raa, chapa-raa, tayku","de kuku","adelaar1982"
"Heggarty-2005-150-127","Pastaza","sit, to","tirayina","","landerman1973"
"Heggarty-2005-150-127","Pocona","sit, to","tiya.","","heggarty2005"
"Heggarty-2005-150-127","Puki","sit, to","čuku.","","heggarty2005"
"Heggarty-2005-150-127","Puno","sit, to","tiya.","","heggarty2005"
"Heggarty-2005-150-127","Putumayo","sit, to","tiacu","","tandioy1978"
"Heggarty-2005-150-127","Raimondi","sit, to","",,"parkerchavez1976"
"Heggarty-2005-150-127","SanPedro","sit, to","tiya","","shimelman2017"
"Heggarty-2005-150-127","Santiagueno","sit, to","tiyakuy","","juanatey2021"
"Heggarty-2005-150-127","SantoTomas","sit, to","tiani, tiacuni","","santotomas1951"
"Heggarty-2005-150-127","Serena","sit, to","tya.","","heggarty2005"
"Heggarty-2005-150-127","Sullkatiti","sit, to","qunu.","","heggarty2005"
"Heggarty-2005-150-127","Taquile","sit, to","tiya.","","heggarty2005"
"Heggarty-2005-150-127","Tarma","sit, to","ta:ku","","adelaar1977"
"Heggarty-2005-150-127","Troje","sit, to","tiya.","","heggarty2005"
"Heggarty-2005-150-127","Tsimu","sit, to","","","cerron2016"
"Heggarty-2005-150-127","Wari","sit, to","",,"parkerchavez1976"
"Heggarty-2005-150-127","Yanac","sit, to","ama.","","heggarty2005"
"Heggarty-2005-150-128","Anonimo","swim, to","huaytani","","valera1586"
"Heggarty-2005-150-128","Apuri","swim, to","","","shimelman2017"
"Heggarty-2005-150-128","Apurimac","swim, to","","","camacho2007"
"Heggarty-2005-150-128","Arma","swim, to","","","galvez2003"
"Heggarty-2005-150-128","Atalla","swim, to","sambu.λa.","","heggarty2005"
"Heggarty-2005-150-128","Ayacucho","swim, to","nadya","esp","soto1976"
"Heggarty-2005-150-128","Bobonaza","swim, to","huaitana","","orrwrisley1981"
"Heggarty-2005-150-128","Cacra-Hongos","swim, to","","","shimelman2017"
"Heggarty-2005-150-128","Chachapoyas","swim, to","wayta","","taylor2006"
"Heggarty-2005-150-128","Chacpar","swim, to","nada.","","heggarty2005"
"Heggarty-2005-150-128","Chetilla","swim, to","nada.","","heggarty2005"
"Heggarty-2005-150-128","Chipaya","swim, to","tuyun-z","","heggarty2005"
"Heggarty-2005-150-128","Curva","swim, to","sambu.λa.","","heggarty2005"
"Heggarty-2005-150-128","Cuzco","swim, to","wayta.","","heggarty2005"
"Heggarty-2005-150-128","CuzquenoAntiguo","swim, to","huaytani","","holguin1608"
"Heggarty-2005-150-128","Huallaga","swim, to","narya.","","heggarty2005"
"Heggarty-2005-150-128","Huanca","swim, to","ma:tay","","cerron2018"
"Heggarty-2005-150-128","Huancane","swim, to","nada.","","heggarty2005"
"Heggarty-2005-150-128","Huangascar","swim, to","","","shimelman2017"
"Heggarty-2005-150-128","HuarazHuailas","swim, to","",,"parkerchavez1976"
"Heggarty-2005-150-128","Imbabura","swim, to","wambuna","","gomez2009"
"Heggarty-2005-150-128","Inkawasi","swim, to","nada.","","heggarty2005"
"Heggarty-2005-150-128","Iruhito","swim, to","","","cerron2016"
"Heggarty-2005-150-128","Jaqaru","swim, to","mašqi.","","heggarty2005"
"Heggarty-2005-150-128","Kawki","swim, to","nada.","","heggarty2005"
"Heggarty-2005-150-128","Lamas","swim, to","wayta","","taylor2006"
"Heggarty-2005-150-128","Laraos","swim, to","nada.","","heggarty2005"
"Heggarty-2005-150-128","Lincha-Tana","swim, to","","","shimelman2017"
"Heggarty-2005-150-128","Maragua","swim, to","wayt'a.","","heggarty2005"
"Heggarty-2005-150-128","Napo","swim, to","huaitana","","orrwrisley1981"
"Heggarty-2005-150-128","Pacaraos","swim, to","","","adelaar1982"
"Heggarty-2005-150-128","Pastaza","swim, to","waytana","","landerman1973"
"Heggarty-2005-150-128","Pocona","swim, to","wayt'a.","","heggarty2005"
"Heggarty-2005-150-128","Puki","swim, to","tuytu.","","heggarty2005"
"Heggarty-2005-150-128","Puno","swim, to","tuyu.","","heggarty2005"
"Heggarty-2005-150-128","Putumayo","swim, to","huayta","","tandioy1978"
"Heggarty-2005-150-128","Raimondi","swim, to","",,"parkerchavez1976"
"Heggarty-2005-150-128","SanPedro","swim, to","","","shimelman2017"
"Heggarty-2005-150-128","Santiagueno","swim, to","waytay","","juanatey2021"
"Heggarty-2005-150-128","SantoTomas","swim, to","guaytani, armani","","santotomas1951"
"Heggarty-2005-150-128","Serena","swim, to","wayta.","","heggarty2005"
"Heggarty-2005-150-128","Sullkatiti","swim, to","tuyu.","","heggarty2005"
"Heggarty-2005-150-128","Taquile","swim, to","iña.","","heggarty2005"
"Heggarty-2005-150-128","Tarma","swim, to","badu","esp","adelaar1977"
"Heggarty-2005-150-128","Troje","swim, to","wambu.","","heggarty2005"
"Heggarty-2005-150-128","Tsimu","swim, to","","","cerron2016"
"Heggarty-2005-150-128","Wari","swim, to","",,"parkerchavez1976"
"Heggarty-2005-150-128","Yanac","swim, to","nada.","","heggarty2005"
"Heggarty-2005-150-129","Anonimo","fly, to","pahuan","","valera1586"
"Heggarty-2005-150-129","Apuri","fly, to","pawa-","","shimelman2017"
"Heggarty-2005-150-129","Apurimac","fly, to","pala, pawa","","camacho2007"
"Heggarty-2005-150-129","Arma","fly, to","pawa","","galvez2003"
"Heggarty-2005-150-129","Atalla","fly, to","pawa.","","heggarty2005"
"Heggarty-2005-150-129","Ayacucho","fly, to","pawa","","soto1976"
"Heggarty-2005-150-129","Bobonaza","fly, to","huamburina","","orrwrisley1981"
"Heggarty-2005-150-129","Cacra-Hongos","fly, to","pawa-","","shimelman2017"
"Heggarty-2005-150-129","Chachapoyas","fly, to","pawa","","taylor2006"
"Heggarty-2005-150-129","Chacpar","fly, to","paxwa.","","heggarty2005"
"Heggarty-2005-150-129","Chetilla","fly, to","bwela.","","heggarty2005"
"Heggarty-2005-150-129","Chipaya","fly, to","lay.z","","heggarty2005"
"Heggarty-2005-150-129","Curva","fly, to","hala.ča.","","heggarty2005"
"Heggarty-2005-150-129","Cuzco","fly, to","phawa.","","heggarty2005"
"Heggarty-2005-150-129","CuzquenoAntiguo","fly, to","ppahuani","","holguin1608"
"Heggarty-2005-150-129","Huallaga","fly, to","pa:.ri.","","heggarty2005"
"Heggarty-2005-150-129","Huanca","fly, to","pa:liy","","cerron2018"
"Heggarty-2005-150-129","Huancane","fly, to","hala.","","heggarty2005"
"Heggarty-2005-150-129","Huangascar","fly, to","pawa-","","shimelman2017"
"Heggarty-2005-150-129","HuarazHuailas","fly, to","pahariy",,"parkerchavez1976"
"Heggarty-2005-150-129","Imbabura","fly, to","bulana","","gomez2009"
"Heggarty-2005-150-129","Inkawasi","fly, to","pa.ri.","","heggarty2005"
"Heggarty-2005-150-129","Iruhito","fly, to","","","cerron2016"
"Heggarty-2005-150-129","Jaqaru","fly, to","hax.pta.","","heggarty2005"
"Heggarty-2005-150-129","Kawki","fly, to","hax.pta.","","heggarty2005"
"Heggarty-2005-150-129","Lamas","fly, to","pawa","","taylor2006"
"Heggarty-2005-150-129","Laraos","fly, to","pawa.","","heggarty2005"
"Heggarty-2005-150-129","Lincha-Tana","fly, to","pawa-","","shimelman2017"
"Heggarty-2005-150-129","Maragua","fly, to","phawa.","","heggarty2005"
"Heggarty-2005-150-129","Napo","fly, to","huamburina","","orrwrisley1981"
"Heggarty-2005-150-129","Pacaraos","fly, to","paari","","adelaar1982"
"Heggarty-2005-150-129","Pastaza","fly, to","pawana","","landerman1973"
"Heggarty-2005-150-129","Pocona","fly, to","phawa.","","heggarty2005"
"Heggarty-2005-150-129","Puki","fly, to","χala.","","heggarty2005"
"Heggarty-2005-150-129","Puno","fly, to","hala.nta.","","heggarty2005"
"Heggarty-2005-150-129","Putumayo","fly, to","","","tandioy1978"
"Heggarty-2005-150-129","Raimondi","fly, to","pahariy",,"parkerchavez1976"
"Heggarty-2005-150-129","SanPedro","fly, to","pawa-","","shimelman2017"
"Heggarty-2005-150-129","Santiagueno","fly, to","paay","","juanatey2021"
"Heggarty-2005-150-129","SantoTomas","fly, to","pauani","","santotomas1951"
"Heggarty-2005-150-129","Serena","fly, to","wambu.ri.","","heggarty2005"
"Heggarty-2005-150-129","Sullkatiti","fly, to","tuyu.","","heggarty2005"
"Heggarty-2005-150-129","Taquile","fly, to","phawa.","","heggarty2005"
"Heggarty-2005-150-129","Tarma","fly, to","pa:ri","","adelaar1977"
"Heggarty-2005-150-129","Troje","fly, to","kažpa.","","heggarty2005"
"Heggarty-2005-150-129","Tsimu","fly, to","","","cerron2016"
"Heggarty-2005-150-129","Wari","fly, to","pahariy",,"parkerchavez1976"
"Heggarty-2005-150-129","Yanac","fly, to","vwelë.","","heggarty2005"
"Heggarty-2005-150-13","Anonimo","left (hand side)","lloqueñecman","a la mano izquierda","valera1586"
"Heggarty-2005-150-13","Apuri","left (hand side)","ichuq","","shimelman2017"
"Heggarty-2005-150-13","Apurimac","left (hand side)","lloque","","camacho2007"
"Heggarty-2005-150-13","Arma","left (hand side)","ichuq","","galvez2003"
"Heggarty-2005-150-13","Atalla","left (hand side)","ičuχ","","heggarty2005"
"Heggarty-2005-150-13","Ayacucho","left (hand side)","ichoq","","soto1976"
"Heggarty-2005-150-13","Bobonaza","left (hand side)","lluqui","","orrwrisley1981"
"Heggarty-2005-150-13","Cacra-Hongos","left (hand side)","ichuq","","shimelman2017"
"Heggarty-2005-150-13","Chachapoyas","left (hand side)","lluki","","taylor2006"
"Heggarty-2005-150-13","Chacpar","left (hand side)","itsuχ","","heggarty2005"
"Heggarty-2005-150-13","Chetilla","left (hand side)","ičuχ","","heggarty2005"
"Heggarty-2005-150-13","Chipaya","left (hand side)","zqara","","heggarty2005"
"Heggarty-2005-150-13","Curva","left (hand side)","λuq'i","","heggarty2005"
"Heggarty-2005-150-13","Cuzco","left (hand side)","λuq'i","","heggarty2005"
"Heggarty-2005-150-13","CuzquenoAntiguo","left (hand side)","lloque","","holguin1608"
"Heggarty-2005-150-13","Huallaga","left (hand side)","ičuχ","","heggarty2005"
"Heggarty-2005-150-13","Huanca","left (hand side)","itʃuŝ, itʃuʔ","","cerron2018"
"Heggarty-2005-150-13","Huancane","left (hand side)","č'iqa","","heggarty2005"
"Heggarty-2005-150-13","Huangascar","left (hand side)","ichuq","","shimelman2017"
"Heggarty-2005-150-13","HuarazHuailas","left (hand side)","itsoq",,"parkerchavez1976"
"Heggarty-2005-150-13","Imbabura","left (hand side)","lluki","","gomez2009"
"Heggarty-2005-150-13","Inkawasi","left (hand side)","ičuq","","heggarty2005"
"Heggarty-2005-150-13","Iruhito","left (hand side)","","","cerron2016"
"Heggarty-2005-150-13","Jaqaru","left (hand side)","ĉ'iqa","","heggarty2005"
"Heggarty-2005-150-13","Kawki","left (hand side)","ts'iq'a","","heggarty2005"
"Heggarty-2005-150-13","Lamas","left (hand side)","lluki","","taylor2006"
"Heggarty-2005-150-13","Laraos","left (hand side)","upa","","heggarty2005"
"Heggarty-2005-150-13","Lincha-Tana","left (hand side)","ichuq","","shimelman2017"
"Heggarty-2005-150-13","Maragua","left (hand side)","λuq'i","","heggarty2005"
"Heggarty-2005-150-13","Napo","left (hand side)","lluqui","","orrwrisley1981"
"Heggarty-2005-150-13","Pacaraos","left (hand side)","","","adelaar1982"
"Heggarty-2005-150-13","Pastaza","left (hand side)","lluqui","","landerman1973"
"Heggarty-2005-150-13","Pocona","left (hand side)","λuq'i","","heggarty2005"
"Heggarty-2005-150-13","Puki","left (hand side)","č'iqa","","heggarty2005"
"Heggarty-2005-150-13","Puno","left (hand side)","λuq'i","","heggarty2005"
"Heggarty-2005-150-13","Putumayo","left (hand side)","lluqui","","tandioy1978"
"Heggarty-2005-150-13","Raimondi","left (hand side)","itsoq",,"parkerchavez1976"
"Heggarty-2005-150-13","SanPedro","left (hand side)","ichuq","","shimelman2017"
"Heggarty-2005-150-13","Santiagueno","left (hand side)","lloqe","","juanatey2021"
"Heggarty-2005-150-13","SantoTomas","left (hand side)","llucque maqui","","santotomas1951"
"Heggarty-2005-150-13","Serena","left (hand side)","λuki","","heggarty2005"
"Heggarty-2005-150-13","Sullkatiti","left (hand side)","č'iqa","","heggarty2005"
"Heggarty-2005-150-13","Taquile","left (hand side)","λuq'i","","heggarty2005"
"Heggarty-2005-150-13","Tarma","left (hand side)","ičux","","adelaar1977"
"Heggarty-2005-150-13","Troje","left (hand side)","žuki","","heggarty2005"
"Heggarty-2005-150-13","Tsimu","left (hand side)","huí:li halánta","","cerron2016"
"Heggarty-2005-150-13","Wari","left (hand side)","itsoq",,"parkerchavez1976"
"Heggarty-2005-150-13","Yanac","left (hand side)","itsuq","","heggarty2005"
"Heggarty-2005-150-130","Anonimo","hide, to","pacani","","valera1586"
"Heggarty-2005-150-130","Apuri","hide, to","paka","","shimelman2017"
"Heggarty-2005-150-130","Apurimac","hide, to","paka","","camacho2007"
"Heggarty-2005-150-130","Arma","hide, to","paka","chinka: hacer desaparecer","galvez2003"
"Heggarty-2005-150-130","Atalla","hide, to","paka.","","heggarty2005"
"Heggarty-2005-150-130","Ayacucho","hide, to","paka, chinkachi","","soto1976"
"Heggarty-2005-150-130","Bobonaza","hide, to","pacana","","orrwrisley1981"
"Heggarty-2005-150-130","Cacra-Hongos","hide, to","paka","","shimelman2017"
"Heggarty-2005-150-130","Chachapoyas","hide, to","paka","","taylor2006"
"Heggarty-2005-150-130","Chacpar","hide, to","paka.","","heggarty2005"
"Heggarty-2005-150-130","Chetilla","hide, to","paka.","","heggarty2005"
"Heggarty-2005-150-130","Chipaya","hide, to","chhoj.z","","heggarty2005"
"Heggarty-2005-150-130","Curva","hide, to","paka.","","heggarty2005"
"Heggarty-2005-150-130","Cuzco","hide, to","paka.","","heggarty2005"
"Heggarty-2005-150-130","CuzquenoAntiguo","hide, to","pacani","","holguin1608"
"Heggarty-2005-150-130","Huallaga","hide, to","paka.","","heggarty2005"
"Heggarty-2005-150-130","Huanca","hide, to","pakay","","cerron2018"
"Heggarty-2005-150-130","Huancane","hide, to","ima.nta.","","heggarty2005"
"Heggarty-2005-150-130","Huangascar","hide, to","paka","","shimelman2017"
"Heggarty-2005-150-130","HuarazHuailas","hide, to","pakaay",,"parkerchavez1976"
"Heggarty-2005-150-130","Imbabura","hide, to","pakana","","gomez2009"
"Heggarty-2005-150-130","Inkawasi","hide, to","paka.","","heggarty2005"
"Heggarty-2005-150-130","Iruhito","hide, to","","","cerron2016"
"Heggarty-2005-150-130","Jaqaru","hide, to","im.kha.","","heggarty2005"
"Heggarty-2005-150-130","Kawki","hide, to","im.kha.","","heggarty2005"
"Heggarty-2005-150-130","Lamas","hide, to","paka","","taylor2006"
"Heggarty-2005-150-130","Laraos","hide, to","paka.","","heggarty2005"
"Heggarty-2005-150-130","Lincha-Tana","hide, to","paka","","shimelman2017"
"Heggarty-2005-150-130","Maragua","hide, to","paka.","","heggarty2005"
"Heggarty-2005-150-130","Napo","hide, to","pacana","","orrwrisley1981"
"Heggarty-2005-150-130","Pacaraos","hide, to","paka","","adelaar1982"
"Heggarty-2005-150-130","Pastaza","hide, to","pacana","","landerman1973"
"Heggarty-2005-150-130","Pocona","hide, to","paka.","","heggarty2005"
"Heggarty-2005-150-130","Puki","hide, to","ima.nta.","","heggarty2005"
"Heggarty-2005-150-130","Puno","hide, to","paka.","","heggarty2005"
