DOCULECT	FORM	SOURCE
Napo	puyu	orrwrisley1981
Pacaraos	pukutay	adelaar1982
Pastaza	puyu	landerman1973
Pocona	phuyu	heggarty2005
Puki	qinaya	heggarty2005
Puno	phuyu	heggarty2005
Putumayo	puyu	tandioy1978
Raimondi	pukutay	parkerchavez1976
SanPedro	puyu	shimelman2017
Santiagueno	puyu	juanatey2021
SantoTomas	pucyunc	santotomas1951
Serena	puyu	heggarty2005
Sullkatiti	qinaya	heggarty2005
Taquile	phuyu	heggarty2005
Tarma	pugutay	adelaar1977
Troje	phuyu	heggarty2005
Tsimu	ts’í:χo	cerron2016
Wari	pukutay	parkerchavez1976
Yanac	pu.kute	heggarty2005
Anonimo	huayra	valera1586
Apuri	wayra	shimelman2017
Apurimac	wayra	camacho2007
Arma	wayra	galvez2003
Atalla	wayra	heggarty2005
Ayacucho	wayra	soto1976
Bobonaza	huaira	orrwrisley1981
Cacra-Hongos	wayra	shimelman2017
Chachapoyas	wayra	taylor2006
Chacpar	viento	heggarty2005
Chetilla	wayra	heggarty2005
Chipaya	waywara	heggarty2005
Curva	wayra	heggarty2005
Cuzco	wayra	heggarty2005
CuzquenoAntiguo	huayra	holguin1608
Huallaga	viento	heggarty2005
Huanca	wawya	cerron2018
Huanca	wali	cerron2018
Huancane	thaya	heggarty2005
Huangascar	wayra	shimelman2017
HuarazHuailas	wawya	parkerchavez1976
Imbabura	wayra	gomez2009
Inkawasi	wayra	heggarty2005
Iruhito	hí:plánca	cerron2016
Jaqaru	wawya	heggarty2005
Kawki	wawya	heggarty2005
Lamas	wayra	taylor2006
Laraos	wayra	heggarty2005
Lincha-Tana	wayra	shimelman2017
Maragua	wayra	heggarty2005
Napo	huaira	orrwrisley1981
Pacaraos	bintu	adelaar1982
Pastaza	wayra	landerman1973
Pocona	wayra	heggarty2005
Puki	wayra	heggarty2005
Puno	wayra	heggarty2005
Putumayo	huayra	tandioy1978
Raimondi	byentu	parkerchavez1976
SanPedro	wayra	shimelman2017
Santiagueno	wayra	juanatey2021
SantoTomas	guayra	santotomas1951
Serena	wayra	heggarty2005
Sullkatiti	wayra	heggarty2005
Taquile	wayra	heggarty2005
Tarma		adelaar1977
Troje	wayra	heggarty2005
Tsimu	háya	cerron2016
Wari	wawya	parkerchavez1976
Yanac	we:ra	heggarty2005
Anonimo	tanta	valera1586
Apuri	tanta	shimelman2017
Apurimac	tanta	camacho2007
Arma	tanta	galvez2003
Atalla	tanta	heggarty2005
Ayacucho	tanta	soto1976
Bobonaza	tanda	orrwrisley1981
Cacra-Hongos	tanta	shimelman2017
Chachapoyas	tanta	taylor2006
Chacpar	tanta	heggarty2005
Chetilla	tanda	heggarty2005
Chipaya	t'anta	heggarty2005
Curva	t'anta	heggarty2005
Cuzco	t'anta	heggarty2005
CuzquenoAntiguo	ttanta	holguin1608
Huallaga	tanta	heggarty2005
Huanca	tanta	cerron2018
Huanca	simita	cerron2018
Huanca	ku:kuy	cerron2018
Huancane	t'ant'a	heggarty2005
Huangascar	tanta	shimelman2017
HuarazHuailas	tanta	parkerchavez1976
Imbabura	tanda	gomez2009
Inkawasi	tanda	heggarty2005
Iruhito		cerron2016
Jaqaru	t'anti	heggarty2005
Kawki	t'anti	heggarty2005
Lamas	tanta	taylor2006
Laraos	tanta	heggarty2005
Lincha-Tana	tanta	shimelman2017
Maragua	t'anta	heggarty2005
Napo	tanda	orrwrisley1981
Pacaraos	tanta	adelaar1982
Pastaza		landerman1973
Pocona	t'anta	heggarty2005
Puki	t'ant'a	heggarty2005
Puno	t'anta	heggarty2005
Putumayo	tanda	tandioy1978
Raimondi	tanta	parkerchavez1976
SanPedro	tanta	shimelman2017
Santiagueno	tanta	juanatey2021
SantoTomas	tamta	santotomas1951
Serena	tanda	heggarty2005
Sullkatiti	t'ant'a	heggarty2005
Taquile	t'anta	heggarty2005
Tarma	tanta	adelaar1977
Troje	tanda	heggarty2005
Tsimu		cerron2016
Wari	tanta	parkerchavez1976
Yanac	tanta	heggarty2005
Anonimo	aycha	valera1586
Apuri	aycha	shimelman2017
Apuri	takun	shimelman2017
Apurimac	aycha	camacho2007
Arma	aycha	galvez2003
Atalla	ayča	heggarty2005
Ayacucho	aycha	soto1976
Bobonaza	aicha	orrwrisley1981
Cacra-Hongos	aycha	shimelman2017
Cacra-Hongos	takun	shimelman2017
Chachapoyas	aycha	taylor2006
Chacpar	e:tsa	heggarty2005
Chetilla	ayča	heggarty2005
Chipaya	chhishwi	heggarty2005
Curva	ayča	heggarty2005
Cuzco	ayča	heggarty2005
CuzquenoAntiguo	aycha	holguin1608
Huallaga	ayča	heggarty2005
Huanca	aytʃa	cerron2018
Huanca	kanka	cerron2018
Huancane	ayča	heggarty2005
Huangascar	aycha	shimelman2017
HuarazHuailas	aytsa	parkerchavez1976
Imbabura	aycha	gomez2009
Inkawasi	ayča	heggarty2005
Iruhito	hílyi	cerron2016
Jaqaru	hanči	heggarty2005
Kawki	hanči	heggarty2005
Lamas	aycha	taylor2006
Laraos	ayča	heggarty2005
Lincha-Tana	aycha	shimelman2017
Lincha-Tana	takun	shimelman2017
Maragua	ayča	heggarty2005
Napo	aicha	orrwrisley1981
Pacaraos	aysa	adelaar1982
Pastaza	aycha	landerman1973
Pocona	ayča	heggarty2005
Puki	ayča	heggarty2005
Puno	ayča	heggarty2005
Putumayo	aycha	tandioy1978
Raimondi	aytsa	parkerchavez1976
SanPedro	aycha	shimelman2017
SanPedro	takun	shimelman2017
Santiagueno	aycha	juanatey2021
SantoTomas	aycha	santotomas1951
Serena	ayča	heggarty2005
Sullkatiti	ayča	heggarty2005
Taquile	ayča	heggarty2005
Tarma	ayča	adelaar1977
Troje	ayča	heggarty2005
Tsimu	hílye, hánkχi	cerron2016
Wari	aytsa	parkerchavez1976
Yanac	e:tsa	heggarty2005
Anonimo	cachi	valera1586
Apuri	katri	shimelman2017
Apurimac	kachi	camacho2007
Arma		galvez2003
Atalla	kači	heggarty2005
Ayacucho	kachi	soto1976
Bobonaza	cachi	orrwrisley1981
Cacra-Hongos	katri	shimelman2017
Chachapoyas	kaĉi	taylor2006
Chacpar	kači	heggarty2005
Chetilla	kaĉi	heggarty2005
Chipaya	yakwu	heggarty2005
Curva	kači	heggarty2005
Cuzco	kači	heggarty2005
CuzquenoAntiguo	cachi	holguin1608
Huallaga	kači	heggarty2005
Huanca	katri	cerron2018
Huancane	hayu	heggarty2005
Huangascar	katri	shimelman2017
HuarazHuailas	kachi	parkerchavez1976
Imbabura	kachi	gomez2009
Inkawasi	kaĉi	heggarty2005
Iruhito	yé:ku:	cerron2016
Jaqaru	katyi	heggarty2005
Kawki	katyi	heggarty2005
Lamas	kachi	taylor2006
Laraos	kaĉi	heggarty2005
Lincha-Tana	katri	shimelman2017
Maragua	kači	heggarty2005
Napo	cachi	orrwrisley1981
Pacaraos	katri	adelaar1982
Pastaza	cachi	landerman1973
Pocona	kači	heggarty2005
Puki	χayu	heggarty2005
Puno	kači	heggarty2005
Putumayo	cachi	tandioy1978
Raimondi	kachi	parkerchavez1976
SanPedro	katri	shimelman2017
Santiagueno	kachi	juanatey2021
SantoTomas	kachi	santotomas1951
Serena	kači	heggarty2005
Sullkatiti	hayu	heggarty2005
Taquile	kači	heggarty2005
Tarma	kaĉi	adelaar1977
Troje	kači	heggarty2005
Tsimu	yí:co:	cerron2016
Wari	kachi	parkerchavez1976
Yanac	kaĉi	heggarty2005
Anonimo	vicicici, mapa, llec huc	valera1586
Apuri	wira	shimelman2017
Apurimac	untu	camacho2007
Apurimac	wira	camacho2007
Arma	wira	galvez2003
Atalla	wira	heggarty2005
Ayacucho	wira	soto1976
Bobonaza		orrwrisley1981
Cacra-Hongos	wira	shimelman2017
Chachapoyas	wira	taylor2006
Chacpar	wira	heggarty2005
Chetilla	wira	heggarty2005
Chipaya	khewa	heggarty2005
Curva	wira	heggarty2005
Cuzco	wira	heggarty2005
CuzquenoAntiguo	vicicici	holguin1608
Huallaga	wira	heggarty2005
Huanca	wila	cerron2018
Huanca	mapa	cerron2018
Huanca	untu	cerron2018
Huancane	lik'i	heggarty2005
Huangascar	wira	shimelman2017
HuarazHuailas	wira	parkerchavez1976
Imbabura	vira	gomez2009
Inkawasi	wira	heggarty2005
Iruhito		cerron2016
Jaqaru	nik'i	heggarty2005
Kawki	ñik'i	heggarty2005
Lamas	wira	taylor2006
Laraos	wira	heggarty2005
Lincha-Tana	wira	shimelman2017
Maragua	wira	heggarty2005
Napo		orrwrisley1981
Pacaraos	wira	adelaar1982
Pastaza	grasa	landerman1973
Pocona	wira	heggarty2005
Puki	lik'i	heggarty2005
Puno	wira	heggarty2005
Putumayo	huira	tandioy1978
Raimondi	wira	parkerchavez1976
SanPedro	wira	shimelman2017
Santiagueno	wira	juanatey2021
SantoTomas	vira	santotomas1996
Serena	ira	heggarty2005
Sullkatiti	lik'i	heggarty2005
Taquile	wira	heggarty2005
Tarma	wira	adelaar1977
Troje	wira	heggarty2005
Tsimu		cerron2016
Wari	wira	parkerchavez1976
Yanac	wira	heggarty2005
Anonimo	muru	valera1586
Apuri		shimelman2017
Apurimac	muju, muhu, muqu, ruru	camacho2007
Arma	muru	galvez2003
Atalla	muxu	heggarty2005
Ayacucho	muru, muya	soto1976
Bobonaza	muyu	orrwrisley1981
Cacra-Hongos		shimelman2017
Chachapoyas	muru, ruru	taylor2006
Chacpar	muru	heggarty2005
Chetilla	semilla	heggarty2005
Chipaya		heggarty2005
Curva	muxu	heggarty2005
Cuzco	muxu	heggarty2005
CuzquenoAntiguo	muhu	holguin1608
Huallaga	muru	heggarty2005
Huanca	muhu	cerron2018
Huanca	lulu, lulun	cerron2018
Huancane	hatha	heggarty2005
Huangascar		shimelman2017
HuarazHuailas	muru	parkerchavez1976
Imbabura	muyu	gomez2009
Inkawasi	semilla	heggarty2005
Iruhito	nó:ni	cerron2016
Jaqaru	atha	heggarty2005
Kawki	aĉa	heggarty2005
Lamas	muru, ruru	taylor2006
Laraos	muni	heggarty2005
Lincha-Tana		shimelman2017
Maragua	muhu	heggarty2005
Napo	muyu	orrwrisley1981
Pacaraos	muru	adelaar1982
Pastaza	muyu	landerman1973
Pocona	muhu	heggarty2005
Puki	semilla	heggarty2005
Puno	muxu	heggarty2005
Putumayo	muyu	tandioy1978
Raimondi	muru	parkerchavez1976
SanPedro		shimelman2017
Santiagueno		juanatey2021
SantoTomas	moho, moni	santotomas1951
Serena	muyu	heggarty2005
Sullkatiti	hatha	heggarty2005
Taquile	muxu	heggarty2005
Tarma	muru	adelaar1977
Troje	muyu	heggarty2005
Tsimu	mú:χo	cerron2016
Wari	muru	parkerchavez1976
Yanac	muru	heggarty2005
Anonimo	hacha, cacha (Chin)	valera1586
Apuri	qiru	shimelman2017
Apurimac	pisonay	camacho2007
Apurimac	sacha	camacho2007
Arma		galvez2003
Atalla	sača	heggarty2005
Ayacucho	sacha	soto1976
Bobonaza	ruya	orrwrisley1981
Cacra-Hongos	qiru	shimelman2017
Chachapoyas	yura	taylor2006
Chacpar	hača	heggarty2005
Chetilla	qiru	heggarty2005
Chipaya		heggarty2005
Curva	sač'a	heggarty2005
Cuzco	maλki	heggarty2005
CuzquenoAntiguo	hachha	holguin1608
Huallaga	qiru	heggarty2005
Huanca	hatra	cerron2018
Huanca	munti	cerron2018
Huancane	quqa	heggarty2005
Huangascar	qiru	shimelman2017
HuarazHuailas	qeru	parkerchavez1976
Imbabura	yura	gomez2009
Inkawasi	χiru	heggarty2005
Iruhito	pá:r̂a	cerron2016
Jaqaru	arbuli	heggarty2005
Kawki	arbuli	heggarty2005
Lamas	yura	taylor2006
Laraos	munti	heggarty2005
Lincha-Tana	qiru	shimelman2017
Maragua	sač'a	heggarty2005
Napo	ruya	orrwrisley1981
Pacaraos	qiru	adelaar1982
Pastaza	caspi	landerman1973
Pocona	sač'a	heggarty2005
Puki	quqa	heggarty2005
Puno	quqa	heggarty2005
Putumayo	sacha	tandioy1978
Raimondi		parkerchavez1976
SanPedro	qiru	shimelman2017
Santiagueno	taqo	juanatey2021
SantoTomas	çacha	santotomas1951
Serena	yura	heggarty2005
Sullkatiti	quqa	heggarty2005
Taquile	sač'a	heggarty2005
Tarma	xiru	adelaar1977
Troje	yura	heggarty2005
Tsimu	p!ár̂a	cerron2016
Wari	qeru	parkerchavez1976
Yanac	aĉa	heggarty2005
Anonimo	yʃcon	valera1586
Apuri	isqun	shimelman2017
Apurimac	isqon	camacho2007
Arma	isqun	galvez2003
Atalla	isχun	heggarty2005
Ayacucho	isqon	soto1976
Bobonaza	iscun	orrwrisley1981
Cacra-Hongos	isqun	shimelman2017
Chachapoyas	iskun	taylor2006
Chacpar	isqun	heggarty2005
Chetilla	isγun	heggarty2005
Chipaya	λa.λa.tunka	heggarty2005
Curva	isqun	heggarty2005
Cuzco	isqun	heggarty2005
CuzquenoAntiguo	yʃccun	holguin1608
Huallaga	isqun	heggarty2005
Huanca	isʔun	cerron2018
Huancane	λa:.tunka	heggarty2005
Huangascar	isqun	shimelman2017
HuarazHuailas	isqun	parkerchavez1976
Imbabura	iskun	gomez2009
Inkawasi	nueve	heggarty2005
Iruhito	sánaχko	cerron2016
Jaqaru	isquña	heggarty2005
Kawki	isquña	heggarty2005
Lamas	iskun	taylor2006
Laraos	isqun	heggarty2005
Lincha-Tana	isqun	shimelman2017
Maragua	išqun	heggarty2005
Napo	iscun	orrwrisley1981
Pacaraos	isqun	adelaar1982
Pastaza	iscun	landerman1973
Pocona	hisγ'un, isγun	heggarty2005
Puki	λa:.tunka	heggarty2005
Puno	isqun	heggarty2005
Putumayo	iscun	tandioy1978
Raimondi	isqun	parkerchavez1976
SanPedro	isqun	shimelman2017
Santiagueno	eshqon	juanatey2021
SantoTomas	yzcon	santotomas1951
Serena	iskun	heggarty2005
Sullkatiti	λa:.tunka	heggarty2005
Taquile	isqun	heggarty2005
Tarma	isxun̊	adelaar1977
Troje	iskun	heggarty2005
Tsimu	sánko	cerron2016
Wari	isqun	parkerchavez1976
Yanac	isqun	heggarty2005
Anonimo	çapi	valera1586
Apuri	sapi	shimelman2017
Apurimac	sapi	camacho2007
Arma	sapi	galvez2003
Atalla	sapi	heggarty2005
Ayacucho	sapi	soto1976
Bobonaza	angu	orrwrisley1981
Cacra-Hongos	sapi	shimelman2017
Chachapoyas	sapi	taylor2006
Chacpar	matsu	heggarty2005
Chetilla	ĉupa	heggarty2005
Chipaya	zep'a	heggarty2005
Curva	saphi	heggarty2005
Cuzco	saphi	heggarty2005
CuzquenoAntiguo	çapi, pichi	holguin1608
Huallaga	sapi	heggarty2005
Huanca	sapi, sipi	cerron2018
Huancane	sapha	heggarty2005
Huangascar	sapi	shimelman2017
HuarazHuailas		parkerchavez1976
Imbabura	sapi	gomez2009
Inkawasi	ĉupa	heggarty2005
Iruhito	tuk	cerron2016
Jaqaru	asu	heggarty2005
Kawki	asu	heggarty2005
Lamas	sapi	taylor2006
Laraos	raíz	heggarty2005
Lincha-Tana	sapi	shimelman2017
Maragua	saphi	heggarty2005
Napo	angu	orrwrisley1981
Pacaraos	sapi	adelaar1982
Pastaza	angu	landerman1973
Pocona	saphi	heggarty2005
Puki	saphi	heggarty2005
Puno	saphi	heggarty2005
Putumayo	angu	tandioy1978
Raimondi	matsi	parkerchavez1976
SanPedro	sapi	shimelman2017
Santiagueno	sapi	juanatey2021
SantoTomas	çapi	santotomas1951
Serena	angu	heggarty2005
Sullkatiti	saphi	heggarty2005
Taquile	saphi	heggarty2005
Tarma	sapi	adelaar1977
Troje	sapi, sipi, pisi	heggarty2005
Tsimu	tó:ka	cerron2016
Wari	matsi	parkerchavez1976
Yanac	ĉapa	heggarty2005
Anonimo	callma, tanca	valera1586
Apuri	chapra	shimelman2017
Apurimac	pallqa	camacho2007
Arma		galvez2003
Atalla	čapra	heggarty2005
Ayacucho	kallma	soto1976
Bobonaza	pallca	orrwrisley1981
Cacra-Hongos	chapla	shimelman2017
Chachapoyas		taylor2006
Chacpar	räma	heggarty2005
Chetilla	rikra	heggarty2005
Chipaya		heggarty2005
Curva	č'apra	heggarty2005
Cuzco	k'aλma	heggarty2005
CuzquenoAntiguo	carpa	holguin1608
Huallaga	čapsa	heggarty2005
Huanca	kallma	cerron2018
Huanca	tʃapla	cerron2018
Huancane	rama	heggarty2005
Huangascar	chapra	shimelman2017
HuarazHuailas	shaylli	parkerchavez1976
Imbabura	malki	gomez2009
Inkawasi	rikra	heggarty2005
Iruhito		cerron2016
Jaqaru	rama	heggarty2005
Kawki	rama	heggarty2005
Lamas		taylor2006
Laraos	rama	heggarty2005
Lincha-Tana	chapra	shimelman2017
Maragua	č'aχra	heggarty2005
Napo	pallca	orrwrisley1981
Pacaraos		adelaar1982
Pastaza	ɾama	landerman1973
Pocona	rama	heggarty2005
Puki	rama	heggarty2005
Puno	rama	heggarty2005
Putumayo	malqui	tandioy1978
Raimondi		parkerchavez1976
SanPedro	chapra	shimelman2017
Santiagueno	kaspi	juanatey2021
SantoTomas	pallca	santotomas1951
Serena	paλka	heggarty2005
Sullkatiti	čaχiλa	heggarty2005
Taquile	sač'a.n	heggarty2005
Tarma		adelaar1977
Troje	mažki	heggarty2005
Tsimu		cerron2016
Wari		parkerchavez1976
Yanac	aĉa	heggarty2005
Anonimo	rapi	valera1586
Apuri	rapri	shimelman2017
Apuri	yura	shimelman2017
Apurimac	rapi	camacho2007
Arma	llaqi, rapra	galvez2003
Atalla	rapi	heggarty2005
Ayacucho	llaqe, rapi	soto1976
Bobonaza	panga	orrwrisley1981
Cacra-Hongos	lapla	shimelman2017
Cacra-Hongos	luya	shimelman2017
Chachapoyas	rapra	taylor2006
Chacpar	rapra	heggarty2005
Chetilla	rapra	heggarty2005
Chipaya	chhañi	heggarty2005
Curva	raphi	heggarty2005
Cuzco	rap'i, rapha, rap'a, raphi	heggarty2005
CuzquenoAntiguo	rapi	holguin1608
Huallaga	rapra	heggarty2005
Huanca	lapla	cerron2018
Huancane	laphi	heggarty2005
Huangascar	rapra	shimelman2017
Huangascar	yura	shimelman2017
HuarazHuailas	matu	parkerchavez1976
Imbabura	fanga	gomez2009
Inkawasi	řapra	heggarty2005
Iruhito	túk	cerron2016
Jaqaru	naphra	heggarty2005
Kawki	naphra	heggarty2005
Lamas	rapra	taylor2006
Laraos	lapra	heggarty2005
Lincha-Tana		shimelman2017
Maragua	laqhi	heggarty2005
Napo	panga	orrwrisley1981
Pacaraos	rapra	adelaar1982
Pastaza	panga	landerman1973
Pocona	laqhi	heggarty2005
Puki	laphi	heggarty2005
Puno	laphi	heggarty2005
Putumayo	panga	tandioy1978
Raimondi		parkerchavez1976
SanPedro	rapra	shimelman2017
Santiagueno		juanatey2021
SantoTomas	rapra, chapra, rapi	santotomas1951
Serena	panga	heggarty2005
Sullkatiti	laphi	heggarty2005
Taquile	laphi	heggarty2005
Tarma	rapra	adelaar1977
Troje	phanga	heggarty2005
Tsimu	túka	cerron2016
Wari	rapra	parkerchavez1976
Yanac	rapra	heggarty2005
Anonimo	cachu	valera1586
Apuri	qiwa	shimelman2017
Apurimac	qora	camacho2007
Arma	qura	galvez2003
Atalla	χura	heggarty2005
Ayacucho	qora	soto1976
Bobonaza	quihua	orrwrisley1981
Cacra-Hongos	qiwa	shimelman2017
Chachapoyas	kiwa, waylla	taylor2006
Chacpar	qura	heggarty2005
Chetilla	qiwa	heggarty2005
Chipaya	ch'ojña	heggarty2005
Curva	qura	heggarty2005
Cuzco	qura	heggarty2005
CuzquenoAntiguo	cachhu	holguin1608
Huallaga	čuqu	heggarty2005
Huanca	hatra	cerron2018
Huanca	iwa, hiwa	cerron2018
Huanca	ula, hula	cerron2018
Huanca	yula	cerron2018
Huancane	qura	heggarty2005
Huangascar	qiwa	shimelman2017
HuarazHuailas	pastu	parkerchavez1976
Imbabura	jiwa	gomez2009
Inkawasi	χiwa	heggarty2005
Iruhito		cerron2016
Jaqaru	hierba	heggarty2005
Kawki	qiwa	heggarty2005
Lamas	kiwa, waylla	taylor2006
Laraos	qiwa	heggarty2005
Lincha-Tana	qiwa	shimelman2017
Maragua	qura	heggarty2005
Napo	quihua	orrwrisley1981
Pacaraos	qiwa	adelaar1982
Pastaza	quiwa	landerman1973
Pocona	hierba	heggarty2005
Puki	hierba	heggarty2005
Puno	qura	heggarty2005
Putumayo	ugsa	tandioy1978
Raimondi	pastu	parkerchavez1976
SanPedro	qiwa	shimelman2017
Santiagueno	yuyu	juanatey2021
SantoTomas	cacha	santotomas1951
Serena	kiwa	heggarty2005
Sullkatiti	qura	heggarty2005
Taquile	qura	heggarty2005
Tarma	xiwa	adelaar1977
Troje	khiwa	heggarty2005
Tsimu		cerron2016
Wari	pastu	parkerchavez1976
Yanac	qura	heggarty2005
Anonimo	ciça, inquill	valera1586
Apuri	sisa	shimelman2017
Apuri	wayta	shimelman2017
Apurimac	achanqayra	camacho2007
Apurimac	tika	camacho2007
Apurimac	wayta	camacho2007
Arma	wayta, sisa	galvez2003
Atalla	wayta	heggarty2005
Ayacucho	wayta	soto1976
Bobonaza	sisa	orrwrisley1981
Cacra-Hongos	sisa	shimelman2017
Cacra-Hongos	wayta	shimelman2017
Chachapoyas	wayta	taylor2006
Chacpar	tuktu	heggarty2005
Chetilla	tuktu	heggarty2005
Chipaya	paqhalla	heggarty2005
Curva	t'ika	heggarty2005
Cuzco	t'ika	heggarty2005
CuzquenoAntiguo	ciça, ynquill	holguin1608
Huallaga	tuktu	heggarty2005
Huanca	wayta	cerron2018
Huanca	sisa	cerron2018
Huanca	puʔutʃa	cerron2018
Huancane	panqara	heggarty2005
Huangascar	sisa	shimelman2017
Huangascar	wayta	shimelman2017
HuarazHuailas	wayta	parkerchavez1976
Imbabura	sisa	gomez2009
Inkawasi	tuktu	heggarty2005
Iruhito	pankár̂a	cerron2016
Jaqaru	wayta	heggarty2005
Kawki	waytya	heggarty2005
Lamas	sisa	taylor2006
Laraos	wayta	heggarty2005
Lincha-Tana	chuqlluqupa	shimelman2017
Lincha-Tana	sisa	shimelman2017
Lincha-Tana	wayta	shimelman2017
Maragua	t'ika	heggarty2005
Napo	sisa	orrwrisley1981
Pacaraos	waycha	adelaar1982
Pastaza	sisa	landerman1973
Pocona	t'ika	heggarty2005
Puki	t'ika	heggarty2005
Puno	t'ika	heggarty2005
Putumayo	tugtu	tandioy1978
Raimondi	wayta	parkerchavez1976
SanPedro	sisa	shimelman2017
SanPedro	wayta	shimelman2017
Santiagueno	sisa	juanatey2021
SantoTomas	ciçoy	santotomas1951
Serena	sisa	heggarty2005
Sullkatiti	panqara	heggarty2005
Taquile	t'ika	heggarty2005
Tarma	wayta	adelaar1977
Troje	sisa	heggarty2005
Tsimu	p’ó:χsa, ú:χsa	cerron2016
Wari	wayta	parkerchavez1976
Yanac	we:ta	heggarty2005
Anonimo	queshua, huaʃca 	valera1586
Apuri	kachu	shimelman2017
Apuri	waska	shimelman2017
Apurimac	waska	camacho2007
Arma	waska	galvez2003
Atalla	waskha	heggarty2005
Ayacucho	waska	soto1976
Bobonaza	huasca	orrwrisley1981
Cacra-Hongos	kachu	shimelman2017
Cacra-Hongos	waska	shimelman2017
Chachapoyas	waska	taylor2006
Chacpar	waska	heggarty2005
Chetilla	waska	heggarty2005
Chipaya	quch; chiki; moloq'o;	heggarty2005
Curva	waskha	heggarty2005
Cuzco	waskha	heggarty2005
CuzquenoAntiguo	huaʃca 	holguin1608
Huallaga	waska	heggarty2005
Huanca	waska	cerron2018
Huanca	la:su	cerron2018
Huanca	watu	cerron2018
Huanca	ʃinʔawa	cerron2018
Huancane	phala	heggarty2005
Huangascar	waska	shimelman2017
HuarazHuailas	waska	parkerchavez1976
Imbabura	waska	gomez2009
Inkawasi	waska	heggarty2005
Iruhito	kar̂u	cerron2016
Jaqaru	čawara	heggarty2005
Kawki	ñaqaya	heggarty2005
Lamas	waska	taylor2006
Laraos	waska	heggarty2005
Maragua	waškha	heggarty2005
Napo	huasca	orrwrisley1981
Pacaraos	waska	adelaar1982
Pastaza	wasca	landerman1973
Pocona	waska	heggarty2005
Puki	wiska	heggarty2005
Puno	wiskha	heggarty2005
Putumayo	huasca	tandioy1978
Raimondi	waska	parkerchavez1976
SanPedro	kachu, waska	shimelman2017
Santiagueno	waska	juanatey2021
SantoTomas	guacaʃca, guaz	santotomas1951
Serena	waska	heggarty2005
Sullkatiti	č'awara	heggarty2005
Taquile	waskha	heggarty2005
Tarma	wasga	adelaar1977
Troje	waska	heggarty2005
Tsimu	kar̂u	cerron2016
Wari	waska	parkerchavez1976
Yanac	waska	heggarty2005
Anonimo	ñan	valera1586
Apuri		shimelman2017
Apurimac	ñan	camacho2007
Arma		galvez2003
Atalla	camino	heggarty2005
Ayacucho	ñan	soto1976
Bobonaza	ñambi	orrwrisley1981
Cacra-Hongos		shimelman2017
Chachapoyas	ñan	taylor2006
Chacpar	na:ni	heggarty2005
Chetilla	ñan	heggarty2005
Chipaya	hikz(a)	heggarty2005
Curva	ñan	heggarty2005
Cuzco	ñan	heggarty2005
CuzquenoAntiguo	ñan	holguin1608
Huallaga	na:ni	heggarty2005
Huanca	pulina, pulikuna	cerron2018
Huancane	camino	heggarty2005
Huangascar		shimelman2017
HuarazHuailas	naani	parkerchavez1976
Imbabura	ñan	gomez2009
Inkawasi	nan	heggarty2005
Iruhito	lí:ksʰi	cerron2016
Jaqaru	thaki	heggarty2005
Kawki	ĉaki	heggarty2005
Lamas	ñan	taylor2006
Laraos	kaminu	heggarty2005
Lincha-Tana		shimelman2017
Maragua	yan	heggarty2005
Napo	ñambi	orrwrisley1981
Pacaraos		adelaar1982
Pastaza	ñambi	landerman1973
Pastaza	trucha	landerman1973
Pocona	yan	heggarty2005
Puki	thaki	heggarty2005
Puno	ñan	heggarty2005
Putumayo	ñambi	tandioy1978
Raimondi	naani	parkerchavez1976
SanPedro		shimelman2017
Santiagueno	ñan	juanatey2021
SantoTomas	ñan	santotomas1951
Serena	ñan	heggarty2005
Sullkatiti	tupu	heggarty2005
Taquile	ñan	heggarty2005
Tarma	kaminu	adelaar1977
Troje	ñan	heggarty2005
Tsimu	lí:tr̂is	cerron2016
Wari	naani	parkerchavez1976
Yanac	na:ni	heggarty2005
Anonimo	yana 	valera1586
Apuri	yana	shimelman2017
Apurimac	yana	camacho2007
Arma	yana	galvez2003
Atalla	yana	heggarty2005
Ayacucho	yana	soto1976
Bobonaza	yana	orrwrisley1981
Cacra-Hongos	yana	shimelman2017
Chachapoyas	yana	taylor2006
Chacpar	yana	heggarty2005
Chetilla	yana	heggarty2005
Chipaya	tsok	heggarty2005
Curva	yana	heggarty2005
Cuzco	yana	heggarty2005
CuzquenoAntiguo	yana 	holguin1608
Huallaga	yana	heggarty2005
Huanca	yana	cerron2018
Huancane	č'a:ra	heggarty2005
Huangascar	yana	shimelman2017
HuarazHuailas	yana	parkerchavez1976
Imbabura	yana	gomez2009
Inkawasi	yana	heggarty2005
Iruhito	tš’ókini, tš’óχkini	cerron2016
Jaqaru	ts'irara	heggarty2005
Kawki	ĉ'irara	heggarty2005
Lamas	yana	taylor2006
Laraos	yana	heggarty2005
Lincha-Tana	yana	shimelman2017
Maragua	yana	heggarty2005
Napo	yana	orrwrisley1981
Pacaraos	yana	adelaar1982
Pastaza	yana	landerman1973
Pocona	yana	heggarty2005
Puki	č'ara, č'iyara	heggarty2005
Puno	yana	heggarty2005
Putumayo	yana	tandioy1978
Raimondi	yana	parkerchavez1976
SanPedro	yana	shimelman2017
Santiagueno	yana	juanatey2021
SantoTomas	yana	santotomas1951
Serena	yana	heggarty2005
Sullkatiti	č'iyara	heggarty2005
Taquile	yana	heggarty2005
Tarma	yana	adelaar1977
Troje	yana	heggarty2005
Tsimu	tš’í:sña	cerron2016
Wari	yana	parkerchavez1976
