ID	DOCULECT	CONCEPT	TOKENS	SUBGROUP	BORROWING	COGID
4165	Atalla	belly (stomach)	w i k s a	Quechua		83
4166	Ayacucho	belly (stomach)	w i k s a	Quechua		83
4167	Bobonaza	belly (stomach)	w i k s a	Quechua		83
4168	Cacra-Hongos	belly (stomach)	w i k s a	Quechua		83
4169	Chachapoyas	belly (stomach)	w i k s a	Quechua		83
4170	Chacpar	belly (stomach)	p a tʃ a	Quechua		85
4171	Chetilla	belly (stomach)	p a ʈʂ a	Quechua		85
4173	Curva	belly (stomach)	w i x s a	Quechua		83
4174	Curva	belly (stomach)	w i s a	Quechua		83
4175	Cuzco	belly (stomach)	w i x s a	Quechua		83
4177	Huallaga	belly (stomach)	p a tʃ a	Quechua		85
4178	Huanca	belly (stomach)	p a t a	Quechua		85
4180	Huangascar	belly (stomach)	w i k s a	Quechua		83
4181	HuarazHuailas	belly (stomach)	p a tʃ a	Quechua		85
4182	Imbabura	belly (stomach)	w i k s a	Quechua		83
4183	Inkawasi	belly (stomach)	p a ʈʂ a	Quechua		85
4188	Lamas	belly (stomach)	w i k s a	Quechua		83
4189	Laraos	belly (stomach)	w i k s a	Quechua		83
4190	Lincha-Tana	belly (stomach)	w i k s a	Quechua		83
4191	Maragua	belly (stomach)	w i x s a	Quechua		83
4192	Napo	belly (stomach)	w i k s a	Quechua		83
4193	Pacaraos	belly (stomach)	p a ʈʂ a	Quechua		85
4194	Pastaza	belly (stomach)	w i k s a	Quechua		83
4195	Pocona	belly (stomach)	w i s a	Quechua		83
4197	Puno	belly (stomach)	w i k s a	Quechua		83
4198	Putumayo	belly (stomach)	w i x s a	Quechua		83
4199	Raimondi	belly (stomach)	p a tʃ a	Quechua		85
4200	SanPedro	belly (stomach)	w i k s a	Quechua		83
4201	Santiagueno	belly (stomach)	w i x s a	Quechua		83
4203	Serena	belly (stomach)	i k s a	Quechua		83
4205	Taquile	belly (stomach)	w i s a	Quechua		83
4206	Tarma	belly (stomach)	p a ʈʂ a	Quechua		85
4207	Troje	belly (stomach)	w i x s a	Quechua		83
4210	Wari	belly (stomach)	p a tʃ a	Quechua		85
4211	Yanac	belly (stomach)	p a ʈʂ a	Quechua		85
7211	Azuay	belly (stomach)	w i χ a	Quechua		83
7336	Jauja	belly (stomach)	p a t a	Quechua		85
189	Apuri	big	h a t u n	Quechua		189
190	Apurimac	big	h a t u n	Quechua		189
191	Arma	big	h a t u ŋ	Quechua		189
192	Atalla	big	h a t u n	Quechua		189
193	Ayacucho	big	h a t u ŋ	Quechua		189
194	Bobonaza	big	h a t u n	Quechua		189
195	Cacra-Hongos	big	h a t u n	Quechua		189
196	Chachapoyas	big	a t u n	Quechua		189
197	Chacpar	big	h a t u n	Quechua		189
198	Chetilla	big	a t u n	Quechua		189
200	Curva	big	a tʰ u n	Quechua		189
201	Cuzco	big	h a t u n	Quechua		189
203	Huallaga	big	h a t u n	Quechua		189
204	Huanca	big	h a t u n	Quechua		189
206	Huangascar	big	h a t u n	Quechua		189
207	HuarazHuailas	big	h a t u n	Quechua		189
208	Imbabura	big	x a t u n	Quechua		189
209	Inkawasi	big	a t u n	Quechua		189
213	Lamas	big	a t u n	Quechua		189
214	Laraos	big	h a t u n	Quechua		189
215	Lincha-Tana	big	h a t u n	Quechua		189
216	Maragua	big	h a t u n	Quechua		189
217	Napo	big	h a t u n	Quechua		189
218	Pacaraos	big	x a t u ŋ	Quechua		189
219	Pastaza	big	a t u n	Quechua		189
220	Pocona	big	h a t u n	Quechua		189
222	Puno	big	h a t u n	Quechua		189
223	Putumayo	big	a t u n	Quechua		189
224	SanPedro	big	h a t u n	Quechua		189
225	Santiagueno	big	a t u n	Quechua		189
227	Serena	big	a t u n	Quechua		189
229	Taquile	big	a tʰ u n	Quechua		189
230	Tarma	big	χ a t u ŋ	Quechua		189
231	Troje	big	h a t u n	Quechua		189
233	Wari	big	h a t u n	Quechua		189
234	Yanac	big	a t u n	Quechua		189
7268	Azuay	big	h a t u n	Quechua		189
7337	Jauja	big	h a t u n	Quechua		189
7488	Raimondi	big	h a t u n	Quechua		189
4555	Apuri	bird	p i ʃ q o	Quechua		276
4556	Apurimac	bird	p i tʃ i n k o	Quechua		277
4557	Apurimac	bird	p i s q o	Quechua		276
4558	Apurimac	bird	u r p i t u	Quechua		565
4559	Arma	bird	p i s χ u	Quechua		276
4560	Atalla	bird	p i tʃ i w s a	Quechua		458
4561	Ayacucho	bird	u ɾ p i t u	Quechua		565
4562	Ayacucho	bird	p i s χ o	Quechua		276
4563	Bobonaza	bird	p i ʃ k u	Quechua		276
4564	Cacra-Hongos	bird	p i ʃ q o	Quechua		276
4565	Chachapoyas	bird	p i ʃ k u	Quechua		276
4566	Chacpar	bird	tʃ a n k i s	Quechua		548
4567	Chetilla	bird	p i ʃ ʁ u	Quechua		276
4569	Curva	bird	pʼ i s q u	Quechua		276
4570	Cuzco	bird	p i tʃ i n k u	Quechua		277
4571	Cuzco	bird	p i tʃ i n kʰ u	Quechua		277
4574	Huallaga	bird	p i ʃ q u	Quechua		276
4575	Huanca	bird	p i ʃ ʔ u	Quechua		276
4577	Huangascar	bird	p i ʃ q o	Quechua		276
4578	HuarazHuailas	bird	p i ʃ q u	Quechua		276
4579	Imbabura	bird	p i ʃ k u	Quechua		276
4580	Inkawasi	bird	k u r u	Quechua		827
4584	Lamas	bird	p i ʃ k u	Quechua		276
4585	Laraos	bird	p i ʃ q u	Quechua		276
4586	Lincha-Tana	bird	p i ʃ q o	Quechua		276
4587	Maragua	bird	pʼ i s q u	Quechua		276
4588	Napo	bird	p i ʃ k u	Quechua		276
4589	Pacaraos	bird	p i ʃ χ o	Quechua		276
4590	Pastaza	bird	p i ʃ k u	Quechua		276
4591	Pocona	bird	pʼ i s ʁ u	Quechua		276
4593	Puno	bird	pʼ i s q u	Quechua		276
4594	Putumayo	bird	p i s k u	Quechua		276
4595	Raimondi	bird	p i ʃ q u	Quechua		276
4596	SanPedro	bird	p i ʃ q o	Quechua		276
4597	Santiagueno	bird	p i ʃ q o	Quechua		276
4599	Serena	bird	p i ʃ k u	Quechua		276
4601	Taquile	bird	pʼ i s q u	Quechua		276
4602	Tarma	bird	p i ʃ χ o	Quechua		276
4603	Troje	bird	p i ʃ k u	Quechua		276
4605	Wari	bird	p i ʃ q u	Quechua		276
4606	Yanac	bird	p i ʃ q u	Quechua		276
7218	Azuay	bird	p i ʃ k u	Quechua		276
7338	Jauja	bird	p i ʃ ʔ u	Quechua		276
7021	Apuri	black	j a n a	Quechua		467
7022	Apurimac	black	j a n a	Quechua		467
7023	Arma	black	j a n a	Quechua		467
7024	Atalla	black	j a n a	Quechua		467
7025	Ayacucho	black	j a n a	Quechua		467
7026	Bobonaza	black	j a n a	Quechua		467
7027	Cacra-Hongos	black	j a n a	Quechua		467
7028	Chachapoyas	black	j a n a	Quechua		467
7029	Chacpar	black	j a n a	Quechua		467
7030	Chetilla	black	j a n a	Quechua		467
7032	Curva	black	j a n a	Quechua		467
7033	Cuzco	black	j a n a	Quechua		467
7035	Huallaga	black	j a n a	Quechua		467
7036	Huanca	black	j a n a	Quechua		467
7038	Huangascar	black	j a n a	Quechua		467
7039	HuarazHuailas	black	j a ɲ a	Quechua		467
7040	Imbabura	black	j a n a	Quechua		467
7041	Inkawasi	black	j a n a	Quechua		467
7046	Lamas	black	j a n a	Quechua		467
7047	Laraos	black	j a n a	Quechua		467
7048	Lincha-Tana	black	j a n a	Quechua		467
7049	Maragua	black	j a n a	Quechua		467
7050	Napo	black	j a n a	Quechua		467
7051	Pacaraos	black	j a n a	Quechua		467
7052	Pastaza	black	j a n a	Quechua		467
7053	Pocona	black	j a n a	Quechua		467
7056	Puno	black	j a n a	Quechua		467
7057	Putumayo	black	j a n a	Quechua		467
7058	Raimondi	black	j a ɲ a	Quechua		467
7059	SanPedro	black	j a n a	Quechua		467
7060	Santiagueno	black	j a n a	Quechua		467
7062	Serena	black	j a n a	Quechua		467
7064	Taquile	black	j a n a	Quechua		467
7065	Tarma	black	j a n a	Quechua		467
7066	Troje	black	j a n a	Quechua		467
7068	Wari	black	j a ɲ a	Quechua		467
7069	Yanac	black	j a n a	Quechua		467
7263	Azuay	black	j a n a	Quechua		467
7340	Jauja	black	j a n a	Quechua		467
3922	Apuri	blood	j a w a ɾ	Quechua		536
3923	Apurimac	blood	j a w a r	Quechua		536
3924	Arma	blood	j a w a ɾ	Quechua		536
3925	Atalla	blood	j a w a r	Quechua		536
3926	Ayacucho	blood	j a w a ɾ	Quechua		536
3927	Bobonaza	blood	r a w ai	Quechua		457
3928	Cacra-Hongos	blood	j a w a l	Quechua		536
3929	Chachapoyas	blood	j a w a r	Quechua		536
3930	Chacpar	blood	j a w a r̥	Quechua		536
3931	Chetilla	blood	j a w a r	Quechua		536
3933	Curva	blood	ʎ a w a r	Quechua		536
3934	Cuzco	blood	j a w a r	Quechua		536
3936	Huallaga	blood	j a w a r	Quechua		536
3937	Huanca	blood	j a w a r	Quechua		536
3939	Huangascar	blood	j a w a ɾ	Quechua		536
3940	HuarazHuailas	blood	j a w a ɾ	Quechua		536
3941	Imbabura	blood	j a w a ɾ	Quechua		536
3942	Inkawasi	blood	j a w a r	Quechua		536
3947	Lamas	blood	j a w a r	Quechua		536
3948	Laraos	blood	j a w a r	Quechua		536
3949	Lincha-Tana	blood	j a w a ɾ	Quechua		536
3950	Maragua	blood	j a w a r	Quechua		536
3951	Napo	blood	r a w ai	Quechua		457
3952	Pacaraos	blood	j a w a ɾ	Quechua		536
3953	Pastaza	blood	j a w a r	Quechua		536
3954	Pocona	blood	ʎ a w a r	Quechua		536
3956	Puno	blood	j a w a r	Quechua		536
3957	Putumayo	blood	j a w a r	Quechua		536
3958	Raimondi	blood	j a w a ɾ	Quechua		536
3959	SanPedro	blood	j a w a ɾ	Quechua		536
3960	Santiagueno	blood	j aː ɾ	Quechua		536
3962	Serena	blood	j a w a r̥	Quechua		536
3964	Taquile	blood	j a w a r	Quechua		536
3965	Tarma	blood	j a w a ʐ	Quechua		536
3966	Troje	blood	j a w a r̝	Quechua		536
3969	Wari	blood	j a w a ɾ	Quechua		536
3970	Yanac	blood	j a w a r̥	Quechua		536
7207	Azuay	blood	j a w a ɾ	Quechua		536
7341	Jauja	blood	j a w a r	Quechua		536
4021	Apuri	bone	t u ʎ u	Quechua		580
4022	Apurimac	bone	t u ʎ u	Quechua		580
4023	Atalla	bone	t u ʎ u	Quechua		580
4024	Ayacucho	bone	t u ʎ u	Quechua		580
4025	Bobonaza	bone	t u ʎ u	Quechua		580
4026	Cacra-Hongos	bone	t u ʎ u	Quechua		580
4027	Chachapoyas	bone	t u dʑ u	Quechua		580
4028	Chacpar	bone	t u ʎ u	Quechua		580
4029	Chetilla	bone	t u dʒ u	Quechua		580
4031	Curva	bone	t u ʎ u	Quechua		580
4032	Cuzco	bone	t u ʎ u	Quechua		580
4034	Huallaga	bone	t u ʎ u	Quechua		580
4035	Huanca	bone	t u ʎ u	Quechua		580
4037	Huangascar	bone	t u ʎ u	Quechua		580
4038	HuarazHuailas	bone	t u ʎ u	Quechua		580
4039	Imbabura	bone	t u ʎ u	Quechua		580
4040	Inkawasi	bone	t u ʒ u	Quechua		580
4044	Lamas	bone	t u dʑ u	Quechua		580
4045	Laraos	bone	t u ʎ u	Quechua		580
4046	Lincha-Tana	bone	t u ʎ u	Quechua		580
4047	Maragua	bone	t u ʎ u	Quechua		580
4048	Napo	bone	t u ʎ u	Quechua		580
4049	Pacaraos	bone	t u l u	Quechua		580
4050	Pastaza	bone	t u ʎ u	Quechua		580
4051	Pocona	bone	t u ʎ u	Quechua		580
4053	Puno	bone	t u ʎ u	Quechua		580
4054	Putumayo	bone	t u ʎ u	Quechua		580
4055	Raimondi	bone	t u ʎ u	Quechua		580
4056	SanPedro	bone	t u ʎ u	Quechua		580
4057	Santiagueno	bone	t u ʒ u	Quechua		580
4059	Serena	bone	t u ʎ u	Quechua		580
4061	Taquile	bone	t u ʎ u	Quechua		580
4062	Tarma	bone	t u l u	Quechua		580
4063	Troje	bone	t u ʒ u	Quechua		580
4065	Wari	bone	t u ʎ u	Quechua		580
4066	Yanac	bone	t u ʎ u	Quechua		580
7208	Azuay	bone	t u ʎ u	Quechua		580
7342	Jauja	bone	t u ʎ u	Quechua		580
6349	Apuri	bread	t a n t a	Quechua		657
6350	Apurimac	bread	t a n t a	Quechua		657
6351	Arma	bread	t a n t a	Quechua		657
6352	Atalla	bread	t a n t a	Quechua		657
6353	Ayacucho	bread	t a n t a	Quechua		657
6354	Bobonaza	bread	t a n d a	Quechua		657
6355	Cacra-Hongos	bread	t a n t a	Quechua		657
6356	Chachapoyas	bread	t a n d a	Quechua		657
6357	Chacpar	bread	t a n t a	Quechua		657
6358	Chetilla	bread	t a n d a	Quechua		657
6360	Curva	bread	tʼ a n t a	Quechua		657
6361	Cuzco	bread	tʼ a n t a	Quechua		657
6363	Huallaga	bread	t a n t a	Quechua		657
6364	Huanca	bread	t a n t a	Quechua		657
6366	Huangascar	bread	t a n t a	Quechua		657
6367	HuarazHuailas	bread	t a ɲ t a	Quechua		657
6368	Imbabura	bread	t a n d a	Quechua		657
6369	Inkawasi	bread	t a n d a	Quechua		657
6372	Lamas	bread	t a n d a	Quechua		657
6373	Laraos	bread	t a n t a	Quechua		657
6374	Lincha-Tana	bread	t a n t a	Quechua		657
6375	Maragua	bread	tʼ a n t a	Quechua		657
6376	Napo	bread	t a n d a	Quechua		657
6377	Pacaraos	bread	t a n t a	Quechua		657
6378	Pocona	bread	tʼ a n t a	Quechua		657
6380	Puno	bread	tʼ a n t a	Quechua		657
6381	Putumayo	bread	t a n d a	Quechua		657
6382	Raimondi	bread	t a ɲ t a	Quechua		657
6383	SanPedro	bread	t a n t a	Quechua		657
6384	Santiagueno	bread	t a n t a	Quechua		657
6386	Serena	bread	t a n d a	Quechua		657
6388	Taquile	bread	tʼ a n t a	Quechua		657
6389	Tarma	bread	t a n t a	Quechua		657
6390	Troje	bread	t a n d a	Quechua		657
6391	Wari	bread	t a ɲ t a	Quechua		657
6392	Yanac	bread	t a n t a	Quechua		657
7250	Azuay	bread	t a n d a	Quechua		657
7344	Jauja	bread	t a n t a	Quechua		657
5138	Apuri	brother (man's)	w au q i	Quechua		739
5139	Apurimac	brother (man's)	w au q e	Quechua		739
5140	Arma	brother (man's)	w au χ i	Quechua		739
5141	Atalla	brother (man's)	w au χ i	Quechua		739
5142	Ayacucho	brother (man's)	w au χ e	Quechua		739
5143	Bobonaza	brother (man's)	w au k i	Quechua		739
5144	Cacra-Hongos	brother (man's)	w au q i	Quechua		739
5145	Chachapoyas	brother (man's)	w au k i	Quechua		739
5146	Chacpar	brother (man's)	w au q i	Quechua		739
5147	Chetilla	brother (man's)	m a s a	Quechua		660
5149	Curva	brother (man's)	w au q i	Quechua		739
5150	Cuzco	brother (man's)	w ai q i	Quechua		739
5152	Huallaga	brother (man's)	w au q i	Quechua		739
5153	Huanca	brother (man's)	w au ʔ i	Quechua		739
5155	Huangascar	brother (man's)	w au q i	Quechua		739
5156	HuarazHuailas	brother (man's)	w au q i	Quechua		739
5157	Imbabura	brother (man's)	w au k i	Quechua		739
5158	Inkawasi	brother (man's)	u k n i	Quechua		662
5162	Lamas	brother (man's)	w au k i	Quechua		739
5163	Laraos	brother (man's)	w au q i	Quechua		739
5164	Lincha-Tana	brother (man's)	w au q i	Quechua		739
5165	Maragua	brother (man's)	ɲ a ɲ a	Quechua		664
5166	Napo	brother (man's)	w au k i	Quechua		739
5167	Pacaraos	brother (man's)	w au χ e	Quechua		739
5168	Pastaza	brother (man's)	w au k i	Quechua		739
5169	Pocona	brother (man's)	ɲ a ɲ a	Quechua		664
5171	Puno	brother (man's)	t u r a	Quechua		780
5172	Putumayo	brother (man's)	w au x i	Quechua		739
5173	Raimondi	brother (man's)	w au q i	Quechua		739
5175	Santiagueno	brother (man's)	w au q ɪ	Quechua		739
5177	Serena	brother (man's)	w au k i	Quechua		739
5179	Taquile	brother (man's)	w ai q i	Quechua		739
5180	Tarma	brother (man's)	w au χ e	Quechua		739
5181	Troje	brother (man's)	w au k i	Quechua		739
5183	Wari	brother (man's)	w au q i	Quechua		739
5184	Yanac	brother (man's)	ɢ oː q i	Quechua		739
5269	SanPedro	brother (man's)	w au q e	Quechua		739
7228	Azuay	brother (man's)	w au k i	Quechua		739
7345	Jauja	brother (man's)	w au ʔ i	Quechua		739
5186	Apuri	brother (woman's)	t u ɾ i	Quechua		780
5187	Apurimac	brother (woman's)	t o r ai	Quechua		780
5188	Arma	brother (woman's)	t u ɾ i	Quechua		780
5189	Atalla	brother (woman's)	t u r i	Quechua		780
5190	Ayacucho	brother (woman's)	t u ɾ i	Quechua		780
5191	Bobonaza	brother (woman's)	t u r i	Quechua		780
5192	Cacra-Hongos	brother (woman's)	t u l i	Quechua		780
5193	Chachapoyas	brother (woman's)	t u r i	Quechua		780
5194	Chacpar	brother (woman's)	t u r i	Quechua		780
5195	Chetilla	brother (woman's)	t u r i	Quechua		780
5197	Curva	brother (woman's)	t u r a	Quechua		780
5198	Cuzco	brother (woman's)	t u r a	Quechua		780
5200	Huallaga	brother (woman's)	t u r i	Quechua		780
5201	Huanca	brother (woman's)	t u l i	Quechua		780
5203	Huangascar	brother (woman's)	t u ɾ i	Quechua		780
5204	HuarazHuailas	brother (woman's)	t u ɾ i	Quechua		780
5205	Imbabura	brother (woman's)	w au k i	Quechua		739
5206	Inkawasi	brother (woman's)	u k n i	Quechua		662
5210	Lamas	brother (woman's)	t u r i	Quechua		780
5211	Laraos	brother (woman's)	t u r i	Quechua		780
5212	Lincha-Tana	brother (woman's)	t u ɾ i	Quechua		780
5213	Maragua	brother (woman's)	ɲ a ɲ a	Quechua		664
5214	Napo	brother (woman's)	t u r i	Quechua		780
5215	Pacaraos	brother (woman's)	t u ɾ i	Quechua		780
5216	Pastaza	brother (woman's)	t u r i	Quechua		780
5217	Pocona	brother (woman's)	ɲ a ɲ a	Quechua		664
5219	Puno	brother (woman's)	t u r a	Quechua		780
5220	Putumayo	brother (woman's)	t u r i	Quechua		780
5221	Raimondi	brother (woman's)	t u ɾ i	Quechua		780
5223	Santiagueno	brother (woman's)	t u ɾ a	Quechua		780
5226	Serena	brother (woman's)	t u r i	Quechua		780
5228	Taquile	brother (woman's)	t u r a	Quechua		780
5229	Tarma	brother (woman's)	t u ɾ i	Quechua		780
5230	Troje	brother (woman's)	t u r i	Quechua		780
5232	Wari	brother (woman's)	t u ɾ i	Quechua		780
5233	Yanac	brother (woman's)	t u r i	Quechua		780
5314	SanPedro	brother (woman's)	t u ɾ i	Quechua		780
7229	Azuay	brother (woman's)	t u ɾ i	Quechua		780
7346	Jauja	brother (woman's)	t u l i	Quechua		780
6253	Apuri	cloud	p u j u	Quechua		820
6254	Apurimac	cloud	p u j u	Quechua		820
6255	Apurimac	cloud	f u j u	Quechua		820
6256	Arma	cloud	p u j u	Quechua		820
6257	Atalla	cloud	p u j u	Quechua		820
6258	Ayacucho	cloud	p u j u	Quechua		820
6259	Bobonaza	cloud	p u j u	Quechua		820
6260	Cacra-Hongos	cloud	p u k u t ai	Quechua		847
6261	Chachapoyas	cloud	p u j u	Quechua		820
6262	Chacpar	cloud	p u k u t eː	Quechua		847
6263	Chetilla	cloud	p u k u t ai	Quechua		847
6265	Curva	cloud	pʰ u j u	Quechua		820
6266	Cuzco	cloud	pʰ u j u	Quechua		820
6268	Huallaga	cloud	p u k u t ai	Quechua		847
6269	Huanca	cloud	p u k u t ai	Quechua		847
6271	Huangascar	cloud	p u j u	Quechua		820
6272	HuarazHuailas	cloud	p u k u t ai	Quechua		847
6273	Imbabura	cloud	f u j u	Quechua		820
6274	Inkawasi	cloud	p u k t ai	Quechua		847
6278	Lamas	cloud	p u j u	Quechua		820
6279	Laraos	cloud	p u k u t ai	Quechua		847
6280	Lincha-Tana	cloud	p u k u t ai	Quechua		847
6281	Maragua	cloud	pʰ u j u	Quechua		820
6282	Napo	cloud	p u j u	Quechua		820
6283	Pacaraos	cloud	p u k u t ai	Quechua		847
6284	Pastaza	cloud	p u j u	Quechua		820
6285	Pocona	cloud	pʰ u j u	Quechua		820
6287	Puno	cloud	pʰ u j u	Quechua		820
6288	Putumayo	cloud	p u j u	Quechua		820
6289	Raimondi	cloud	p u k u t ai	Quechua		847
6290	SanPedro	cloud	p u j u	Quechua		820
6291	Santiagueno	cloud	p u j u	Quechua		820
6293	Serena	cloud	p u j u	Quechua		820
6295	Taquile	cloud	pʰ u j u	Quechua		820
6296	Tarma	cloud	p u g u t ai	Quechua		847
6297	Troje	cloud	pʰ u j u	Quechua		820
6299	Wari	cloud	p u k u t ai	Quechua		847
6300	Yanac	cloud	p u k u t eː	Quechua		847
7248	Azuay	cloud	p u j u	Quechua		820
7347	Jauja	cloud	p u k u t ai	Quechua		847
992	Apuri	cold	tʃ i ɾ i	Quechua		851
993	Apuri	cold	a l a l ai	Quechua		852
994	Apurimac	cold	tʃ i r i	Quechua		851
995	Arma	cold	tʃ i ɾ i	Quechua		851
996	Atalla	cold	tʃ i r i	Quechua		851
997	Ayacucho	cold	tʃ i ɾ i	Quechua		851
998	Bobonaza	cold	tʃ i r i	Quechua		851
999	Cacra-Hongos	cold	a l a l ai	Quechua		852
1000	Chachapoyas	cold	tʃ i r i	Quechua		851
1001	Chacpar	cold	a l a	Quechua		852
1002	Chetilla	cold	tʃ i r i	Quechua		851
