ID	DOCULECT	CONCEPT	TOKENS	SUBGROUP	BORROWING	COGID
3733	Chachapoyas	back	w a ʃ a	Quechua		611
3734	Chacpar	back	w a x t a	Quechua		783
3735	Chetilla	back	w a x t a	Quechua		783
3737	Curva	back	w a s a	Quechua		611
3738	Cuzco	back	w a s a	Quechua		611
3740	Huallaga	back	w a χ t a	Quechua		783
3741	Huanca	back	w a ʂ a	Quechua		611
3743	Huangascar	back	w a ʃ a	Quechua		611
3744	HuarazHuailas	back	w a q t a	Quechua		783
3745	Imbabura	back	w a ʃ a	Quechua		611
3746	Inkawasi	back	w a χ t a	Quechua		783
3750	Lamas	back	w a ʃ a	Quechua		611
3751	Laraos	back	w a ʃ a	Quechua		611
3752	Lincha-Tana	back	w a ʃ a	Quechua		611
3753	Maragua	back	w a s a	Quechua		611
3754	Napo	back	w a ʃ a	Quechua		611
3755	Pacaraos	back	w a ʃ a	Quechua		611
3756	Pastaza	back	w a ʃ a	Quechua		611
3757	Pocona	back	w a s a	Quechua		611
3759	Puno	back	w a s a	Quechua		611
3760	Putumayo	back	w a s a	Quechua		611
3761	Raimondi	back	w a q t a	Quechua		783
3762	SanPedro	back	w a ʃ a	Quechua		611
3763	Santiagueno	back	w a s a	Quechua		611
3765	Serena	back	w a ʃ a	Quechua		611
3767	Taquile	back	w a s a	Quechua		611
3768	Tarma	back	w a ʃ a	Quechua		611
3769	Troje	back	w a ʃ a	Quechua		611
3771	Wari	back	w a q t a	Quechua		783
3772	Yanac	back	w a q t a	Quechua		783
3773	Yanac	back	w a χ t a	Quechua		783
7208	Azuay	back	w a ʃ a	Quechua		611
7334	Jauja	back	w a ʂ a	Quechua		611
533	Apuri	be sick	o ŋ q u	Quechua		870
534	Apurimac	be sick	o n q o + tʃ i	Quechua		870
535	Arma	be sick	u ŋ χ u	Quechua		870
536	Atalla	be sick	u n ɢ u	Quechua		870
537	Ayacucho	be sick	o ŋ χ o	Quechua		870
538	Bobonaza	be sick	u n g u + tʃ i + n a	Quechua		870
539	Cacra-Hongos	be sick	q i ʃ a	Quechua		2
540	Chacpar	be sick	ɢ i ʃ i j a	Quechua		2
541	Chetilla	be sick	q i ʃ a	Quechua		2
544	Curva	be sick	u n q u	Quechua		870
545	Cuzco	be sick	u n q u	Quechua		870
547	Huallaga	be sick	q i ʃ j a	Quechua		2
548	Huanca	be sick	ʔ i ʃ j a	Quechua		2
550	Huangascar	be sick	o ŋ q u	Quechua		870
551	Imbabura	be sick	u n k u	Quechua		870
552	Inkawasi	be sick	q i ʃ a	Quechua		2
555	Lamas	be sick	u n g u	Quechua		870
556	Laraos	be sick	q i ʃ a	Quechua		2
557	Lincha-Tana	be sick	o ŋ q u	Quechua		870
558	Maragua	be sick	u n q u	Quechua		870
559	Napo	be sick	u n g u + tʃ i + n a	Quechua		870
560	Pacaraos	be sick	χ e ʃ j a	Quechua		2
561	Pastaza	be sick	u n g u + n a	Quechua		870
562	Pocona	be sick	u n ʁ u	Quechua		870
564	Puno	be sick	u n q u	Quechua		870
565	Putumayo	be sick	u n g u	Quechua		870
566	SanPedro	be sick	o ŋ q u	Quechua		870
567	Santiagueno	be sick	o ŋ q o s	Quechua		870
570	Serena	be sick	u n g u	Quechua		870
572	Taquile	be sick	u n q u	Quechua		870
573	Tarma	be sick	χ e ʃ j a	Quechua		2
574	Troje	be sick	u n g u	Quechua		870
575	Yanac	be sick	q i ʃ j a	Quechua		2
7280	Azuay	be sick	u n g u + k u + n a	Quechua		870
7335	Jauja	be sick	h i ʃ j a	Quechua		2
7508	Wari	be sick	q i ʃ j a	Quechua		2
7509	HuarazHuailas	be sick	q i ʃ j a	Quechua		2
7510	Raimondi	be sick	q i ʃ j a	Quechua		2
4162	Apuri	belly (stomach)	w i k s a	Quechua		82
4163	Apurimac	belly (stomach)	w i k s a	Quechua		82
4164	Arma	belly (stomach)	w i k s a	Quechua		82
4165	Atalla	belly (stomach)	w i k s a	Quechua		82
4166	Ayacucho	belly (stomach)	w i k s a	Quechua		82
4167	Bobonaza	belly (stomach)	w i k s a	Quechua		82
4168	Cacra-Hongos	belly (stomach)	w i k s a	Quechua		82
4169	Chachapoyas	belly (stomach)	w i k s a	Quechua		82
4170	Chacpar	belly (stomach)	p a tʃ a	Quechua		84
4171	Chetilla	belly (stomach)	p a ʈʂ a	Quechua		84
4173	Curva	belly (stomach)	w i x s a	Quechua		82
4174	Curva	belly (stomach)	w i s a	Quechua		82
4175	Cuzco	belly (stomach)	w i x s a	Quechua		82
4177	Huallaga	belly (stomach)	p a tʃ a	Quechua		84
4178	Huanca	belly (stomach)	p a t a	Quechua		84
4180	Huangascar	belly (stomach)	w i k s a	Quechua		82
4181	HuarazHuailas	belly (stomach)	p a tʃ a	Quechua		84
4182	Imbabura	belly (stomach)	w i k s a	Quechua		82
4183	Inkawasi	belly (stomach)	p a ʈʂ a	Quechua		84
4188	Lamas	belly (stomach)	w i k s a	Quechua		82
4189	Laraos	belly (stomach)	w i k s a	Quechua		82
4190	Lincha-Tana	belly (stomach)	w i k s a	Quechua		82
4191	Maragua	belly (stomach)	w i x s a	Quechua		82
4192	Napo	belly (stomach)	w i k s a	Quechua		82
4193	Pacaraos	belly (stomach)	p a ʈʂ a	Quechua		84
4194	Pastaza	belly (stomach)	w i k s a	Quechua		82
4195	Pocona	belly (stomach)	w i s a	Quechua		82
4197	Puno	belly (stomach)	w i k s a	Quechua		82
4198	Putumayo	belly (stomach)	w i x s a	Quechua		82
4199	Raimondi	belly (stomach)	p a tʃ a	Quechua		84
4200	SanPedro	belly (stomach)	w i k s a	Quechua		82
4201	Santiagueno	belly (stomach)	w i x s a	Quechua		82
4203	Serena	belly (stomach)	i k s a	Quechua		82
4205	Taquile	belly (stomach)	w i s a	Quechua		82
4206	Tarma	belly (stomach)	p a ʈʂ a	Quechua		84
4207	Troje	belly (stomach)	w i x s a	Quechua		82
4210	Wari	belly (stomach)	p a tʃ a	Quechua		84
4211	Yanac	belly (stomach)	p a ʈʂ a	Quechua		84
7216	Azuay	belly (stomach)	w i χ a	Quechua		82
7341	Jauja	belly (stomach)	p a t a	Quechua		84
189	Apuri	big	h a t u n	Quechua		188
190	Apurimac	big	h a t u n	Quechua		188
191	Arma	big	h a t u ŋ	Quechua		188
192	Atalla	big	h a t u n	Quechua		188
193	Ayacucho	big	h a t u ŋ	Quechua		188
194	Bobonaza	big	h a t u n	Quechua		188
195	Cacra-Hongos	big	h a t u n	Quechua		188
196	Chachapoyas	big	a t u n	Quechua		188
197	Chacpar	big	h a t u n	Quechua		188
198	Chetilla	big	a t u n	Quechua		188
200	Curva	big	a tʰ u n	Quechua		188
201	Cuzco	big	h a t u n	Quechua		188
203	Huallaga	big	h a t u n	Quechua		188
204	Huanca	big	h a t u n	Quechua		188
206	Huangascar	big	h a t u n	Quechua		188
207	HuarazHuailas	big	h a t u n	Quechua		188
208	Imbabura	big	x a t u n	Quechua		188
209	Inkawasi	big	a t u n	Quechua		188
213	Lamas	big	a t u n	Quechua		188
214	Laraos	big	h a t u n	Quechua		188
215	Lincha-Tana	big	h a t u n	Quechua		188
216	Maragua	big	h a t u n	Quechua		188
217	Napo	big	h a t u n	Quechua		188
218	Pacaraos	big	x a t u ŋ	Quechua		188
219	Pastaza	big	a t u n	Quechua		188
220	Pocona	big	h a t u n	Quechua		188
222	Puno	big	h a t u n	Quechua		188
223	Putumayo	big	a t u n	Quechua		188
224	SanPedro	big	h a t u n	Quechua		188
225	Santiagueno	big	a t u n	Quechua		188
227	Serena	big	a t u n	Quechua		188
229	Taquile	big	a tʰ u n	Quechua		188
230	Tarma	big	χ a t u ŋ	Quechua		188
231	Troje	big	h a t u n	Quechua		188
233	Wari	big	h a t u n	Quechua		188
234	Yanac	big	a t u n	Quechua		188
7273	Azuay	big	h a t u n	Quechua		188
7342	Jauja	big	h a t u n	Quechua		188
7493	Raimondi	big	h a t u n	Quechua		188
4555	Apuri	bird	p i ʃ q o	Quechua		275
4556	Apurimac	bird	p i tʃ i n k o	Quechua		276
4557	Apurimac	bird	p i s q o	Quechua		275
4558	Apurimac	bird	u r p i t u	Quechua		562
4559	Arma	bird	p i s χ u	Quechua		275
4560	Atalla	bird	p i tʃ i w s a	Quechua		457
4561	Ayacucho	bird	u ɾ p i t u	Quechua		562
4562	Ayacucho	bird	p i s χ o	Quechua		275
4563	Bobonaza	bird	p i ʃ k u	Quechua		275
4564	Cacra-Hongos	bird	p i ʃ q o	Quechua		275
4565	Chachapoyas	bird	p i ʃ k u	Quechua		275
4566	Chacpar	bird	tʃ a n k i s	Quechua		545
4567	Chetilla	bird	p i ʃ ʁ u	Quechua		275
4569	Curva	bird	pʼ i s q u	Quechua		275
4570	Cuzco	bird	p i tʃ i n k u	Quechua		276
4571	Cuzco	bird	p i tʃ i n kʰ u	Quechua		276
4574	Huallaga	bird	p i ʃ q u	Quechua		275
4575	Huanca	bird	p i ʃ ʔ u	Quechua		275
4577	Huangascar	bird	p i ʃ q o	Quechua		275
4578	HuarazHuailas	bird	p i ʃ q u	Quechua		275
4579	Imbabura	bird	p i ʃ k u	Quechua		275
4580	Inkawasi	bird	k u r u	Quechua		824
4584	Lamas	bird	p i ʃ k u	Quechua		275
4585	Laraos	bird	p i ʃ q u	Quechua		275
4586	Lincha-Tana	bird	p i ʃ q o	Quechua		275
4587	Maragua	bird	pʼ i s q u	Quechua		275
4588	Napo	bird	p i ʃ k u	Quechua		275
4589	Pacaraos	bird	p i ʃ χ o	Quechua		275
4590	Pastaza	bird	p i ʃ k u	Quechua		275
4591	Pocona	bird	pʼ i s ʁ u	Quechua		275
4593	Puno	bird	pʼ i s q u	Quechua		275
4594	Putumayo	bird	p i s k u	Quechua		275
4595	Raimondi	bird	p i ʃ q u	Quechua		275
4596	SanPedro	bird	p i ʃ q o	Quechua		275
4597	Santiagueno	bird	p i ʃ q o	Quechua		275
4599	Serena	bird	p i ʃ k u	Quechua		275
4601	Taquile	bird	pʼ i s q u	Quechua		275
4602	Tarma	bird	p i ʃ χ o	Quechua		275
4603	Troje	bird	p i ʃ k u	Quechua		275
4605	Wari	bird	p i ʃ q u	Quechua		275
4606	Yanac	bird	p i ʃ q u	Quechua		275
7223	Azuay	bird	p i ʃ k u	Quechua		275
7343	Jauja	bird	p i ʃ ʔ u	Quechua		275
1788	Apuri	bite, to	k a n i	Quechua		372
1789	Apurimac	bite, to	k a tʃ u	Quechua		198
1790	Apurimac	bite, to	k a n i	Quechua		372
1791	Arma	bite, to	k a tʃ u	Quechua		198
1792	Arma	bite, to	k a n i	Quechua		372
1793	Atalla	bite, to	k a tʃ a	Quechua		198
1794	Ayacucho	bite, to	k a n i	Quechua		372
1795	Bobonaza	bite, to	k a n i + n a	Quechua		372
1796	Cacra-Hongos	bite, to	k a n i	Quechua		372
1797	Chachapoyas	bite, to	k a n i	Quechua		372
1798	Chacpar	bite, to	k a n i	Quechua		372
1799	Chetilla	bite, to	k a n i	Quechua		372
1801	Curva	bite, to	k a n i	Quechua		372
1802	Cuzco	bite, to	k a n i	Quechua		372
1804	Huallaga	bite, to	k a ɲ i	Quechua		372
1805	Huanca	bite, to	k a n i	Quechua		372
1807	Huangascar	bite, to	k a n i	Quechua		372
1808	HuarazHuailas	bite, to	k a n i	Quechua		372
1809	Imbabura	bite, to	k a n i + n a	Quechua		372
1810	Inkawasi	bite, to	k a n i	Quechua		372
1813	Lamas	bite, to	k a n i	Quechua		372
1814	Laraos	bite, to	k a ʈʂ u	Quechua		198
1815	Lincha-Tana	bite, to	k a n i	Quechua		372
1816	Maragua	bite, to	k a n i	Quechua		372
1817	Napo	bite, to	k a n i + n a	Quechua		372
1818	Pacaraos	bite, to	k a n i	Quechua		372
1819	Pastaza	bite, to	k a n i + n a	Quechua		372
1820	Pocona	bite, to	k a n i	Quechua		372
1822	Puno	bite, to	k a n i	Quechua		372
1823	Putumayo	bite, to	k a n i	Quechua		372
1824	Raimondi	bite, to	k a n i	Quechua		372
1825	SanPedro	bite, to	k a n i	Quechua		372
1826	Santiagueno	bite, to	k a n iː	Quechua		372
1828	Serena	bite, to	k a n i	Quechua		372
1830	Taquile	bite, to	k a n i	Quechua		372
1831	Troje	bite, to	k a n i	Quechua		372
1832	Yanac	bite, to	k a n i	Quechua		372
7302	Azuay	bite, to	k a n i + n a	Quechua		372
7344	Jauja	bite, to	k a n i	Quechua		372
7488	Tarma	bite, to	k a n i	Quechua		372
7494	Wari	bite, to	k a n i	Quechua		372
7026	Apuri	black	j a n a	Quechua		466
7027	Apurimac	black	j a n a	Quechua		466
7028	Arma	black	j a n a	Quechua		466
7029	Atalla	black	j a n a	Quechua		466
7030	Ayacucho	black	j a n a	Quechua		466
7031	Bobonaza	black	j a n a	Quechua		466
7032	Cacra-Hongos	black	j a n a	Quechua		466
7033	Chachapoyas	black	j a n a	Quechua		466
7034	Chacpar	black	j a n a	Quechua		466
7035	Chetilla	black	j a n a	Quechua		466
7037	Curva	black	j a n a	Quechua		466
7038	Cuzco	black	j a n a	Quechua		466
7040	Huallaga	black	j a n a	Quechua		466
7041	Huanca	black	j a n a	Quechua		466
7043	Huangascar	black	j a n a	Quechua		466
7044	HuarazHuailas	black	j a ɲ a	Quechua		466
7045	Imbabura	black	j a n a	Quechua		466
7046	Inkawasi	black	j a n a	Quechua		466
7051	Lamas	black	j a n a	Quechua		466
7052	Laraos	black	j a n a	Quechua		466
7053	Lincha-Tana	black	j a n a	Quechua		466
7054	Maragua	black	j a n a	Quechua		466
7055	Napo	black	j a n a	Quechua		466
7056	Pacaraos	black	j a n a	Quechua		466
7057	Pastaza	black	j a n a	Quechua		466
7058	Pocona	black	j a n a	Quechua		466
7061	Puno	black	j a n a	Quechua		466
7062	Putumayo	black	j a n a	Quechua		466
7063	Raimondi	black	j a ɲ a	Quechua		466
7064	SanPedro	black	j a n a	Quechua		466
7065	Santiagueno	black	j a n a	Quechua		466
7067	Serena	black	j a n a	Quechua		466
7069	Taquile	black	j a n a	Quechua		466
7070	Tarma	black	j a n a	Quechua		466
7071	Troje	black	j a n a	Quechua		466
7073	Wari	black	j a ɲ a	Quechua		466
7074	Yanac	black	j a n a	Quechua		466
7268	Azuay	black	j a n a	Quechua		466
7345	Jauja	black	j a n a	Quechua		466
3922	Apuri	blood	j a w a ɾ	Quechua		533
3923	Apurimac	blood	j a w a r	Quechua		533
3924	Arma	blood	j a w a ɾ	Quechua		533
3925	Atalla	blood	j a w a r	Quechua		533
3926	Ayacucho	blood	j a w a ɾ	Quechua		533
3927	Bobonaza	blood	r a w ai	Quechua		456
3928	Cacra-Hongos	blood	j a w a l	Quechua		533
3929	Chachapoyas	blood	j a w a r	Quechua		533
3930	Chacpar	blood	j a w a r̥	Quechua		533
3931	Chetilla	blood	j a w a r	Quechua		533
3933	Curva	blood	ʎ a w a r	Quechua		533
3934	Cuzco	blood	j a w a r	Quechua		533
3936	Huallaga	blood	j a w a r	Quechua		533
3937	Huanca	blood	j a w a r	Quechua		533
3939	Huangascar	blood	j a w a ɾ	Quechua		533
3940	HuarazHuailas	blood	j a w a ɾ	Quechua		533
3941	Imbabura	blood	j a w a ɾ	Quechua		533
3942	Inkawasi	blood	j a w a r	Quechua		533
3947	Lamas	blood	j a w a r	Quechua		533
3948	Laraos	blood	j a w a r	Quechua		533
3949	Lincha-Tana	blood	j a w a ɾ	Quechua		533
3950	Maragua	blood	j a w a r	Quechua		533
3951	Napo	blood	r a w ai	Quechua		456
3952	Pacaraos	blood	j a w a ɾ	Quechua		533
3953	Pastaza	blood	j a w a r	Quechua		533
3954	Pocona	blood	ʎ a w a r	Quechua		533
3956	Puno	blood	j a w a r	Quechua		533
3957	Putumayo	blood	j a w a r	Quechua		533
3958	Raimondi	blood	j a w a ɾ	Quechua		533
3959	SanPedro	blood	j a w a ɾ	Quechua		533
3960	Santiagueno	blood	j a: ɾ	Quechua		533
3962	Serena	blood	j a w a r̥	Quechua		533
3964	Taquile	blood	j a w a r	Quechua		533
3965	Tarma	blood	j a w a ʐ	Quechua		533
3966	Troje	blood	j a w a r̝	Quechua		533
3969	Wari	blood	j a w a ɾ	Quechua		533
3970	Yanac	blood	j a w a r̥	Quechua		533
7212	Azuay	blood	j a w a ɾ	Quechua		533
7346	Jauja	blood	j a w a r	Quechua		533
4021	Apuri	bone	t u ʎ u	Quechua		577
4022	Apurimac	bone	t u ʎ u	Quechua		577
4023	Atalla	bone	t u ʎ u	Quechua		577
4024	Ayacucho	bone	t u ʎ u	Quechua		577
4025	Bobonaza	bone	t u ʎ u	Quechua		577
4026	Cacra-Hongos	bone	t u ʎ u	Quechua		577
4027	Chachapoyas	bone	t u dʑ u	Quechua		577
4028	Chacpar	bone	t u ʎ u	Quechua		577
4029	Chetilla	bone	t u dʒ u	Quechua		577
4031	Curva	bone	t u ʎ u	Quechua		577
4032	Cuzco	bone	t u ʎ u	Quechua		577
4034	Huallaga	bone	t u ʎ u	Quechua		577
4035	Huanca	bone	t u ʎ u	Quechua		577
4037	Huangascar	bone	t u ʎ u	Quechua		577
4038	HuarazHuailas	bone	t u ʎ u	Quechua		577
4039	Imbabura	bone	t u ʎ u	Quechua		577
4040	Inkawasi	bone	t u ʒ u	Quechua		577
4044	Lamas	bone	t u dʑ u	Quechua		577
4045	Laraos	bone	t u ʎ u	Quechua		577
4046	Lincha-Tana	bone	t u ʎ u	Quechua		577
4047	Maragua	bone	t u ʎ u	Quechua		577
4048	Napo	bone	t u ʎ u	Quechua		577
4049	Pacaraos	bone	t u l u	Quechua		577
4050	Pastaza	bone	t u ʎ u	Quechua		577
4051	Pocona	bone	t u ʎ u	Quechua		577
4053	Puno	bone	t u ʎ u	Quechua		577
4054	Putumayo	bone	t u ʎ u	Quechua		577
4055	Raimondi	bone	t u ʎ u	Quechua		577
4056	SanPedro	bone	t u ʎ u	Quechua		577
4057	Santiagueno	bone	t u ʒ u	Quechua		577
4059	Serena	bone	t u ʎ u	Quechua		577
4061	Taquile	bone	t u ʎ u	Quechua		577
4062	Tarma	bone	t u l u	Quechua		577
4063	Troje	bone	t u ʒ u	Quechua		577
4065	Wari	bone	t u ʎ u	Quechua		577
4066	Yanac	bone	t u ʎ u	Quechua		577
7213	Azuay	bone	t u ʎ u	Quechua		577
7347	Jauja	bone	t u ʎ u	Quechua		577
6735	Apuri	branch	tʃ a p ɾ a	Quechua		617
6736	Apurimac	branch	p a ʎ q a	Quechua		199
6737	Atalla	branch	tʃ a p r a	Quechua		617
6738	Ayacucho	branch	k a ʎ m a	Quechua		616
6739	Bobonaza	branch	p a ʎ k a	Quechua		199
6740	Cacra-Hongos	branch	tʃ a p l a	Quechua		617
6742	Chetilla	branch	r i k r a	Quechua		806
6743	Curva	branch	tʃʼ a p r a	Quechua		617
6744	Cuzco	branch	kʼ a ʎ m a	Quechua		616
6746	Huallaga	branch	tʃ a p s a	Quechua		617
6747	Huanca	branch	tʃ a p l a	Quechua		617
6749	Huangascar	branch	tʃ a p ɾ a	Quechua		617
6750	Imbabura	branch	m a l k i	Quechua		619
6751	Inkawasi	branch	r i k r a	Quechua		806
6755	Lincha-Tana	branch	tʃ a p ɾ a	Quechua		617
6756	Maragua	branch	tʃʼ a χ r a	Quechua		617
6757	Napo	branch	p a ʎ k a	Quechua		199
6762	Putumayo	branch	m a l x i	Quechua		619
6763	SanPedro	branch	tʃ a p ɾ a	Quechua		617
6765	Serena	branch	p a ʎ k a	Quechua		199
6767	Taquile	branch	s a tʃʼ a n	Quechua		762
6768	Troje	branch	m a ʒ k i	Quechua		619
6769	Yanac	branch	a ʈʂ a	Quechua		762
7262	Azuay	branch	k a ʎ m a	Quechua		616
7321	Azuay	branch	t a n k a	Quechua		200
7348	Jauja	branch	tʃ a p l a	Quechua		617
6354	Apuri	bread	t a n t a	Quechua		654
6355	Apurimac	bread	t a n t a	Quechua		654
6356	Arma	bread	t a n t a	Quechua		654
6357	Atalla	bread	t a n t a	Quechua		654
6358	Ayacucho	bread	t a n t a	Quechua		654
6359	Bobonaza	bread	t a n d a	Quechua		654
6360	Cacra-Hongos	bread	t a n t a	Quechua		654
6361	Chachapoyas	bread	t a n d a	Quechua		654
6362	Chacpar	bread	t a n t a	Quechua		654
6363	Chetilla	bread	t a n d a	Quechua		654
6365	Curva	bread	tʼ a n t a	Quechua		654
6366	Cuzco	bread	tʼ a n t a	Quechua		654
6368	Huallaga	bread	t a n t a	Quechua		654
6369	Huanca	bread	t a n t a	Quechua		654
6371	Huangascar	bread	t a n t a	Quechua		654
6372	HuarazHuailas	bread	t a ɲ t a	Quechua		654
6373	Imbabura	bread	t a n d a	Quechua		654
6374	Inkawasi	bread	t a n d a	Quechua		654
6377	Lamas	bread	t a n d a	Quechua		654
6378	Laraos	bread	t a n t a	Quechua		654
6379	Lincha-Tana	bread	t a n t a	Quechua		654
6380	Maragua	bread	tʼ a n t a	Quechua		654
6381	Napo	bread	t a n d a	Quechua		654
6382	Pacaraos	bread	t a n t a	Quechua		654
6383	Pocona	bread	tʼ a n t a	Quechua		654
6385	Puno	bread	tʼ a n t a	Quechua		654
6386	Putumayo	bread	t a n d a	Quechua		654
6387	Raimondi	bread	t a ɲ t a	Quechua		654
6388	SanPedro	bread	t a n t a	Quechua		654
6389	Santiagueno	bread	t a n t a	Quechua		654
6391	Serena	bread	t a n d a	Quechua		654
6393	Taquile	bread	tʼ a n t a	Quechua		654
6394	Tarma	bread	t a n t a	Quechua		654
6395	Troje	bread	t a n d a	Quechua		654
6396	Wari	bread	t a ɲ t a	Quechua		654
6397	Yanac	bread	t a n t a	Quechua		654
7255	Azuay	bread	t a n d a	Quechua		654
7349	Jauja	bread	t a n t a	Quechua		654
4261	Apuri	breast	tʃ i tʃ i	Quechua		692
4262	Apuri	breast	ɲ u ɲ u	Quechua		693
4263	Apurimac	breast	ɲ u ɲ u	Quechua		693
4264	Arma	breast	ɲ u ɲ u	Quechua		693
4265	Arma	breast	tʃ i tʃ i	Quechua		692
4266	Atalla	breast	ɲ u ɲ u	Quechua		693
4267	Ayacucho	breast	ɲ u ɲ u	Quechua		693
4268	Bobonaza	breast	tʃ u tʃ u	Quechua		692
4269	Cacra-Hongos	breast	tʃ i tʃ i	Quechua		692
4270	Cacra-Hongos	breast	ɲ u ɲ u	Quechua		693
4271	Chachapoyas	breast	tʃ u tʃ u	Quechua		692
4272	Chachapoyas	breast	ɲ u ɲ u	Quechua		693
4273	Chacpar	breast	tʃ u tʃ u	Quechua		692
4274	Chetilla	breast	tʃ u tʃ u	Quechua		692
4277	Curva	breast	ɲ u ɲ u	Quechua		693
4278	Cuzco	breast	ɲ u ɲ u	Quechua		693
4280	Huallaga	breast	tʃ u tʃ u	Quechua		692
4281	Huallaga	breast	tʃ i tʃ i	Quechua		692
4282	Huanca	breast	ɲ u ɲ u	Quechua		693
4283	Jauja	breast	tʃ u tʃ u	Quechua		692
4285	Huangascar	breast	tʃ i tʃ i	Quechua		692
4286	Huangascar	breast	ɲ u ɲ u	Quechua		693
4287	HuarazHuailas	breast	ɳ u ɳ u	Quechua		693
4288	Imbabura	breast	tʃ u tʃ u	Quechua		692
4289	Inkawasi	breast	ɲ u ɲ u	Quechua		693
4292	Lamas	breast	tʃ u tʃ u	Quechua		692
4293	Lamas	breast	ɲ u ɲ u	Quechua		693
4294	Laraos	breast	ɲ u ɲ u	Quechua		693
4295	Lincha-Tana	breast	tʃ i tʃ i	Quechua		692
4296	Lincha-Tana	breast	ɲ u ɲ u	Quechua		693
4297	Maragua	breast	ɲ u ɲ u	Quechua		693
4298	Napo	breast	tʃ u tʃ u	Quechua		692
4299	Pacaraos	breast	tʃ u tʃ u	Quechua		692
4300	Pastaza	breast	tʃ u tʃ u	Quechua		692
4301	Pocona	breast	ɲ u ɲ u	Quechua		693
4303	Puno	breast	ɲ u ɲ u	Quechua		693
4304	Putumayo	breast	tʃ u tʃ u	Quechua		692
4305	Raimondi	breast	ɳ u ɳ u	Quechua		693
4306	SanPedro	breast	tʃ i tʃ i	Quechua		692
4307	SanPedro	breast	ɲ u ɲ u	Quechua		693
4308	Santiagueno	breast	ɲ u ɲ u	Quechua		693
4310	Serena	breast	tʃ u tʃ u	Quechua		692
4312	Taquile	breast	ɲ u ɲ u	Quechua		693
4313	Tarma	breast	tʃ u tʃ u	Quechua		692
4314	Troje	breast	tʃ u tʃ u	Quechua		692
4315	Wari	breast	ɳ u ɳ u	Quechua		693
7218	Azuay	breast	q i n ʒ u	Quechua		690
7322	Azuay	breast	p u g ɾ u	Quechua		180
7459	Huanca	breast	tʃ i tʃ i	Quechua		692
5138	Apuri	brother (man's)	w au q i	Quechua		736
5139	Apurimac	brother (man's)	w au q e	Quechua		736
5140	Arma	brother (man's)	w au χ i	Quechua		736
5141	Atalla	brother (man's)	w au χ i	Quechua		736
5142	Ayacucho	brother (man's)	w au χ e	Quechua		736
5143	Bobonaza	brother (man's)	w au k i	Quechua		736
5144	Cacra-Hongos	brother (man's)	w au q i	Quechua		736
5145	Chachapoyas	brother (man's)	w au k i	Quechua		736
5146	Chacpar	brother (man's)	w au q i	Quechua		736
5147	Chetilla	brother (man's)	m a s a	Quechua		657
5149	Curva	brother (man's)	w au q i	Quechua		736
5150	Cuzco	brother (man's)	w ai q i	Quechua		736
