ID	ID	ALIGNMENT	COGIDS	CONCEPT	DOCULECT	FORM	TOKENS	BORROWING	SOURCE	SUBGROUP
6029		u r q u	4106	mountain	Cuzco	urqu	u r q u		heggarty2005	Quechua
6030		u r χ u	4106	mountain	CuzquenoAntiguo	orcco	u r χ u		holguin1608	Quechua
6031		h i r k a	195	mountain	Huallaga	hirka	h i r k a		heggarty2005	Quechua
6032		u l ʔ u	4106	mountain	Huanca	ulqu	u l ʔ u		cerron1976	Quechua
6033		q u ʎ u	243	mountain	Huancane	quλu	q u ʎ u		heggarty2005	Aymara
6034		o ɾ q u	4106	mountain	Huangascar	urqu	o ɾ q u		shimelman2017	Quechua
6035		x i ɾ k a	195	mountain	HuarazHuailas	hirka	x i ɾ k a		parkerchavez1976	Quechua
6036		u ɾ k u	4106	mountain	Imbabura	urku	u ɾ k u		gomez2009	Quechua
6037		χ a ʁ a	38	mountain	Inkawasi	χaγa	χ a ʁ a	aymara	heggarty2005	Quechua
6038		oː χ sʰ a	4107	mountain	Iruhito	ó:χsʰá	oː χ sʰ a		cerron2016	Uru-Chipaya
6039		q aː q a	193	mountain	Jaqaru	qa:qa	q aː q a		heggarty2005	Aymara
6040		q a q a	193	mountain	Kawki	qaqa	q a q a		heggarty2005	Aymara
6041		u r k u	4106	mountain	Lamas	urku	u r k u		taylor2006	Quechua
6042		u r q u	4106	mountain	Laraos	urqu	u r q u		heggarty2005	Quechua
6043		o ɾ q u	4106	mountain	Lincha-Tana	urqu	o ɾ q u		shimelman2017	Quechua
6044		u r q u	4106	mountain	Maragua	urqu	u r q u		heggarty2005	Quechua
6045		u r k u	4106	mountain	Napo	urcu	u r k u		orrwrisley1981	Quechua
6046		x i ɾ k a	195	mountain	Pacaraos	hirka	x i ɾ k a		adelaar1982	Quechua
6047		u r k u	4106	mountain	Pastaza	urcu	u r k u		landerman1973	Quechua
6048		u r ʁ u	4106	mountain	Pocona	urγu	u r ʁ u		heggarty2005	Quechua
6049		q u ʎ u	243	mountain	Puki	quλu	q u ʎ u		heggarty2005	Aymara
6050		u r q u	4106	mountain	Puno	urqu	u r q u		heggarty2005	Quechua
6051		s a tʃ u k u	4108	mountain	Putumayo	sachucu	s a tʃ u k u		tandioy1978	Quechua
6052		x i ɾ k a	195	mountain	Raimondi	hirka	x i ɾ k a		parkerchavez1976	Quechua
6053		o ɾ q u	4106	mountain	SanPedro	urqu	o ɾ q u		shimelman2017	Quechua
6054		o ɾ q o	4106	mountain	Santiagueno	orqo	o ɾ q o		juanatey2021	Quechua
6055		u r k o	4106	mountain	SantoTomas	vrco	u r k o		santotomas1951	Quechua
6056		k a k a	38	mountain	SantoTomas	caca	k a k a	aymara	santotomas1951	Quechua
6057		u r k u	4106	mountain	Serena	urku	u r k u		heggarty2005	Quechua
6058		q u ʎ u	243	mountain	Sullkatiti	quλu	q u ʎ u		heggarty2005	Aymara
6059		u r q u	4106	mountain	Taquile	urqu	u r q u		heggarty2005	Quechua
6060		x i ɾ k a	195	mountain	Tarma	hirka	x i ɾ k a		adelaar1977	Quechua
6061		u r k u	4106	mountain	Troje	urku	u r k u		heggarty2005	Quechua
6062		oː χ s ai	4107	mountain	Tsimu	ó:χsái	oː χ s ai		cerron2016	Uru-Chipaya
6063		x i ɾ k a	195	mountain	Wari	hirka	x i ɾ k a		parkerchavez1976	Quechua
6064		q a q a	38	mountain	Yanac	qaqa	q a q a	aymara	heggarty2005	Quechua
6065		n i n a	1887	fire	Anonimo	nina	n i n a		valera1586	Quechua
6066		n i n a	1887	fire	Apuri	nina	n i n a		shimelman2017	Quechua
6067		n i n a	1887	fire	Apurimac	nina	n i n a		camacho2007	Quechua
6068		n i n a	1887	fire	Arma	nina	n i n a		galvez2003	Quechua
6069		n i n a	1887	fire	Atalla	nina	n i n a		heggarty2005	Quechua
6070		n i n a	1887	fire	Ayacucho	nina	n i n a		soto1976	Quechua
6071		n i n a	1887	fire	Bobonaza	nina	n i n a		orrwrisley1981	Quechua
6072		n i n a	1887	fire	Cacra-Hongos	nina	n i n a		shimelman2017	Quechua
6073		n i n a	1887	fire	Chachapoyas	nina	n i n a		taylor2006	Quechua
6074		n i n a	1887	fire	Chacpar	nina	n i n a		heggarty2005	Quechua
6075		n i n a	1887	fire	Chetilla	nina	n i n a		heggarty2005	Quechua
6076		z h q e t i	1888	fire	Chipaya	zhqeti	z h q e t i		heggarty2005	Uru-Chipaya
6077		n i n a	1887	fire	Curva	nina	n i n a		heggarty2005	Quechua
6078		n i n a	1887	fire	Cuzco	nina	n i n a		heggarty2005	Quechua
6079		n i n a	1887	fire	CuzquenoAntiguo	nina	n i n a		holguin1608	Quechua
6080		n i n a	1887	fire	Huallaga	nina	n i n a		heggarty2005	Quechua
6081		n i n a	1887	fire	Huanca	nina	n i n a		cerron2018	Quechua
6082		n i n a	327	fire	Huancane	nina	n i n a		heggarty2005	Aymara
6083		n i n a	1887	fire	Huangascar	nina	n i n a		shimelman2017	Quechua
6084		ɲ i ɲ a	1887	fire	HuarazHuailas	nina	ɲ i ɲ a		parkerchavez1976	Quechua
6085		n i n a	1887	fire	Imbabura	nina	n i n a		gomez2009	Quechua
6086		n i n a	1887	fire	Inkawasi	nina	n i n a		heggarty2005	Quechua
6087		uː χ -	1889	fire	Iruhito	ú:χ	uː χ		cerron2016	Uru-Chipaya
6088		n i n a	327	fire	Jaqaru	nina	n i n a		heggarty2005	Aymara
6089		n i n a	327	fire	Kawki	nina	n i n a		heggarty2005	Aymara
6090		n i n a	1887	fire	Lamas	nina	n i n a		taylor2006	Quechua
6091		n i n a	1887	fire	Laraos	nina	n i n a		heggarty2005	Quechua
6092		n i n a	1887	fire	Lincha-Tana	nina	n i n a		shimelman2017	Quechua
6093		n i n a	1887	fire	Maragua	nina	n i n a		heggarty2005	Quechua
6094		n i n a	1887	fire	Napo	nina	n i n a		orrwrisley1981	Quechua
6095		n i n a	1887	fire	Pacaraos	nina	n i n a		adelaar1982	Quechua
6096		n i n a	1887	fire	Pastaza	nina	n i n a		landerman1973	Quechua
6097		n i n a	1887	fire	Pocona	nina	n i n a		heggarty2005	Quechua
6098		n i n a	327	fire	Puki	nina	n i n a		heggarty2005	Aymara
6099		n i n a	1887	fire	Puno	nina	n i n a		heggarty2005	Quechua
6100		n i n a	1887	fire	Putumayo	nina	n i n a		tandioy1978	Quechua
6101		ɲ i ɲ a	1887	fire	Raimondi	nina	ɲ i ɲ a		parkerchavez1976	Quechua
6102		n i n a	1887	fire	SanPedro	nina	n i n a		shimelman2017	Quechua
6103		n i n a	1887	fire	Santiagueno	nina	n i n a		juanatey2021	Quechua
6104		n i n a	1887	fire	SantoTomas	nina	n i n a		santotomas1951	Quechua
6105		n i n a	1887	fire	Serena	nina	n i n a		heggarty2005	Quechua
6106		n i n a	327	fire	Sullkatiti	nina	n i n a		heggarty2005	Aymara
6107		n i n a	1887	fire	Taquile	nina	n i n a		heggarty2005	Quechua
6108		n i n a	1887	fire	Tarma	nina	n i n a		adelaar1977	Quechua
6109		n i n a	1887	fire	Troje	nina	n i n a		heggarty2005	Quechua
6110		oː χ i	1889	fire	Tsimu	ó:χi	oː χ i		cerron2016	Uru-Chipaya
6111		ɲ i ɲ a	1887	fire	Wari	nina	ɲ i ɲ a		parkerchavez1976	Quechua
6112		n i n a	1887	fire	Yanac	nina	n i n a		heggarty2005	Quechua
6113		k ɔ s̺ n i	5991	smoke	Anonimo	coʃni	k ɔ s̺ n i		valera1586	Quechua
6114		h u ʃ t a	276	smoke	Apuri	hushta	h u ʃ t a		shimelman2017	Quechua
6115		q o s ɲ i	5991	smoke	Apurimac	qosñi	q o s ɲ i		camacho2007	Quechua
6116		χ u s n i	5991	smoke	Arma	qusni	χ u s n i		galvez2003	Quechua
6117		χ u s ɲ i	5991	smoke	Atalla	χu.sñi	χ u s ɲ i		heggarty2005	Quechua
6118		χ o s n i	5991	smoke	Ayacucho	qosni	χ o s n i		soto1976	Quechua
6119		k u ʃ n i	5991	smoke	Bobonaza	cushni	k u ʃ n i		orrwrisley1981	Quechua
6120		h u ʃ t a	276	smoke	Cacra-Hongos	hushta	h u ʃ t a		shimelman2017	Quechua
6121		k u s n i	5991	smoke	Chachapoyas	kusni	k u s n i		taylor2006	Quechua
6122		q u ʃ ɲ i	5991	smoke	Chacpar	qu.šñi	q u ʃ ɲ i		heggarty2005	Quechua
6123		q u n d ai	276	smoke	Chetilla	qu.nday	q u n d ai		heggarty2005	Quechua
6124		z h q e t i	5995	smoke	Chipaya	zhqeti	z h q e t i		heggarty2005	Uru-Chipaya
6125		qʼ u s ɲ i	5991	smoke	Curva	q'u.sñi	qʼ u s ɲ i		heggarty2005	Quechua
6126		qʼ u s ɲ i	5991	smoke	Cuzco	q'u.sñi	qʼ u s ɲ i		heggarty2005	Quechua
6127		k u s n i	5991	smoke	CuzquenoAntiguo	kozni	k u s n i		holguin1608	Quechua
6128		q u ʃ t ai	276	smoke	Huallaga	qu.štay	q u ʃ t ai		heggarty2005	Quechua
6129		h u n t ai	276	smoke	Jauja	huntay	h u n t ai		cerron1976	Quechua
6130		h u n t ai	276	smoke	Huanca	huntay	h u n t ai		cerron1976	Quechua
6131		h u qʼ i	5993	smoke	Huancane	huq'i	h u qʼ i		heggarty2005	Aymara
6132		h u ʃ t a	276	smoke	Huangascar	hushta	h u ʃ t a		shimelman2017	Quechua
6133		q o s n i	5991	smoke	HuarazHuailas	qoshni	q o s n i		parkerchavez1976	Quechua
6134		k u ʃ n i	5991	smoke	Imbabura	kushni	k u ʃ n i		gomez2009	Quechua
6135		χ u n d ai	276	smoke	Inkawasi	χu.nday	χ u n d ai		heggarty2005	Quechua
6136		tsʼ u s q i	5996	smoke	Jaqaru	ts'usqi	tsʼ u s q i		heggarty2005	Aymara
6137		tsʼ u s q i	5996	smoke	Jaqaru	ts'usqi	tsʼ u s q i		heggarty2005	Aymara
6138		ʈʂ’ u s q i	5996	smoke	Kawki	ĉ'usqi	ʈʂ’ u s q i		heggarty2005	Aymara
6139		tsʼ u s q i	5996	smoke	Kawki	ts'usqi	tsʼ u s q i		heggarty2005	Aymara
6140		k u s n i	5991	smoke	Lamas	kusni	k u s n i		taylor2006	Quechua
6141		q u ʃ n i	5991	smoke	Laraos	qu.šni	q u ʃ n i		heggarty2005	Quechua
6142		h u ʃ t a	276	smoke	Lincha-Tana	hushta	h u ʃ t a		shimelman2017	Quechua
6143		qʼ u s ɲ i	5991	smoke	Maragua	q'u.sñi	qʼ u s ɲ i		heggarty2005	Quechua
6144		k u ʃ n i	5991	smoke	Napo	cushni	k u ʃ n i		orrwrisley1981	Quechua
6145		χ o j - ai	276	smoke	Pacaraos	quyay	χ o j ai		adelaar1982	Quechua
6146		k u ʃ n i	5991	smoke	Pastaza	cushni	k u ʃ n i		landerman1973	Quechua
6147		qʼ u ʃ ɲ i	5991	smoke	Pocona	q'u.šñi	qʼ u ʃ ɲ i		heggarty2005	Quechua
6148		h i qʼ i	5993	smoke	Puki	hiq'i	h i qʼ i		heggarty2005	Aymara
6149		qʼ u ʃ ɲ i	5991	smoke	Puno	q'u.šñi	qʼ u ʃ ɲ i		heggarty2005	Quechua
6150		k u s n i	5991	smoke	Putumayo	cusni	k u s n i		tandioy1978	Quechua
6151		h u ʃ t a	276	smoke	SanPedro	hushta	h u ʃ t a		shimelman2017	Quechua
6152		q o s n i	5991	smoke	Santiagueno	qosni	q o s n i		juanatey2021	Quechua
6153		k o s - i	5991	smoke	SantoTomas	cozii	k o s i		santotomas1951	Quechua
6154		q o n d a	276	smoke	SantoTomas	quonda	q o n d a		santotomas1951	Quechua
6155		k u ʃ ɲ i	5991	smoke	Serena	ku.šñi	k u ʃ ɲ i		heggarty2005	Quechua
6156		h i qʼ i	5993	smoke	Sullkatiti	hiq'i	h i qʼ i		heggarty2005	Aymara
6157		qʼ u s n i	5991	smoke	Taquile	q'u.sni	qʼ u s n i		heggarty2005	Quechua
6158		χ o ʂ ʈʂ i	276	smoke	Tarma	xušĉi	χ o ʂ ʈʂ i		adelaar1977	Quechua
6159		k u ʃ n i	5991	smoke	Troje	ku.šni	k u ʃ n i		heggarty2005	Quechua
6160		q o ʃ t ai	276	smoke	Wari	qoshtay	q o ʃ t ai		parkerchavez1976	Quechua
6161		q u n t e	276	smoke	Yanac	qu.nte	q u n t e		heggarty2005	Quechua
6162		u tʃ - p a	1	ash	Anonimo	vchpa	u tʃ p a		valera1586	Quechua
6163		u ʈ - p a	1	ash	Apuri	utrpa	u ʈ p a		shimelman2017	Quechua
6164		u s - p a	1	ash	Apurimac	uspa	u s p a		camacho2007	Quechua
6165		u tʃ - p a	1	ash	Arma	uchpa	u tʃ p a		galvez2003	Quechua
6166		u tʃ - p a	1	ash	Atalla	učpa	u tʃ p a		heggarty2005	Quechua
6167		u tʃ - p a	1	ash	Ayacucho	uchpa	u tʃ p a		soto1976	Quechua
6168		u ʃ - p a	1	ash	Bobonaza	ushpa	u ʃ p a		orrwrisley1981	Quechua
6169		u ʈ - p a	1	ash	Cacra-Hongos	utrpa	u ʈ p a		shimelman2017	Quechua
6170		u ʈʂ - p a	1	ash	Chachapoyas	uĉpa	u ʈʂ p a		taylor2006	Quechua
6171		u tʃ - p a	1	ash	Chacpar	učpa	u tʃ p a		heggarty2005	Quechua
6172		u ʂ - p a	1	ash	Chetilla	uŝpa	u ʂ p a		heggarty2005	Quechua
6173		qʰ u - p -	2	ash	Chipaya	qhup	qʰ u p		heggarty2005	Uru-Chipaya
6174		u tʃ - pʰ a	1	ash	Curva	učpha	u tʃ pʰ a		heggarty2005	Quechua
6175		u s - pʰ a	1	ash	Cuzco	uspha	u s pʰ a		heggarty2005	Quechua
6176		u tʃ - p a	1	ash	CuzquenoAntiguo	vchpa	u tʃ p a		holguin1608	Quechua
6177		u tʃ - p a	1	ash	Huallaga	učpa	u tʃ p a		heggarty2005	Quechua
6178		u ʈʂ - p a	1	ash	Huanca	utrpa	u ʈʂ p a		cerron2018	Quechua
6179		qʰ i ʎ - a	2	ash	Huancane	qhiλa	qʰ i ʎ a		heggarty2005	Aymara
6180		u ʈ - p a	1	ash	Huangascar	utrpa	u ʈ p a		shimelman2017	Quechua
6181		u tʃ - p a	1	ash	HuarazHuailas	uchpa	u tʃ p a		parkerchavez1976	Quechua
6182		u tʃ u f a	1	ash	Imbabura	uchufa	u tʃ u f a		gomez2009	Quechua
6183		u ʈʂ - p a	1	ash	Inkawasi	uĉpa	u ʈʂ p a		heggarty2005	Quechua
6184		k i ʎ - a	2	ash	Iruhito	kílya	k i ʎ a		cerron2016	Uru-Chipaya
6185		qʰ i ʎ p i	2	ash	Jaqaru	qhiλpi	qʰ i ʎ p i		heggarty2005	Aymara
6186		qʰ i ʎ p i	2	ash	Kawki	qhiλpi	qʰ i ʎ p i		heggarty2005	Aymara
6187		u tʃ - p a	1	ash	Lamas	uchpa	u tʃ p a		taylor2006	Quechua
6188		u ʈʂ - p a	1	ash	Laraos	uĉpa	u ʈʂ p a		heggarty2005	Quechua
6189		u ʈ - p a	1	ash	Lincha-Tana	utrpa	u ʈ p a		shimelman2017	Quechua
6190		u ʃ - pʰ a	1	ash	Maragua	ušpha	u ʃ pʰ a		heggarty2005	Quechua
6191		u ʃ - p a	1	ash	Napo	ushpa	u ʃ p a		orrwrisley1981	Quechua
6192		u ʈʂ - p a	1	ash	Pacaraos	utrpa	u ʈʂ p a		adelaar1982	Quechua
6193		u tʃ - p a	1	ash	Pastaza	uchpa	u tʃ p a		landerman1973	Quechua
6194		u ʃ - pʰ a	1	ash	Pocona	ušpha	u ʃ pʰ a		heggarty2005	Quechua
6195		qʰ i ʎ - a	2	ash	Puki	qhiλa	qʰ i ʎ a		heggarty2005	Aymara
6196		u s - pʰ a	1	ash	Puno	uspha	u s pʰ a		heggarty2005	Quechua
6197		u tʃ - p a	1	ash	Putumayo	uchpa	u tʃ p a		tandioy1978	Quechua
6198		u tʃ - p a	1	ash	Raimondi	uchpa	u tʃ p a		parkerchavez1976	Quechua
6199		u ʈ - p a	1	ash	SanPedro	utrpa	u ʈ p a		shimelman2017	Quechua
6200		u ʃ - p a	1	ash	Santiagueno	ushpa	u ʃ p a		juanatey2021	Quechua
6201		u χ - p a	1	ash	SantoTomas	vxpa	u χ p a		santotomas1951	Quechua
6202		u ʃ - p a	1	ash	Serena	ušpa	u ʃ p a		heggarty2005	Quechua
6203		qʰ i ʎ - a	2	ash	Sullkatiti	qhiλa	qʰ i ʎ a		heggarty2005	Aymara
6204		u ʃ - pʰ a	1	ash	Taquile	ušpha	u ʃ pʰ a		heggarty2005	Quechua
6206		u ʃ - p a	1	ash	Troje	ušpa	u ʃ p a		heggarty2005	Quechua
6207		k iː ʎ - a	2	ash	Tsimu	kí:lya	k iː ʎ a		cerron2016	Uru-Chipaya
6208		u tʃ - p a	1	ash	Wari	uchpa	u tʃ p a		parkerchavez1976	Quechua
6209		u tʃ - p a	1	ash	Yanac	učpa	u tʃ p a		heggarty2005	Quechua
6210		r u m i	6287	stone	Anonimo	rumi	r u m i		valera1586	Quechua
6211		ɾ u m i	6287	stone	Apuri	rumi	ɾ u m i		shimelman2017	Quechua
6212		r u m i	6287	stone	Apurimac	rumi	r u m i		camacho2007	Quechua
6213		ɾ u m i	6287	stone	Arma	rumi	ɾ u m i		galvez2003	Quechua
6214		r u m i	6287	stone	Atalla	rumi	r u m i		heggarty2005	Quechua
6215		ɾ u m i	6287	stone	Ayacucho	rumi	ɾ u m i		soto1976	Quechua
6216		r u m i	6287	stone	Bobonaza	rumi	r u m i		orrwrisley1981	Quechua
6217		l u m i	6287	stone	Cacra-Hongos	rumi	l u m i		shimelman2017	Quechua
6218		r u m i	6287	stone	Chachapoyas	rumi	r u m i		taylor2006	Quechua
6219		r u m i	6287	stone	Chacpar	rumi	r u m i		heggarty2005	Quechua
6220		r u m i	6287	stone	Chetilla	rumi	r u m i		heggarty2005	Quechua
6221		m a z -	6288	stone	Chipaya	maz	m a z		heggarty2005	Uru-Chipaya
6222		r u m i	6287	stone	Curva	rumi	r u m i		heggarty2005	Quechua
6223		r u m i	6287	stone	Cuzco	rumi	r u m i		heggarty2005	Quechua
6224		r u m i	6287	stone	CuzquenoAntiguo	rumi	r u m i		holguin1608	Quechua
6225		r u m i	6287	stone	Huallaga	rumi	r u m i		heggarty2005	Quechua
6226		l u m i	6287	stone	Huanca	lumi	l u m i		cerron2018	Quechua
6228		q a l a	6289	stone	Huancane	qala	q a l a		heggarty2005	Aymara
6229		ɾ u m i	6287	stone	Huangascar	rumi	ɾ u m i		shimelman2017	Quechua
6230		ɾ u m i	6287	stone	HuarazHuailas	rumi	ɾ u m i		parkerchavez1976	Quechua
6231		ɾ u m i	6287	stone	Imbabura	rumi	ɾ u m i		gomez2009	Quechua
6232		r̝ u m i	6287	stone	Inkawasi	řumi	r̝ u m i		heggarty2005	Quechua
6233		m a s i	6288	stone	Iruhito	mási	m a s i		cerron2016	Uru-Chipaya
6234		q a l a	6289	stone	Jaqaru	qala	q a l a		heggarty2005	Aymara
6235		q a l a	6289	stone	Kawki	qala	q a l a		heggarty2005	Aymara
6236		r u m i	6287	stone	Lamas	rumi	r u m i		taylor2006	Quechua
6237		r u m i	6287	stone	Laraos	rumi	r u m i		heggarty2005	Quechua
6238		l u m i	6287	stone	Lincha-Tana	rumi	l u m i		shimelman2017	Quechua
6239		r̝ u m i	6287	stone	Maragua	řumi	r̝ u m i		heggarty2005	Quechua
6240		r u m i	6287	stone	Napo	rumi	r u m i		orrwrisley1981	Quechua
6241		r u m ai	6287	stone	Pacaraos	rrumay	r u m ai		adelaar1982	Quechua
6242		r u m i	6287	stone	Pacaraos	rrumi	r u m i		adelaar1982	Quechua
6243		ɾ u m i	6287	stone	Pastaza	ɾumi	ɾ u m i		landerman1973	Quechua
6244		r u m i	6287	stone	Pocona	rumi	r u m i		heggarty2005	Quechua
6245		q a l a	6289	stone	Puki	qala	q a l a		heggarty2005	Aymara
6246		r u m i	6287	stone	Puno	rumi	r u m i		heggarty2005	Quechua
6247		r u m i	6287	stone	Putumayo	rumi	r u m i		tandioy1978	Quechua
6248		ɾ u m i	6287	stone	Raimondi	rumi	ɾ u m i		parkerchavez1976	Quechua
6249		ɾ u m i	6287	stone	SanPedro	rumi	ɾ u m i		shimelman2017	Quechua
6250		ɾ u m i	6287	stone	Santiagueno	rumi	ɾ u m i		juanatey2021	Quechua
6251		r u m i	6287	stone	SantoTomas	rumi	r u m i		santotomas1951	Quechua
6252		r u m i	6287	stone	Serena	rumi	r u m i		heggarty2005	Quechua
6253		q a l a	6289	stone	Sullkatiti	qala	q a l a		heggarty2005	Aymara
6254		r u m i	6287	stone	Taquile	rumi	r u m i		heggarty2005	Quechua
6255		ʐ u m i	6287	stone	Tarma	rumi	ʐ u m i		adelaar1977	Quechua
6256		r u m i	6287	stone	Troje	rumi	r u m i		heggarty2005	Quechua
6257		m aː s i	6288	stone	Tsimu	má:si	m aː s i		cerron2016	Uru-Chipaya
6258		ɾ u m i	6287	stone	Wari	rumi	ɾ u m i		parkerchavez1976	Quechua
6259		r u m i	6287	stone	Yanac	rumi	r u m i		heggarty2005	Quechua
6260		t i j u	5285	sand	Anonimo	tiu	t i j u		valera1586	Quechua
6261		a k ɔ -	5286	sand	Anonimo	aco	a k ɔ		valera1586	Quechua
6262		a q o -	5286	sand	Apuri	aqu	a q o		shimelman2017	Quechua
6263		a q o -	5286	sand	Apurimac	aqo	a q o		camacho2007	Quechua
6264		a χ u -	5286	sand	Arma	aqu	a χ u		galvez2003	Quechua
6265		a χ u -	5286	sand	Atalla	aχu	a χ u		heggarty2005	Quechua
6266		a χ o -	5286	sand	Ayacucho	aqo	a χ o		soto1976	Quechua
6268		a q o -	5286	sand	Cacra-Hongos	aqu	a q o		shimelman2017	Quechua
6269		t i j u	5285	sand	Chachapoyas	tiyu	t i j u		taylor2006	Quechua
6270		a r e n a	5288	sand	Chacpar	arena	a r e n a	esp	heggarty2005	Quechua
6271		a ʁ u -	5286	sand	Chetilla	aγu	a ʁ u		heggarty2005	Quechua
6272		pʰ i l a	188	sand	Chipaya	phila	pʰ i l a		heggarty2005	Uru-Chipaya
6273		a q u -	5286	sand	Curva	aqu	a q u		heggarty2005	Quechua
6274		a q u -	5286	sand	Cuzco	aqu	a q u		heggarty2005	Quechua
6275		t i j u	5285	sand	CuzquenoAntiguo	ttiu	t i j u		holguin1608	Quechua
6276		a χ u -	5286	sand	CuzquenoAntiguo	acco	a χ u		holguin1608	Quechua
6277		a q u ʃ	5286	sand	Huallaga	aqu.š	a q u ʃ		heggarty2005	Quechua
6278		a ʔ u -	5286	sand	Huanca	aqu	a ʔ u		cerron1976	Quechua
6279		a q u -	328	sand	Huancane	aqu	a q u		heggarty2005	Aymara
6280		a q o -	5286	sand	Huangascar	aqu	a q o		shimelman2017	Quechua
6281		a ʎ p a	5287	sand	HuarazHuailas	allpa	a ʎ p a		parkerchavez1976	Quechua
6282		t i j u	5285	sand	Imbabura	tiyu	t i j u		gomez2009	Quechua
6283		a ʁ u -	5286	sand	Inkawasi	aγu	a ʁ u		heggarty2005	Quechua
6284		p i: l a	188	sand	Iruhito	pí:la	p i: l a		cerron2016	Uru-Chipaya
6285		a q u -	328	sand	Jaqaru	aqu	a q u		heggarty2005	Aymara
6286		a q u -	328	sand	Kawki	aqu	a q u		heggarty2005	Aymara
6287		t i j u	5285	sand	Lamas	tiyu	t i j u		taylor2006	Quechua
6288		a q u -	5286	sand	Laraos	aqu	a q u		heggarty2005	Quechua
6289		a q o -	5286	sand	Lincha-Tana	aqu	a q o		shimelman2017	Quechua
6290		tʼ i j u	5285	sand	Maragua	t'iyu	tʼ i j u		heggarty2005	Quechua
6292		t i j u	5285	sand	Pastaza	tiyu	t i j u		landerman1973	Quechua
6293		tʼ i j u	5285	sand	Pocona	t'iyu	tʼ i j u		heggarty2005	Quechua
6294		tʃʼ a ʎ a	228	sand	Puki	č'aλa	tʃʼ a ʎ a		heggarty2005	Aymara
6295		a q u -	5286	sand	Puno	aqu	a q u		heggarty2005	Quechua
6296		a ʎ p a	5287	sand	Raimondi	allpa	a ʎ p a		parkerchavez1976	Quechua
6297		a q o -	5286	sand	SanPedro	aqu	a q o		shimelman2017	Quechua
6298		t i j u	5285	sand	Santiagueno	tiyu	t i j u		juanatey2021	Quechua
6299		t i j o	5285	sand	SantoTomas	tyo	t i j o		santotomas1951	Quechua
6300		ts a ts a	229	sand	Serena	tsatsa	ts a ts a		heggarty2005	Quechua
6301		tʃʼ a ʎ a	228	sand	Sullkatiti	č'aλa	tʃʼ a ʎ a		heggarty2005	Aymara
6302		a q u -	5286	sand	Taquile	aqu	a q u		heggarty2005	Quechua
6303		ç o χ j a	230	sand	Tarma	šuxya	ç o χ j a		adelaar1977	Quechua
6304		tʰ i j u	5285	sand	Troje	thiyu	tʰ i j u		heggarty2005	Quechua
6305		t’ iː r a	188	sand	Tsimu	t’í:r̂a	t’ iː r a		cerron2016	Uru-Chipaya
6306		a ʎ p a	5287	sand	Wari	allpa	a ʎ p a		parkerchavez1976	Quechua
6307		a q u -	5286	sand	Yanac	aqu	a q u		heggarty2005	Quechua
6308		p u s a k ( - )	1458	eight	Anonimo	puçac	p u s a k		valera1586	Quechua
6309		p u s a q ( - )	1458	eight	Apuri	pusaq	p u s a q		shimelman2017	Quechua
6310		m u s a q ( - )	1458	eight	Apurimac	musaq	m u s a q		camacho2007	Quechua
6311		p u s a χ ( - )	1458	eight	Arma	pusaq	p u s a χ		galvez2003	Quechua
6312		p u s a χ ( - )	1458	eight	Atalla	pusaχ	p u s a χ		heggarty2005	Quechua
6313		p u s a χ ( - )	1458	eight	Ayacucho	pusaq	p u s a χ		soto1976	Quechua
6314		p u s a χ ( - )	1458	eight	Bobonaza	pusaj	p u s a χ		orrwrisley1981	Quechua
6315		p u s a q ( - )	1458	eight	Cacra-Hongos	pusaq	p u s a q		shimelman2017	Quechua
6316		p u s a k ( - )	1458	eight	Chachapoyas	pusak	p u s a k		taylor2006	Quechua
6317		p u w a q ( - )	1458	eight	Chacpar	puwaq	p u w a q		heggarty2005	Quechua
6318		p u s a χ ( - )	1458	eight	Chetilla	pusaχ	p u s a χ		heggarty2005	Quechua
6319		k i m s a q a ʎ ( a ) q u	388	eight	Chipaya	kimsa.qaλaqu	k i m s a q a ʎ a q u		heggarty2005	Uru-Chipaya
6320		p u s a χ ( - )	1458	eight	Curva	pusaχ	p u s a χ		heggarty2005	Quechua
6321		p u s a χ ( - )	1458	eight	Cuzco	pusaχ	p u s a χ		heggarty2005	Quechua
6322		p u s a χ ( - )	1458	eight	Huallaga	pusaχ	p u s a χ		heggarty2005	Quechua
6323		p u s a ʔ ( - )	1458	eight	Huanca	pusaq	p u s a ʔ		cerron1976	Quechua
6324		k i m s a q a l ( - ) q u	1459	eight	Huancane	kimsa.qalqu	k i m s a q a l q u		heggarty2005	Aymara
6325		p u s a q ( - )	1458	eight	Huangascar	pusaq	p u s a q		shimelman2017	Quechua
6326		p u s a k ( - )	1458	eight	Imbabura	pusak	p u s a k		gomez2009	Quechua
6327		o tʃ o	1461	eight	Inkawasi	očo	o tʃ o	esp	heggarty2005	Quechua
6328		k o n k o	186	eight	Iruhito	kónko	k o n k o		cerron2016	Uru-Chipaya
6329		k o l k o	186	eight	Iruhito	kólko	k o l k o		cerron2016	Uru-Chipaya
6330		p u s a q ( a )	329	eight	Jaqaru	pusaqa	p u s a q a		heggarty2005	Aymara
6331		p u s a q ( a )	329	eight	Kawki	pusaqa	p u s a q a		heggarty2005	Aymara
6332		p u s a k ( - )	1458	eight	Lamas	pusak	p u s a k		taylor2006	Quechua
6333		p u s a χ ( - )	1458	eight	Laraos	pusaχ	p u s a χ		heggarty2005	Quechua
