# Wordlist

# DATA
ID	ID	ALIGNMENT	COGIDS	CONCEPT	DOCULECT	FORM	TOKENS	BORROWING	SOURCE	SUBGROUP
6188		u ʈʂ - p a	1	ash	Laraos	uĉpa	u ʈʂ p a		heggarty2005	Quechua
6189		u ʈ - p a	1	ash	Lincha-Tana	utrpa	u ʈ p a		shimelman2017	Quechua
6190		u ʃ - pʰ a	1	ash	Maragua	ušpha	u ʃ pʰ a		heggarty2005	Quechua
6191		u ʃ - p a	1	ash	Napo	ushpa	u ʃ p a		orrwrisley1981	Quechua
6192		u ʈʂ - p a	1	ash	Pacaraos	utrpa	u ʈʂ p a		adelaar1982	Quechua
6193		u tʃ - p a	1	ash	Pastaza	uchpa	u tʃ p a		landerman1973	Quechua
6194		u ʃ - pʰ a	1	ash	Pocona	ušpha	u ʃ pʰ a		heggarty2005	Quechua
6196		u s - pʰ a	1	ash	Puno	uspha	u s pʰ a		heggarty2005	Quechua
6197		u tʃ - p a	1	ash	Putumayo	uchpa	u tʃ p a		tandioy1978	Quechua
6198		u tʃ - p a	1	ash	Raimondi	uchpa	u tʃ p a		parkerchavez1976	Quechua
6199		u ʈ - p a	1	ash	SanPedro	utrpa	u ʈ p a		shimelman2017	Quechua
6200		u ʃ - p a	1	ash	Santiagueno	ushpa	u ʃ p a		juanatey2021	Quechua
6202		u ʃ - p a	1	ash	Serena	ušpa	u ʃ p a		heggarty2005	Quechua
6204		u ʃ - pʰ a	1	ash	Taquile	ušpha	u ʃ pʰ a		heggarty2005	Quechua
6206		u ʃ - p a	1	ash	Troje	ušpa	u ʃ p a		heggarty2005	Quechua
6208		u tʃ - p a	1	ash	Wari	uchpa	u tʃ p a		parkerchavez1976	Quechua
6209		u tʃ - p a	1	ash	Yanac	učpa	u tʃ p a		heggarty2005	Quechua
7486		u tʃ u p a	1	ash	Azuay	uchupa	u tʃ u p a		cordero1955	Quechua
7575		u ʈʂ - p a	1	ash	Jauja	utrpa	u ʈʂ p a		cerron1976	Quechua
7734		u tʃ - p a	1	ash	Tarma	ucba	u tʃ p a		adelaar1977	Quechua
#
3870		w a ʃ a	51	back	Apuri	washa	w a ʃ a		shimelman2017	Quechua
3871		w a s a	51	back	Apurimac	wasa	w a s a		camacho2007	Quechua
3872		w a s a	51	back	Atalla	wasa	w a s a		heggarty2005	Quechua
3873		w a s a	51	back	Ayacucho	wasa	w a s a		soto1976	Quechua
3874		w a ʃ a	51	back	Bobonaza	huasha	w a ʃ a		orrwrisley1981	Quechua
3875		w a ʃ a	51	back	Cacra-Hongos	washa	w a ʃ a		shimelman2017	Quechua
3876		w a ʃ a	51	back	Chachapoyas	washa	w a ʃ a		taylor2006	Quechua
3877		w a x t a	72	back	Chacpar	waxta	w a x t a		heggarty2005	Quechua
3878		w a x t a	72	back	Chetilla	waxta	w a x t a		heggarty2005	Quechua
3880		w a s a	51	back	Curva	wasa	w a s a		heggarty2005	Quechua
3881		w a s a	51	back	Cuzco	wasa	w a s a		heggarty2005	Quechua
3883		w a χ t a	72	back	Huallaga	waχta	w a χ t a		heggarty2005	Quechua
3884		w a ʂ a	51	back	Huanca	waŝa	w a ʂ a		cerron1976	Quechua
3886		w a ʃ a	51	back	Huangascar	washa	w a ʃ a		shimelman2017	Quechua
3887		w a q t a	72	back	HuarazHuailas	waqta	w a q t a		parkerchavez1976	Quechua
3888		w a ʃ a	51	back	Imbabura	washa	w a ʃ a		gomez2009	Quechua
3889		w a χ t a	72	back	Inkawasi	waχta	w a χ t a		heggarty2005	Quechua
3893		w a ʃ a	51	back	Lamas	washa	w a ʃ a		taylor2006	Quechua
3894		w a ʃ a	51	back	Laraos	waša	w a ʃ a		heggarty2005	Quechua
3895		w a ʃ a	51	back	Lincha-Tana	washa	w a ʃ a		shimelman2017	Quechua
3896		w a s a	51	back	Maragua	wasa	w a s a		heggarty2005	Quechua
3897		w a ʃ a	51	back	Napo	huasha	w a ʃ a		orrwrisley1981	Quechua
3898		w a ʃ a	51	back	Pacaraos	washa	w a ʃ a		adelaar1982	Quechua
3899		w a ʃ a	51	back	Pastaza	washa	w a ʃ a		landerman1973	Quechua
3900		w a s a	51	back	Pocona	wasa	w a s a		heggarty2005	Quechua
3902		w a s a	51	back	Puno	wasa	w a s a		heggarty2005	Quechua
3903		w a s a	51	back	Putumayo	huasa	w a s a		tandioy1978	Quechua
3904		w a q t a	72	back	Raimondi	waqta	w a q t a		parkerchavez1976	Quechua
3905		w a ʃ a	51	back	SanPedro	washa	w a ʃ a		shimelman2017	Quechua
3906		w a s a	51	back	Santiagueno	wasa	w a s a		juanatey2021	Quechua
3908		w a ʃ a	51	back	Serena	waša	w a ʃ a		heggarty2005	Quechua
3910		w a s a	51	back	Taquile	wasa	w a s a		heggarty2005	Quechua
3911		w a ʃ a	51	back	Tarma	waša	w a ʃ a		adelaar1977	Quechua
3912		w a ʃ a	51	back	Troje	waša	w a ʃ a		heggarty2005	Quechua
3914		w a q t a	72	back	Wari	waqta	w a q t a		parkerchavez1976	Quechua
3915		w a q t a	72	back	Yanac	waqta	w a q t a		heggarty2005	Quechua
3916		w a χ t a	72	back	Yanac	waχta	w a χ t a		heggarty2005	Quechua
7444		w a ʃ a	51	back	Azuay	huasha	w a ʃ a		cordero1955	Quechua
7576		w a ʂ a	51	back	Jauja	waŝa	w a ʂ a		cerron1976	Quechua
#
552		- o ŋ q u -	99	be sick	Apuri	unqu-	o ŋ q u		shimelman2017	Quechua
553		- o n q o - + tʃ i	99 0	be sick	Apurimac	onqochi	o n q o + tʃ i		camacho2007	Quechua
554		- u ŋ χ u -	99	be sick	Arma	unqu	u ŋ χ u		galvez2003	Quechua
555		- u n ɢ u -	99	be sick	Atalla	unġu	u n ɢ u		heggarty2005	Quechua
556		- o ŋ χ o -	99	be sick	Ayacucho	onqo	o ŋ χ o		soto1976	Quechua
557		- u n g u - + tʃ i + n a	99 0 0	be sick	Bobonaza	unguchina	u n g u + tʃ i + n a		orrwrisley1981	Quechua
558		q i ʃ - - a	100	be sick	Cacra-Hongos	qisha	q i ʃ a		shimelman2017	Quechua
559		ɢ i ʃ i j a	100	be sick	Chacpar	ġišiya.	ɢ i ʃ i j a		heggarty2005	Quechua
560		q i ʃ - - a	100	be sick	Chetilla	qiyša.	q i ʃ a		heggarty2005	Quechua
563		- u n q u -	99	be sick	Curva	unqu	u n q u		heggarty2005	Quechua
564		- u n q u -	99	be sick	Cuzco	unqu	u n q u		heggarty2005	Quechua
566		q i ʃ - j a	100	be sick	Huallaga	qišya.	q i ʃ j a		heggarty2005	Quechua
567		ʔ i ʃ - j a	100	be sick	Huanca	qishyay	ʔ i ʃ j a		cerron1976	Quechua
570		- o ŋ q u -	99	be sick	Huangascar	unqu-	o ŋ q u		shimelman2017	Quechua
571		- u n k u -	99	be sick	Imbabura	unku	u n k u		gomez2009	Quechua
572		q i ʃ - - a	100	be sick	Inkawasi	qiša.	q i ʃ a		heggarty2005	Quechua
575		- u n g u -	99	be sick	Lamas	unku	u n g u		park1976	Quechua
576		q i ʃ - - a	100	be sick	Laraos	qiša.	q i ʃ a		heggarty2005	Quechua
577		- o ŋ q u -	99	be sick	Lincha-Tana	unqu-	o ŋ q u		shimelman2017	Quechua
578		- u n q u -	99	be sick	Maragua	unqu	u n q u		heggarty2005	Quechua
579		- u n g u - + tʃ i + n a	99 0 0	be sick	Napo	unguchina	u n g u + tʃ i + n a		orrwrisley1981	Quechua
580		χ e ʃ - j a	100	be sick	Pacaraos	qishya	χ e ʃ j a		adelaar1982	Quechua
581		- u n g u - + n a	99 0	be sick	Pastaza	unguna	u n g u + n a		landerman1973	Quechua
582		- u n ʁ u -	99	be sick	Pocona	unγu	u n ʁ u		heggarty2005	Quechua
584		- u n q u -	99	be sick	Puno	unqu	u n q u		heggarty2005	Quechua
585		- u n g u -	99	be sick	Putumayo	ungu	u n g u		tandioy1978	Quechua
586		- o ŋ q u -	99	be sick	SanPedro	unqu-	o ŋ q u		shimelman2017	Quechua
587		- o ŋ q o s	99	be sick	Santiagueno	onqos	o ŋ q o s		juanatey2021	Quechua
590		- u n g u -	99	be sick	Serena	ungu	u n g u		heggarty2005	Quechua
592		- u n q u -	99	be sick	Taquile	unqu	u n q u		heggarty2005	Quechua
593		χ e ʃ - j a	100	be sick	Tarma	xišya	χ e ʃ j a		adelaar1977	Quechua
594		- u n g u -	99	be sick	Troje	ungu	u n g u		heggarty2005	Quechua
595		q i ʃ - j a	100	be sick	Yanac	qišya.	q i ʃ j a		heggarty2005	Quechua
7518		- u n g u - + k u + n a	99 0 0	be sick	Azuay	ungu-cu-na	u n g u + k u + n a		cordero1955	Quechua
7577		h i ʃ - j a	100	be sick	Jauja	qishyay	h i ʃ j a		cerron1976	Quechua
7762		q i ʃ - j a	100	be sick	Wari	queshya	q i ʃ j a		parkerchavez1976	Quechua
7763		q i ʃ - j a	100	be sick	HuarazHuailas	queshya	q i ʃ j a		parkerchavez1976	Quechua
7764		q i ʃ - j a	100	be sick	Raimondi	queshya	q i ʃ j a		parkerchavez1976	Quechua
#
4312		w i k s a	150	belly (stomach)	Apuri	wiksa	w i k s a		shimelman2017	Quechua
4313		w i k s a	150	belly (stomach)	Apurimac	wiksa	w i k s a		camacho2007	Quechua
4314		w i k s a	150	belly (stomach)	Arma	wiksa	w i k s a		galvez2003	Quechua
4315		w i k s a	150	belly (stomach)	Atalla	wiksa	w i k s a		heggarty2005	Quechua
4316		w i k s a	150	belly (stomach)	Ayacucho	wiksa	w i k s a		soto1976	Quechua
4317		w i k s a	150	belly (stomach)	Bobonaza	huicsa	w i k s a		orrwrisley1981	Quechua
4318		w i k s a	150	belly (stomach)	Cacra-Hongos	wiksa	w i k s a		shimelman2017	Quechua
4319		w i k s a	150	belly (stomach)	Chachapoyas	wiksa	w i k s a		taylor2006	Quechua
4320		p a tʃ a	151	belly (stomach)	Chacpar	pača	p a tʃ a		heggarty2005	Quechua
4321		p a ʈʂ a	151	belly (stomach)	Chetilla	paĉa	p a ʈʂ a		heggarty2005	Quechua
4323		w i x s a	150	belly (stomach)	Curva	wixsa	w i x s a		heggarty2005	Quechua
4324		w i - s a	150	belly (stomach)	Curva	wisa	w i s a		heggarty2005	Quechua
4325		w i x s a	150	belly (stomach)	Cuzco	wixsa	w i x s a		heggarty2005	Quechua
4327		p a tʃ a	151	belly (stomach)	Huallaga	pača	p a tʃ a		heggarty2005	Quechua
4328		p a t a	151	belly (stomach)	Huanca	pata	p a t a		cerron2018	Quechua
4330		w i k s a	150	belly (stomach)	Huangascar	wiksa	w i k s a		shimelman2017	Quechua
4331		p a tʃ a	151	belly (stomach)	HuarazHuailas	pacha	p a tʃ a		parkerchavez1976	Quechua
4332		w i k s a	150	belly (stomach)	Imbabura	wiksa	w i k s a		gomez2009	Quechua
4333		p a ʈʂ a	151	belly (stomach)	Inkawasi	paĉa	p a ʈʂ a		heggarty2005	Quechua
4338		w i k s a	150	belly (stomach)	Lamas	wiksa	w i k s a		taylor2006	Quechua
4339		w i k s a	150	belly (stomach)	Laraos	wiksa	w i k s a		heggarty2005	Quechua
4340		w i k s a	150	belly (stomach)	Lincha-Tana	wiksa	w i k s a		shimelman2017	Quechua
4341		w i x s a	150	belly (stomach)	Maragua	wixsa	w i x s a		heggarty2005	Quechua
4342		w i k s a	150	belly (stomach)	Napo	huicsa	w i k s a		orrwrisley1981	Quechua
4343		p a ʈʂ a	151	belly (stomach)	Pacaraos	patra	p a ʈʂ a		adelaar1982	Quechua
4344		w i k s a	150	belly (stomach)	Pastaza	vicsa	w i k s a		landerman1973	Quechua
4345		w i - s a	150	belly (stomach)	Pocona	wisa	w i s a		heggarty2005	Quechua
4347		w i k s a	150	belly (stomach)	Puno	wiksa	w i k s a		heggarty2005	Quechua
4348		w i x s a	150	belly (stomach)	Putumayo	huigsa	w i x s a		tandioy1978	Quechua
4349		p a tʃ a	151	belly (stomach)	Raimondi	pacha	p a tʃ a		parkerchavez1976	Quechua
4350		w i k s a	150	belly (stomach)	SanPedro	wiksa	w i k s a		shimelman2017	Quechua
4351		w i x s a	150	belly (stomach)	Santiagueno	wiksa	w i x s a		juanatey2021	Quechua
4353		- i k s a	150	belly (stomach)	Serena	iksa	i k s a		heggarty2005	Quechua
4355		w i - s a	150	belly (stomach)	Taquile	wisa	w i s a		heggarty2005	Quechua
4356		p a ʈʂ a	151	belly (stomach)	Tarma	paĉa	p a ʈʂ a		adelaar1977	Quechua
4357		w i x s a	150	belly (stomach)	Troje	wixsa	w i x s a		heggarty2005	Quechua
4360		p a tʃ a	151	belly (stomach)	Wari	pacha	p a tʃ a		parkerchavez1976	Quechua
4361		p a ʈʂ a	151	belly (stomach)	Yanac	paĉa	p a ʈʂ a		heggarty2005	Quechua
7452		w i χ - a	150	belly (stomach)	Azuay	huigsa	w i χ a		cordero1955	Quechua
7583		p a t a	151	belly (stomach)	Jauja	pata	p a t a		cerron1976	Quechua
#
192		h a t u n	207	big	Apuri	hatun	h a t u n		shimelman2017	Quechua
193		h a t u n	207	big	Apurimac	hatun	h a t u n		camacho2007	Quechua
194		h a t u ŋ	207	big	Arma	hatun	h a t u ŋ		galvez2003	Quechua
195		h a t u n	207	big	Atalla	hatun	h a t u n		heggarty2005	Quechua
196		h a t u ŋ	207	big	Ayacucho	hatun	h a t u ŋ		soto1976	Quechua
197		h a t u n	207	big	Bobonaza	jatun	h a t u n		orrwrisley1981	Quechua
198		h a t u n	207	big	Cacra-Hongos	hatun	h a t u n		shimelman2017	Quechua
199		- a t u n	207	big	Chachapoyas	atun	a t u n		taylor2006	Quechua
200		h a t u n	207	big	Chacpar	hatun	h a t u n		heggarty2005	Quechua
201		- a t u n	207	big	Chetilla	atun	a t u n		heggarty2005	Quechua
203		- a tʰ u n	207	big	Curva	athun	a tʰ u n		heggarty2005	Quechua
204		h a t u n	207	big	Cuzco	hatun	h a t u n		heggarty2005	Quechua
206		h a t u n	207	big	Huallaga	hatun	h a t u n		heggarty2005	Quechua
207		h a t u n	207	big	Huanca	hatun	h a t u n		cerron2018	Quechua
210		h a t u n	207	big	Huangascar	hatun	h a t u n		shimelman2017	Quechua
211		h a t u n	207	big	HuarazHuailas	hatun	h a t u n		parkerchavez1976	Quechua
212		x a t u n	207	big	Imbabura	jatun	x a t u n		gomez2009	Quechua
213		- a t u n	207	big	Inkawasi	atun	a t u n		heggarty2005	Quechua
217		- a t u n	207	big	Lamas	atun	a t u n		taylor2006	Quechua
218		h a t u n	207	big	Laraos	hatun	h a t u n		heggarty2005	Quechua
219		h a t u n	207	big	Lincha-Tana	hatun	h a t u n		shimelman2017	Quechua
220		h a t u n	207	big	Maragua	hatun	h a t u n		heggarty2005	Quechua
221		h a t u n	207	big	Napo	jatun	h a t u n		orrwrisley1981	Quechua
222		x a t u ŋ	207	big	Pacaraos	hatun	x a t u ŋ		adelaar1982	Quechua
223		- a t u n	207	big	Pastaza	atun	a t u n		landerman1973	Quechua
224		h a t u n	207	big	Pocona	hatun	h a t u n		heggarty2005	Quechua
226		h a t u n	207	big	Puno	hatun	h a t u n		heggarty2005	Quechua
227		- a t u n	207	big	Putumayo	atun	a t u n		tandioy1978	Quechua
228		h a t u n	207	big	SanPedro	hatun	h a t u n		shimelman2017	Quechua
229		- a t u n	207	big	Santiagueno	atun	a t u n		juanatey2021	Quechua
231		- a t u n	207	big	Serena	atun	a t u n		heggarty2005	Quechua
233		- a tʰ u n	207	big	Taquile	athun	a tʰ u n		heggarty2005	Quechua
234		χ a t u ŋ	207	big	Tarma	xatun̊	χ a t u ŋ		adelaar1977	Quechua
235		h a t u n	207	big	Troje	hatun	h a t u n		heggarty2005	Quechua
237		h a t u n	207	big	Wari	hatun	h a t u n		parkerchavez1976	Quechua
238		- a t u n	207	big	Yanac	atun	a t u n		heggarty2005	Quechua
7511		h a t u n	207	big	Azuay	jatun	h a t u n		cordero1955	Quechua
7584		h a t u n	207	big	Jauja	hatun	h a t u n		cerron1976	Quechua
7744		h a t u n	207	big	Raimondi	hatun	h a t u n		parkerchavez1976	Quechua
#
4719		p i ʃ q o	256	bird	Apuri	pishqu	p i ʃ q o		shimelman2017	Quechua
4720		p i tʃ i n k o	257	bird	Apurimac	pichinko	p i tʃ i n k o		camacho2007	Quechua
4721		p i s q o	256	bird	Apurimac	pisqo	p i s q o		camacho2007	Quechua
4722		u r p i t u	45	bird	Apurimac	urpitu	u r p i t u		camacho2007	Quechua
4723		p i s χ u	256	bird	Arma	pisqu	p i s χ u		galvez2003	Quechua
4724		p i tʃ i w s a	363	bird	Atalla	pičiwsa	p i tʃ i w s a		heggarty2005	Quechua
4725		u ɾ p i t u	45	bird	Ayacucho	urpitu	u ɾ p i t u		soto1976	Quechua
4726		p i s χ o	256	bird	Ayacucho	pisqo	p i s χ o		soto1976	Quechua
4727		p i ʃ k u	256	bird	Bobonaza	pishcu	p i ʃ k u		orrwrisley1981	Quechua
4728		p i ʃ q o	256	bird	Cacra-Hongos	pishqu	p i ʃ q o		shimelman2017	Quechua
4729		p i ʃ k u	256	bird	Chachapoyas	pishku	p i ʃ k u		taylor2006	Quechua
4730		- - tʃ a n k i s -	43	bird	Chacpar	čankis	tʃ a n k i s		heggarty2005	Quechua
4731		p i ʃ ʁ u	256	bird	Chetilla	pišγu	p i ʃ ʁ u		heggarty2005	Quechua
4733		pʼ i s q u	256	bird	Curva	p'isqu	pʼ i s q u		heggarty2005	Quechua
4734		p i tʃ i n k u	257	bird	Cuzco	pičinku	p i tʃ i n k u		heggarty2005	Quechua
4735		p i tʃ i n kʰ u	257	bird	Cuzco	pičinchu	p i tʃ i n kʰ u		heggarty2005	Quechua
4738		p i ʃ q u	256	bird	Huallaga	pišqu	p i ʃ q u		heggarty2005	Quechua
4739		p i ʃ ʔ u	256	bird	Huanca	pishqu	p i ʃ ʔ u		cerron1976	Quechua
4741		p i ʃ q o	256	bird	Huangascar	pishqu	p i ʃ q o		shimelman2017	Quechua
4742		p i ʃ q u	256	bird	HuarazHuailas	pishqu	p i ʃ q u		parkerchavez1976	Quechua
4743		p i ʃ k u	256	bird	Imbabura	pishku	p i ʃ k u		gomez2009	Quechua
4744		k u r u	7717	bird	Inkawasi	kuru	k u r u		heggarty2005	Quechua
4748		p i ʃ k u	256	bird	Lamas	pishku	p i ʃ k u		taylor2006	Quechua
4749		p i ʃ q u	256	bird	Laraos	pišqu	p i ʃ q u		heggarty2005	Quechua
4750		p i ʃ q o	256	bird	Lincha-Tana	pishqu	p i ʃ q o		shimelman2017	Quechua
4751		pʼ i s q u	256	bird	Maragua	p'isqu	pʼ i s q u		heggarty2005	Quechua
4752		p i ʃ k u	256	bird	Napo	pishcu	p i ʃ k u		orrwrisley1981	Quechua
4753		p i ʃ χ o	256	bird	Pacaraos	pishqu	p i ʃ χ o		adelaar1982	Quechua
4754		p i ʃ k u	256	bird	Pastaza	pishcu	p i ʃ k u		landerman1973	Quechua
4755		pʼ i s ʁ u	256	bird	Pocona	p'isγu	pʼ i s ʁ u		heggarty2005	Quechua
4757		pʼ i s q u	256	bird	Puno	p'isqu	pʼ i s q u		heggarty2005	Quechua
4758		p i s k u	256	bird	Putumayo	piscu	p i s k u		tandioy1978	Quechua
4759		p i ʃ q u	256	bird	Raimondi	pishqu	p i ʃ q u		parkerchavez1976	Quechua
4760		p i ʃ q o	256	bird	SanPedro	pishqu	p i ʃ q o		shimelman2017	Quechua
4761		p i ʃ q o	256	bird	Santiagueno	pishqo	p i ʃ q o		juanatey2021	Quechua
4763		p i ʃ k u	256	bird	Serena	pišku	p i ʃ k u		heggarty2005	Quechua
4765		pʼ i s q u	256	bird	Taquile	p'isqu	pʼ i s q u		heggarty2005	Quechua
4766		p i ʃ χ o	256	bird	Tarma	pišxu	p i ʃ χ o		adelaar1977	Quechua
4767		p i ʃ k u	256	bird	Troje	pišku	p i ʃ k u		heggarty2005	Quechua
4769		p i ʃ q u	256	bird	Wari	pishqu	p i ʃ q u		parkerchavez1976	Quechua
4770		p i ʃ q u	256	bird	Yanac	pišqu	p i ʃ q u		heggarty2005	Quechua
7459		p i ʃ k u	256	bird	Azuay	pishcu	p i ʃ k u		cordero1955	Quechua
7585		p i ʃ ʔ u	256	bird	Jauja	pishqu	p i ʃ ʔ u		cerron1976	Quechua
#
1873		k a n i	311	bite, to	Apuri	kani-	k a n i		shimelman2017	Quechua
1874		k a tʃ u	214	bite, to	Apurimac	kachu	k a tʃ u		camacho2007	Quechua
1877		k a n i	311	bite, to	Apurimac	kani	k a n i		camacho2007	Quechua
1878		k a tʃ u	214	bite, to	Arma	kachu	k a tʃ u		galvez2003	Quechua
1879		k a n i	311	bite, to	Arma	kani	k a n i		galvez2003	Quechua
1880		k a tʃ a	214	bite, to	Atalla	kača.	k a tʃ a		heggarty2005	Quechua
1881		k a n i	311	bite, to	Ayacucho	kani	k a n i		soto1976	Quechua
1882		k a n i + n a	311 0	bite, to	Bobonaza	canina	k a n i + n a		orrwrisley1981	Quechua
1883		k a n i	311	bite, to	Cacra-Hongos	kani-	k a n i		shimelman2017	Quechua
1884		k a n i	311	bite, to	Chachapoyas	kani	k a n i		taylor2006	Quechua
1885		k a n i	311	bite, to	Chacpar	kani.	k a n i		heggarty2005	Quechua
1886		k a n i	311	bite, to	Chetilla	kani.	k a n i		heggarty2005	Quechua
1888		k a n i	311	bite, to	Curva	kani.	k a n i		heggarty2005	Quechua
1889		k a n i	311	bite, to	Cuzco	kani.	k a n i		heggarty2005	Quechua
1891		k a ɲ i	311	bite, to	Huallaga	kañi.	k a ɲ i		heggarty2005	Quechua
1892		k a n i	311	bite, to	Huanca	kaniy	k a n i		cerron2018	Quechua
1896		k a n i	311	bite, to	Huangascar	kani-	k a n i		shimelman2017	Quechua
1897		k a n i	311	bite, to	HuarazHuailas	kani	k a n i		parkerchavez1976	Quechua
1898		k a n i + n a	311 0	bite, to	Imbabura	kanina	k a n i + n a		gomez2009	Quechua
1899		k a n i	311	bite, to	Inkawasi	kani.	k a n i		heggarty2005	Quechua
1902		k a n i	311	bite, to	Lamas	kani	k a n i		taylor2006	Quechua
1903		k a ʈʂ u	214	bite, to	Laraos	kaĉu.	k a ʈʂ u		heggarty2005	Quechua
1904		k a n i	311	bite, to	Lincha-Tana	kani-	k a n i		shimelman2017	Quechua
1905		k a n i	311	bite, to	Maragua	kani.	k a n i		heggarty2005	Quechua
1906		k a n i + n a	311 0	bite, to	Napo	canina	k a n i + n a		orrwrisley1981	Quechua
1907		k a n i	311	bite, to	Pacaraos	kani	k a n i		adelaar1982	Quechua
1908		k a n i + n a	311 0	bite, to	Pastaza	canina	k a n i + n a		landerman1973	Quechua
1909		k a n i	311	bite, to	Pocona	kani.	k a n i		heggarty2005	Quechua
1911		k a n i	311	bite, to	Puno	kani.	k a n i		heggarty2005	Quechua
1912		k a n i	311	bite, to	Putumayo	cani	k a n i		tandioy1978	Quechua
1913		k a n i	311	bite, to	Raimondi	kani	k a n i		parkerchavez1976	Quechua
1914		k a n i	311	bite, to	SanPedro	kani-	k a n i		shimelman2017	Quechua
1915		k a n iː	311	bite, to	Santiagueno	kaniy	k a n iː		juanatey2021	Quechua
1917		k a n i	311	bite, to	Serena	kani.	k a n i		heggarty2005	Quechua
1919		k a n i	311	bite, to	Taquile	kani.	k a n i		heggarty2005	Quechua
1921		k a n i	311	bite, to	Troje	kani.	k a n i		heggarty2005	Quechua
1922		k a n i	311	bite, to	Yanac	kani.	k a n i		heggarty2005	Quechua
7542		k a n i + n a	311 0	bite, to	Azuay	cani-na	k a n i + n a		cordero1955	Quechua
7586		k a n i	311	bite, to	Jauja	kaniy	k a n i		cerron1976	Quechua
7733		k a n i	311	bite, to	Tarma	k a n i	k a n i		adelaar1977	Quechua
7745		k a n i	311	bite, to	Wari	kani	k a n i		parkerchavez1976	Quechua
#
7260		j a n a	366	black	Apuri	yana	j a n a		shimelman2017	Quechua
7261		j a n a	366	black	Apurimac	yana	j a n a		camacho2007	Quechua
7262		j a n a	366	black	Arma	yana	j a n a		galvez2003	Quechua
7263		j a n a	366	black	Atalla	yana	j a n a		heggarty2005	Quechua
7264		j a n a	366	black	Ayacucho	yana	j a n a		soto1976	Quechua
7265		j a n a	366	black	Bobonaza	yana	j a n a		orrwrisley1981	Quechua
7266		j a n a	366	black	Cacra-Hongos	yana	j a n a		shimelman2017	Quechua
7267		j a n a	366	black	Chachapoyas	yana	j a n a		taylor2006	Quechua
7268		j a n a	366	black	Chacpar	yana	j a n a		heggarty2005	Quechua
7269		j a n a	366	black	Chetilla	yana	j a n a		heggarty2005	Quechua
7271		j a n a	366	black	Curva	yana	j a n a		heggarty2005	Quechua
7272		j a n a	366	black	Cuzco	yana	j a n a		heggarty2005	Quechua
7274		j a n a	366	black	Huallaga	yana	j a n a		heggarty2005	Quechua
7275		j a n a	366	black	Huanca	yana	j a n a		cerron2018	Quechua
7277		j a n a	366	black	Huangascar	yana	j a n a		shimelman2017	Quechua
7278		j a ɲ a	366	black	HuarazHuailas	yana	j a ɲ a		parkerchavez1976	Quechua
7279		j a n a	366	black	Imbabura	yana	j a n a		gomez2009	Quechua
7280		j a n a	366	black	Inkawasi	yana	j a n a		heggarty2005	Quechua
7285		j a n a	366	black	Lamas	yana	j a n a		taylor2006	Quechua
7286		j a n a	366	black	Laraos	yana	j a n a		heggarty2005	Quechua
7287		j a n a	366	black	Lincha-Tana	yana	j a n a		shimelman2017	Quechua
7288		j a n a	366	black	Maragua	yana	j a n a		heggarty2005	Quechua
7289		j a n a	366	black	Napo	yana	j a n a		orrwrisley1981	Quechua
7290		j a n a	366	black	Pacaraos	yana	j a n a		adelaar1982	Quechua
7291		j a n a	366	black	Pastaza	yana	j a n a		landerman1973	Quechua
7292		j a n a	366	black	Pocona	yana	j a n a		heggarty2005	Quechua
